NUMBER	GLOSS	English	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY	Note
Chen-2013-888-538	窄		1267	NARROW	2	
Chen-2013-888-539	厚		1244	THICK	2	
Chen-2013-888-540	薄		2306	THIN (OF LEAF AND CLOTH)	2	
Chen-2013-888-541	深		1593	DEEP	2	
Chen-2013-888-542	浅		193	SHALLOW	2	
Chen-2013-888-543	满		1429	FULL	2	
Chen-2013-888-544	空		1624	EMPTY	2	
Chen-2013-888-545	多		1198	MANY	2	
Chen-2013-888-546	少		1242	FEW	2	
Chen-2013-888-547	方		2757	ANGULAR (SQUAREFORMED)	2	
Chen-2013-888-548	圆		1395	ROUND	2	
Chen-2013-888-549	扁		1633	FLAT		
Chen-2013-888-550	尖		1396	SHARP	2	
Chen-2013-888-551	平		1633	FLAT	2	
Chen-2013-888-552	直		1404	STRAIGHT	2	
Chen-2013-888-553	横		2376	HORIZONTAL	2	
Chen-2013-888-554	弯		2004	BEND	2	
Chen-2013-888-555	黑		163	BLACK	2	
Chen-2013-888-556	白		1335	WHITE	2	
Chen-2013-888-557	红		156	RED	2	
Chen-2013-888-558	黄		1424	YELLOW	2	
Chen-2013-888-559	绿		1425	GREEN	2	
Chen-2013-888-560	蓝		837	BLUE	2	
Chen-2013-888-561	亮		679	BRIGHT	2	
Chen-2013-888-562	暗		706	DARK	2	
Chen-2013-888-563	重		1210	HEAVY	2	
Chen-2013-888-564	轻		1052	LIGHT (WEIGHT)	2	
Chen-2013-888-565	快		1631	FAST	2	
Chen-2013-888-566	慢		701	SLOW	2	
Chen-2013-888-567	早		672	EARLY	2	
Chen-2013-888-568	迟		425	BE LATE	2	
Chen-2013-888-569	锋利		1396	SHARP	2	
Chen-2013-888-570	清		1147	PURE	4	
Chen-2013-888-571	稀（疏）		209	RARE	4	
Chen-2013-888-572	蜜（稠）					
Chen-2013-888-573	浓		1244	THICK		
Chen-2013-888-574	稠（浊）		2239	DENSE	4	
Chen-2013-888-575	淡		2181	LIGHT (IN TASTE)	2	
Chen-2013-888-576	胖		1279	FAT (OBESE)	2	
Chen-2013-888-577	痩		1400	THIN (SLIM)	4	
Chen-2013-888-578	干枯					add withered
Chen-2013-888-579	湿		1726	WET	2	
Chen-2013-888-580	硬		1884	HARD	2	
Chen-2013-888-581	软		1856	SOFT	2	
Chen-2013-888-582	活		1422	BE ALIVE	2	
Chen-2013-888-583	死		1494	DIE	2	
Chen-2013-888-584	光		1624	EMPTY		
Chen-2013-888-585	松		2506	LOOSE	4	
Chen-2013-888-586	紧		3053	TIGHT	4	
Chen-2013-888-587	齐					
Chen-2013-888-588	对		1725	CORRECT (RIGHT)	2	
Chen-2013-888-589	错		1390	WRONG		
Chen-2013-888-590	真		1657	TRUE	4	
Chen-2013-888-591	假		3069	FALSE	4	
Chen-2013-888-592	生		1959	RAW	2	
Chen-2013-888-593	熟		269	COOKED	2	
Chen-2013-888-594	新		1231	NEW	2	
Chen-2013-888-595	旧		2113	OLD (USED)	2	
Chen-2013-888-596	好		1035	GOOD	2	
Chen-2013-888-597	坏		1292	BAD	2	
Chen-2013-888-598	贵		1426	EXPENSIVE	2	
Chen-2013-888-599	贱					
Chen-2013-888-600	老		2112	OLD (AGED)	2	
Chen-2013-888-601	嫩		1207	YOUNG	4	
Chen-2013-888-602	美		1427	BEAUTIFUL		
Chen-2013-888-603	丑		1548	UGLY	2	
Chen-2013-888-604	热		1286	HOT	2	
Chen-2013-888-605	冷		1287	COLD	2	
Chen-2013-888-606	难		584	DIFFICULT	2	
Chen-2013-888-607	容易		686	EASY	2	
Chen-2013-888-608	香		376	FRAGRANT	2	
Chen-2013-888-609	臭		1587	SMELL (STINK)	2	
Chen-2013-888-610	酸		1906	SOUR	2	
Chen-2013-888-611	甜		717	SWEET	2	
Chen-2013-888-612	苦		887	BITTER	2	
Chen-2013-888-613	辣		544	SPICY	2	
Chen-2013-888-614	咸		1091	SALTY	2	
Chen-2013-888-615	醒		825	AWAKE	2	
Chen-2013-888-616	忙		2755	BUSY	2	
Chen-2013-888-617	富		712	RICH	2	
Chen-2013-888-618	穷		1674	POOR	2	
Chen-2013-888-619	干净		704	CLEAN	2	
Chen-2013-888-620	脏		1230	DIRTY	2	
Chen-2013-888-621	饱		106	SATIATED	2	
Chen-2013-888-622	饿		1533	BE HUNGRY	2	
Chen-2013-888-623	渴		847	THIRSTY	2	
Chen-2013-888-624	困					
Chen-2013-888-625	累		1757	TIRED	2	
Chen-2013-888-626	急					
Chen-2013-888-627	聪明		2530	SMART	2	
Chen-2013-888-628	傻		1518	STUPID	2	
Chen-2013-888-629	勤快		2077	DILIGENT	2	
Chen-2013-888-630	懒		1564	LAZY	2	
Chen-2013-888-631	凶					add fierce
Chen-2013-888-632	响		377	LOUD		
Chen-2013-888-633	熬					
Chen-2013-888-634	拔		2325	PULL OUT	2	
Chen-2013-888-635	搻		1749	TAKE		
Chen-2013-888-636	搬		765	MOVE	2	
Chen-2013-888-637	帮助		1897	HELP	2	
Chen-2013-888-638	捆绑		1917	TIE		
Chen-2013-888-639	剥		275	PEEL	2	
Chen-2013-888-640	抱		928	EMBRACE	2	
Chen-2013-888-641	背		465	CARRY ON BACK	2	
Chen-2013-888-642	比					
Chen-2013-888-643	编（辫子）		1043	BRAID	4	
Chen-2013-888-644	编（篮子）		1043	BRAID	4	
Chen-2013-888-645	变		1264	CHANGE	2	
Chen-2013-888-646	病		1847	SICK	2	
Chen-2013-888-647	补		2243	REPAIR	2	
Chen-2013-888-648	猜		1932	GUESS	2	
Chen-2013-888-649	踩		2065	STEP (VERB)	2	
Chen-2013-888-650	藏		2486	HIDE	2	
Chen-2013-888-651	插		3071	INSERT	2	
Chen-2013-888-652	折		1470	FOLD	4	
Chen-2013-888-653	缠		1113	WRAP		
Chen-2013-888-654	唱		1261	SING	2	
Chen-2013-888-655	炒		2162	STIR FRY	2	
Chen-2013-888-656	沉		1088	SINK (DESCEND)		
Chen-2013-888-657	称		1098	WEIGH	2	
Chen-2013-888-658	成		1990	BECOME		
Chen-2013-888-659	吃		1336	EAT	2	
Chen-2013-888-660	舂		225	PESTLE		
Chen-2013-888-661	出		1107	GO OUT	2	
Chen-2013-888-662	锄（革）		1418	DIG		
Chen-2013-888-663	穿（衣）		814	DRESS UP	4	
Chen-2013-888-664	穿（鞋）		158	PUT ON	4	
Chen-2013-888-665	吹（喇叭）		176	BLOW (WITH MOUTH)	4	
Chen-2013-888-666	搓		430	TWIST	2	
Chen-2013-888-667	答应		1675	PROMISE		
Chen-2013-888-668	打鸣		2074	CROW (VERB)		
Chen-2013-888-669	打（人）		1433	HIT	4	
Chen-2013-888-670	打（枪）		3180	SHOOT (WITH SLINGSHOT)	4	
Chen-2013-888-671	戴（帽）		976	WEAR	2	
Chen-2013-888-672	戴（手镯）		976	WEAR	4	
Chen-2013-888-673	倒（下）		1280	FALL		
Chen-2013-888-674	到		1387	ARRIVE	2	
Chen-2013-888-675	倒（水）		1487	POUR		
Chen-2013-888-676	得到		694	GET		
Chen-2013-888-677	等		1590	WAIT (FOR)	2	
Chen-2013-888-678	掉		750	DROP	2	
Chen-2013-888-679	吊		2884	HANG		
Chen-2013-888-680	跌倒		1280	FALL	2	
Chen-2013-888-681	动		2874	MOVE (ONESELF)		
Chen-2013-888-682	堵塞					
Chen-2013-888-683	（线）断		460	BREAK (OF ROPE)	4	
Chen-2013-888-684	（扁担）断		2558	BREAK (CLEAVE)	4	
Chen-2013-888-685	躲避					
Chen-2013-888-686	剁		2149	CHOP (INTO PIECES)	2	
Chen-2013-888-687	翻		1445	TURN (SOMETHING) 		
Chen-2013-888-688	发烧		1534	FEVER		
Chen-2013-888-689	纺		121	SPIN	4	
Chen-2013-888-690	放（牛）		998	PUT	4	
Chen-2013-888-691	飞		1441	FLY (MOVE THROUGH AIR)	2	
Chen-2013-888-692	分		1359	SEPARATE	2	
Chen-2013-888-693	缝		1457	SEW	2	
Chen-2013-888-694	孵		2075	BROOD (VERB)	2	
Chen-2013-888-695	扶					
Chen-2013-888-696	浮		1574	FLOAT	2	
Chen-2013-888-697	（应）该					
Chen-2013-888-698	改		2856	CHANGE (SOMETHING)	2	
Chen-2013-888-699	盖（被）					
Chen-2013-888-700	盖（锅）		761	COVER		
Chen-2013-888-701	赶走			DISPEL		
Chen-2013-888-702	敢		1779	DARE	2	
Chen-2013-888-703	告诉		1711	TELL	2	
Chen-2013-888-704	割（草）		1432	CUT	4	
Chen-2013-888-705	给		1447	GIVE	2	
Chen-2013-888-706	耕		1486	PLANT (SOMETHING)		
Chen-2013-888-707	（猪）拱（土）					
Chen-2013-888-708	刮		175	BLOW (OF WIND)	2	
Chen-2013-888-709	挂		357	HANG UP	2	
Chen-2013-888-710	关（门）		1046	SHUT		
Chen-2013-888-711	滚		827	ROLL	4	
Chen-2013-888-712	过（桥）		1367	CROSS	4	
Chen-2013-888-713	害羞		487	SHY	2	
Chen-2013-888-714	喝		1401	DRINK	2	
Chen-2013-888-715	哼					add hum
Chen-2013-888-716	划		234	PADDLE		
Chen-2013-888-717	化					
Chen-2013-888-718	怀孕		1123	PREGNANT		
Chen-2013-888-719	还帐					
Chen-2013-888-720	换		2509	EXCHANGE	2	
Chen-2013-888-721	回来		581	COME BACK		
Chen-2013-888-722	会（写）		2238	KNOW OR BE ABLE	4	
Chen-2013-888-723	挤		1414	SQUEEZE	2	
Chen-2013-888-724	记得		707	REMEMBER	2	
Chen-2013-888-725	夹					
Chen-2013-888-726	捡		371	PICK UP		
Chen-2013-888-727	剪		2155	CUT (WITH SCISSORS)	2	
Chen-2013-888-728	浇		3078	IRRIGATE	4	
Chen-2013-888-729	吠		1204	BARK	2	
Chen-2013-888-730	结（果）		1917	TIE	4	
Chen-2013-888-731	连接		2862	CONNECT	2	
Chen-2013-888-732	解开		352	UNTIE		
Chen-2013-888-733	借（钱）		1823	BORROW	4	
Chen-2013-888-734	进（屋）		749	ENTER	4	
Chen-2013-888-735	救		2008	RESCUE	2	
Chen-2013-888-736	锯					add saw (something)
Chen-2013-888-737	开（门）		1156	OPEN	2	
Chen-2013-888-738	（水）开		792	BOIL (OF LIQUID)	4	
Chen-2013-888-739	（花）开		3287	BLOOM	4	
Chen-2013-888-740	砍（树）		1432	CUT (WITH AXE)	4	
Chen-2013-888-741	砍（骨头）		155	CHOP	4	
Chen-2013-888-742	看		1819	LOOK	2	
Chen-2013-888-743	看见		1409	SEE	2	
Chen-2013-888-744	扛		413	CARRY ON SHOULDER	2	
Chen-2013-888-745	烤（火）		1962	ROAST (SOMETHING)	4	
Chen-2013-888-746	咳嗽		879	COUGH	2	
Chen-2013-888-747	啃		2706	GNAW	2	
Chen-2013-888-748	哭		1839	CRY	2	
Chen-2013-888-749	拉屎		676	SHIT (DEFECATE)		
Chen-2013-888-750	来		1446	COME	2	
Chen-2013-888-751	烂		1728	ROTTEN	2	
Chen-2013-888-752	破裂		680	BREAK (DESTROY OR GET DESTROYED)		
Chen-2013-888-753	流		2003	FLOW	2	
Chen-2013-888-754	留		2003	FLOW	2	
Chen-2013-888-755	漏		2253	DRIP (EMIT LIQUID)	4	
Chen-2013-888-756	落		1280	FALL	2	
Chen-2013-888-757	骂		299	SCOLD	4	
Chen-2013-888-758	埋		1719	BURY	2	
Chen-2013-888-759	买		1869	BUY	2	
Chen-2013-888-760	卖		1571	SELL	2	
Chen-2013-888-761	没有					
Chen-2013-888-762	（火）灭		127	EXTINGUISH	4	
Chen-2013-888-763	摸		1892	TOUCH		
Chen-2013-888-764	磨（刀）		251	SHARPEN (SOMETHING)	4	
Chen-2013-888-765	磨（面）		1033	GRIND	2	
Chen-2013-888-766	拿		2104	HOLD OR TAKE	2	
Chen-2013-888-767	念					
Chen-2013-888-768	呕吐		1278	VOMIT	2	
Chen-2013-888-769	爬行		96	CRAWL		
Chen-2013-888-770	爬（树）		1102	CLIMB	4	
Chen-2013-888-771	怕		1419	FEAR (BE AFRAID)	2	
Chen-2013-888-772	拍		2133	STRIKE OR BEAT	2	
Chen-2013-888-773	跑		1519	RUN	2	
Chen-2013-888-774	泡					
Chen-2013-888-775	赔					
Chen-2013-888-776	喷					
Chen-2013-888-777	劈		1437	SPLIT	4	
Chen-2013-888-778	（衣）破		680	BREAK (DESTROY OR GET DESTROYED)	4	
Chen-2013-888-779	骑		367	RIDE	2	
Chen-2013-888-780	起来		570	STAND UP		
Chen-2013-888-781	牵		43	LEAD (GUIDE)	4	
Chen-2013-888-782	欠		369	OWE	2	
Chen-2013-888-783	抢		2073	ROB (VERB)	2	
Chen-2013-888-784	敲		2396	KNOCK		
Chen-2013-888-785	请					
Chen-2013-888-786	去		695	GO	2	
Chen-2013-888-787	缺					
Chen-2013-888-788	燃		2012	BURN		
Chen-2013-888-789	认识		2248	KNOW (SOMEBODY)	2	
Chen-2013-888-790	融化		2334	MELT	2	
Chen-2013-888-791	撒尿		592	PISS		
Chen-2013-888-792	扫		230	SWEEP	4	
Chen-2013-888-793	杀（人）		1417	KILL	4	
Chen-2013-888-794	筛		86	SIEVE	2	
Chen-2013-888-795	晒		2015	MAKE DRY	2	
Chen-2013-888-796	上（楼）		705	GO UP (ASCEND)	4	
Chen-2013-888-797	烧（山）		141	BURN (SOMETHING)	4	
Chen-2013-888-798	射		1172	SHOOT	2	
Chen-2013-888-799	生（小孩）		1195	GIVE BIRTH	4	
Chen-2013-888-800	是		1268	YES	2	
Chen-2013-888-801	不是		1269	NO	2	
Chen-2013-888-802	收（玉米）		694	GET	4	
Chen-2013-888-803	守（庄稼）					
Chen-2013-888-804	梳		2070	COMB (VERB)	4	
Chen-2013-888-805	输		1660	LOSE	2	
Chen-2013-888-806	数（钱）		1420	COUNT	4	
Chen-2013-888-807	拴（牛）		2891	TIE UP (TETHER)		
Chen-2013-888-808	睡觉		1585	SLEEP	2	
Chen-2013-888-809	说		1458	SAY	2	
Chen-2013-888-810	送（客）		1447	GIVE	4	
Chen-2013-888-811	赠送					
Chen-2013-888-812	缩		54	SHRINK		
Chen-2013-888-813	抬		501	LIFT	2	
Chen-2013-888-814	逃跑		2142	RUN AWAY	2	
Chen-2013-888-815	乞讨		1828	ASK (REQUEST)		
Chen-2013-888-816	疼		1129	PAINFUL	4	
Chen-2013-888-817	提		501	LIFT	2	
Chen-2013-888-818	填		2006	FILL		
Chen-2013-888-819	挑（水）		413	CARRY ON SHOULDER	4	
Chen-2013-888-820	跳		1829	JUMP	2	
Chen-2013-888-821	听		1608	LISTEN	2	
Chen-2013-888-822	听见		1408	HEAR	2	
Chen-2013-888-823	偷		713	STEAL	2	
Chen-2013-888-824	吐（痰）		1440	SPIT	2	
Chen-2013-888-825	推		1452	PUSH	2	
Chen-2013-888-826	退		421	RETREAT	2	
Chen-2013-888-827	拖		1455	PULL	2	
Chen-2013-888-828	脱（衣）		1755	UNDRESS	4	
Chen-2013-888-829	脱（皮）		1755	UNDRESS	4	
Chen-2013-888-830	挖		1418	DIG	2	
Chen-2013-888-831	忘记		1523	FORGET	2	
Chen-2013-888-832	喂（猪）		739	FEED	4	
Chen-2013-888-833	嗅		1586	SMELL (PERCEIVE)	2	
Chen-2013-888-834	问		1309	ASK (INQUIRE)	2	
Chen-2013-888-835	吸气		2705	INHALE		
Chen-2013-888-836	洗（碗）		1453	WASH	4	
Chen-2013-888-837	洗（衣）		1453	WASH	4	
Chen-2013-888-838	下（楼）		374	ONE TIME	4	
Chen-2013-888-839	下（雨）		1253	RAIN (RAINING)	4	
Chen-2013-888-840	下（小猪）		1195	GIVE BIRTH	4	add give birth (animal)
Chen-2013-888-841	想		2271	THINK	2	
Chen-2013-888-842	削		275	PEEL		
Chen-2013-888-843	笑		1355	LAUGH	2	
Chen-2013-888-844	醒		1602	WAKE UP	2	
Chen-2013-888-845	选		1750	CHOOSE		
Chen-2013-888-846	寻找		1468	LOOK FOR	2	
Chen-2013-888-847	压		1913	PRESS	2	
Chen-2013-888-848	痒		148	ITCH	2	
Chen-2013-888-849	摇		1909	SHAKE		
Chen-2013-888-850	咬		1403	BITE	2	
Chen-2013-888-851	要		1784	WANT	2	
Chen-2013-888-852	移动		765	MOVE		
Chen-2013-888-853	游		1439	SWIM	2	
Chen-2013-888-854	有		2152	THERE IS OR THERE ARE	2	
Chen-2013-888-855	没有		2329	LACK (NOT HAVE)		
Chen-2013-888-856	栽		1486	PLANT (SOMETHING)		
Chen-2013-888-857	炸		991	FRY	4	
Chen-2013-888-858	站		1442	STAND	2	
Chen-2013-888-859	长（大）		552	GROW UP	4	
Chen-2013-888-860	胀		1573	SWELL		
Chen-2013-888-861	找		1468	LOOK FOR	2	
Chen-2013-888-862	照					
Chen-2013-888-863	折断		2558	BREAK (CLEAVE)		
Chen-2013-888-864	争					
Chen-2013-888-865	蒸		2068	BRAISE (VERB)	2	
Chen-2013-888-866	知道		1410	KNOW (SOMETHING)	2	
Chen-2013-888-867	织（布）		133	WEAVE	2	
Chen-2013-888-868	指					add point to 
Chen-2013-888-869	肿		1573	SWELL	2	
Chen-2013-888-870	种（菜）		653	PLANT (VEGETATION)	4	
Chen-2013-888-871	煮		1100	COOK (SOMETHING)	4	
Chen-2013-888-872	住		363	DWELL (LIVE, RESIDE)	2	
Chen-2013-888-873	抓		1436	SCRATCH	2	
Chen-2013-888-874	转（身）		1588	TURN	4	
Chen-2013-888-875	转动		121	SPIN		
Chen-2013-888-876	装		1679	LOAD	4	
Chen-2013-888-877	追		1435	HUNT	2	
Chen-2013-888-878	捉		702	CATCH	2	
Chen-2013-888-879	啄					add peck
Chen-2013-888-880	走		1443	WALK	2	
Chen-2013-888-881	醉		1463	DRUNK	2	
Chen-2013-888-882	坐		1416	SIT	2	
Chen-2013-888-883	做		813	DO	4	
Chen-2013-888-884	不		1240	NOT	2	
Chen-2013-888-885	都		98	ALL	2	
Chen-2013-888-886	也					
Chen-2013-888-887	很		1311	VERY	2	
Chen-2013-888-888	和		1577	AND	2	
Chen-2013-888-889	的					
Chen-2013-888-890	极		1311	VERY		
