# Wordlist

# META
@vowels:T V _
@json: {"params": {"cscorer": {"vscale": 1.0, "unexpected": 1e-05, "unattested": -5, "preprocessing": "False:upgma:-2", "preprocessing_threshold": 0.7, "modestring": "global-2-0.50:local-1-0.50", "factor": 0.3, "restricted_chars": "_T", "scoring_threshold": 0.7, "method": "shuffle", "ratio": [2, 1], "runs": 10000}}}

# SCORER
<scorer id="cscorer">
1.1.T	6.73	-3.00	-3.00	-3.00	-3.00	-3.00	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-0.36	-1.10	3.50	0.45	-1.21	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	5.20	-1.47	-1.75	-0.66	-2.26	0.72	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	0.29	1.23	-3.00	-1.51	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-0.21	-0.71	1.35	0.02	-3.00	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	1.22	0.41	0.66	1.34	-3.75	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	2.49	1.64	-2.03	-3.00	-1.79	-3.00	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-0.16	-0.93	-3.00	2.21	-1.49	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-59.33	-1.32	-1.75	-3.00	1.98	-3.00	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-0.49	-0.73	0.13	-3.00	-0.43	4.91	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67
1.2.T	-3.00	3.41	-3.00	-3.00	-3.00	-3.00	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-0.65	-0.59	-1.15	0.39	1.45	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.10	-66.67	-66.67	-0.96	2.88	-1.74	-1.22	-0.61	0.29	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-4.01	-66.67	-66.67	-0.15	1.29	-0.57	0.01	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.49	-66.67	-66.67	-1.00	1.55	-0.61	-1.00	1.32	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.22	-66.67	-66.67	0.14	0.45	-0.60	0.18	1.07	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-4.85	-66.67	-66.67	0.66	-0.47	0.89	-3.00	0.10	-2.09	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.20	-66.67	-66.67	0.33	1.53	-0.00	-1.08	-0.19	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-4.18	-66.67	-66.67	-3.00	-0.72	1.33	-3.00	-0.94	0.24	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.29	-66.67	-66.67	-0.24	1.81	-1.35	-1.02	0.22	-0.93	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.16	-66.67	-66.67
1.3.T	-3.00	-3.00	4.06	-3.00	-3.00	-3.00	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	1.86	-0.17	2.20	-0.64	-0.63	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-1.30	-1.30	2.08	-0.70	0.78	-1.14	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	2.80	-0.39	2.03	-0.29	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	2.05	-1.18	1.36	1.49	0.36	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	1.42	-1.07	2.63	-0.81	-0.82	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-1.66	2.02	0.87	-3.00	0.37	0.07	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-4.11	-66.67	-66.67	1.18	-0.08	1.90	0.54	-2.08	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.84	-66.67	-66.67	-3.00	1.32	0.90	-3.00	0.12	-1.17	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.62	-66.67	-66.67	-0.63	0.93	2.19	-0.07	-0.24	0.57	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67
1.4.T	-3.00	-3.00	-3.00	4.80	-3.00	-3.00	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-1.34	-1.89	-0.18	0.24	1.91	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-1.45	-0.64	-0.70	3.47	-0.57	0.56	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-4.33	-66.67	-66.67	-1.61	1.60	-1.03	-1.13	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.87	-66.67	-66.67	0.08	-0.41	-0.09	2.37	-1.01	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.69	-66.67	-66.67	-0.11	2.96	0.80	-0.73	0.07	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-4.80	-66.67	-66.67	0.87	-0.40	1.38	-2.67	-1.28	-1.13	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.44	-66.67	-66.67	-0.30	1.71	-0.38	-0.26	-0.28	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.05	-66.67	-66.67	-3.00	-0.04	1.26	-2.67	0.37	-0.35	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.54	-66.67	-66.67	3.40	-1.32	-1.41	0.32	-1.05	-0.21	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-4.08	-66.67	-66.67
1.5.T	-3.00	-3.00	-3.00	-3.00	4.23	-3.00	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-0.16	-0.47	-1.69	1.92	0.39	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.26	-66.67	-66.67	-1.05	-2.11	-1.58	-0.52	2.77	-0.15	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.49	-66.67	-66.67	0.54	-0.10	0.37	1.45	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.17	-66.67	-66.67	1.01	-0.28	1.57	-0.15	-1.58	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-0.13	-0.06	0.47	1.35	0.61	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-0.34	0.56	-0.54	-3.00	2.32	0.48	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	1.69	0.26	0.38	0.01	-0.55	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-3.00	1.87	-0.11	-3.00	0.47	-1.03	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-1.57	0.34	-0.47	-0.75	2.44	-0.49	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.59	-66.67	-66.67
1.6.T	-3.00	-3.00	-3.00	-3.00	-3.00	3.73	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.83	-66.67	-66.67	-0.48	2.46	0.04	0.51	-0.18	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.15	-66.67	-66.67	1.01	-0.91	2.15	-0.85	-1.45	1.88	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.36	-66.67	-66.67	-1.33	-0.13	-0.45	1.49	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.06	-66.67	-66.67	0.02	1.21	-0.48	0.09	1.21	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.97	-66.67	-66.67	-0.44	-1.09	-0.31	0.87	1.02	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.71	-66.67	-66.67	0.04	-0.87	0.91	-3.00	-0.61	2.38	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.02	-66.67	-66.67	-0.37	-0.46	-0.15	1.93	1.13	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.39	-66.67	-66.67	-3.00	-0.42	-0.14	-3.00	1.95	1.18	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-3.60	-66.67	-66.67	-0.05	-0.39	-0.33	2.68	-0.04	-1.64	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.24	-66.67	-66.67
1.A.V	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	3.80	-63.33	-63.33	-2.00	-63.33	-63.33	-2.00	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-2.00	-62.00	-3.83	-2.00	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	2.26	-63.33	-63.33	1.74	-63.33	-63.33	0.65	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.25	-62.00	-2.55	1.03	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	2.70	-63.33	-63.33	0.94	-63.33	-1.17	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.52	-62.00	-3.59	0.70	-63.33	-66.67	-66.67	-66.67	-66.67	1.86	-63.33	-63.33	1.30	-63.33	1.35	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.25	-62.00	-2.01	1.01	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	1.87	-63.33	-63.33	1.61	-63.33	0.82	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.51	-62.00	-2.93	1.45	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	1.88	-63.33	-63.33	1.76	-63.33	-63.33	1.44	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.15	-62.00	-3.29	1.42	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	1.96	-63.33	1.30	-63.33	-63.33	1.40	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.31	-62.00	-2.47	0.87	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	2.08	-63.33	-63.33	1.11	-63.33	-63.33	0.84	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.67	-62.00	-4.19	1.70	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	2.31	-63.33	-63.33	-63.33	1.44	-63.33	-63.33	0.92	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.64	-62.00	-3.49	1.45	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	2.01	-63.33	-63.33	1.40	-63.33	1.42	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.12	-2.52	1.62	-63.33
1.B.C	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	18.84	-3.33	-63.33	-60.00	-3.33	-63.33	-3.33	-3.33	-3.33	-3.33	-60.00	-3.33	-60.00	-1.33	-3.33	-3.33	-63.33	-1.33	-3.83	-63.00	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	8.58	-3.33	-63.33	4.47	-3.33	-63.33	-3.33	-3.33	-3.33	-3.33	-60.00	-3.33	-60.00	2.82	1.25	-3.33	-63.33	-58.00	-3.83	-63.00	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	-56.67	-3.33	-63.33	-3.33	-63.33	3.00	-3.33	-3.33	-3.33	-3.33	-3.33	-60.00	3.93	-3.33	-3.33	-63.33	3.93	-3.83	-63.00	-63.33	-66.67	-66.67	-66.67	-66.67	-63.33	8.69	-3.33	-63.33	-3.33	-63.33	-3.33	-3.33	-3.33	-3.33	-60.00	-1.33	-3.33	-3.33	-63.33	-58.00	-3.83	-63.00	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	10.47	-3.33	-63.33	-3.33	-63.33	-3.33	-3.33	-3.33	-3.33	-60.00	3.37	1.77	-3.33	-63.33	-58.00	-3.83	-63.00	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	7.36	-3.33	-63.33	-3.33	-3.33	-63.33	-3.33	-3.33	-3.33	-3.33	-60.00	-1.33	-3.33	-3.33	-63.33	-58.00	-3.83	-63.00	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	-3.33	-63.33	-60.00	-3.33	-63.33	-60.00	-3.33	-3.33	-3.33	-3.33	-60.00	-1.33	3.06	-3.33	-63.33	8.63	-3.83	-63.00	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	7.16	-3.33	-63.33	-3.33	-3.33	-63.33	-3.33	-3.33	-3.33	-3.33	-3.33	-60.00	2.27	-3.33	-60.00	-3.33	-3.33	-63.33	-1.33	-3.83	-63.00	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	0.00	-3.33	-60.00	-63.33	-3.33	-3.33	-63.33	-3.33	-3.33	-3.33	-3.33	-3.33	-60.00	2.84	-60.00	-3.33	-3.33	-63.33	-1.33	-3.83	-63.00	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	6.70	1.33	-63.33	-3.33	-63.33	-3.33	-3.33	-3.33	-3.33	-3.33	-60.00	-1.33	-3.33	-3.33	-63.33	-3.83	-63.00	-63.33
1.C.C	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	-3.33	6.92	-63.33	-2.67	-2.67	-63.33	-3.33	-1.33	-3.33	-3.33	-3.33	-3.33	-3.33	-3.33	-1.33	-1.33	-63.33	-3.33	-3.83	-63.33	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	-3.33	5.29	-63.33	0.70	-0.87	-63.33	-3.33	1.23	-0.41	-0.30	-60.00	-1.60	-60.00	-2.71	3.40	2.73	-63.33	-3.33	-2.60	-63.33	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	-3.33	5.77	-63.33	-1.20	-63.33	0.10	0.79	1.52	-3.33	-3.33	0.50	-60.00	-2.37	0.49	2.32	-63.33	-3.33	-3.83	-63.33	-63.33	-66.67	-66.67	-66.67	-66.67	-63.33	-3.33	5.43	-63.33	0.59	-63.33	1.18	-0.52	0.68	-0.98	-60.00	-1.74	2.52	2.30	-63.33	-60.00	-3.96	-63.33	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	1.56	5.66	-63.33	0.94	-63.33	1.40	-3.80	-0.11	-0.17	-60.00	-1.07	3.28	1.44	-63.33	-60.00	-3.63	-63.33	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	0.31	5.51	-63.33	3.92	0.37	-63.33	0.78	-1.78	1.17	-1.75	-60.00	0.21	2.32	2.24	-63.33	-60.00	-2.01	-63.33	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	5.48	-63.33	-2.67	-0.16	-63.33	-3.33	1.26	-1.99	-0.04	-0.60	-60.00	-1.05	2.68	1.69	-63.33	2.44	-3.34	-63.33	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	-3.33	5.32	-63.33	1.04	-0.78	-63.33	-3.33	0.51	0.10	-3.33	0.52	-60.00	-0.77	-3.33	-60.00	2.56	1.36	-63.33	-3.33	-3.83	-63.33	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	-3.33	4.77	2.49	-63.33	-2.67	0.36	-63.33	0.97	1.33	0.13	-3.33	-0.39	-60.00	-0.58	-3.33	2.07	1.84	-63.33	-3.33	-3.83	-63.33	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-63.33	-1.32	5.41	-63.33	0.84	-63.33	-3.33	0.41	-1.56	-1.00	-1.32	-60.00	-3.33	3.25	1.28	-63.33	-2.26	-63.33	-63.33
1.E.V	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	-2.00	-63.33	-63.33	4.49	-63.33	-63.33	-2.00	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-2.00	-62.00	-3.83	-2.00	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	1.40	-63.33	-63.33	2.14	-63.33	-63.33	0.89	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	0.84	-62.00	-3.03	1.17	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	1.03	-63.33	-63.33	2.99	-63.33	0.84	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-1.15	-62.00	-1.99	0.07	-63.33	-66.67	-66.67	-66.67	-66.67	1.78	-63.33	-63.33	1.65	-63.33	2.26	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	0.39	-62.00	-3.36	1.91	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	2.10	-63.33	-63.33	1.47	-63.33	1.56	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.50	-62.00	-3.74	1.67	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	1.49	-63.33	-63.33	1.80	-63.33	-63.33	1.79	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	1.07	-62.00	-5.00	1.06	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	1.67	-63.33	1.77	-63.33	-63.33	2.05	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	0.75	-62.00	-2.01	1.66	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	1.82	-63.33	-63.33	1.94	-63.33	-63.33	1.82	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	0.32	-62.00	-2.78	0.23	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	1.80	-63.33	-63.33	-63.33	1.75	-63.33	-63.33	1.69	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	0.67	-62.00	-2.59	0.43	-63.33	-66.67	-66.67	-66.67	-66.67	-66.67	-66.67	1.72	-63.33	-63.33	1.78	-63.33	0.61	-62.00	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	-63.33	0.20	-3.02	1.71	-63.33
