# Wordlist

# DATA
ID	ID	LOCAL_ID	LANGUAGE_ID	PARAMETER_ID	VALUE	FORM	SEGMENTS	COMMENT	SOURCE	COGNACY	LOAN	CONCEPT_NAME	CONCEPT_CONCEPTICON_ID	CONCEPT_CONCEPTICON_GLOSS	LANGUAGE_NAME	LANGUAGE_GLOTTOCODE	LANGUAGE_GLOTTOLOG_NAME	LANGUAGE_ISO639P3CODE	LANGUAGE_MACROAREA	LANGUAGE_FAMILY	DOCULECT	CONCEPT	IPA
20256	qiandongwest-Chen-2013-888-833-1		qiandongwest	Chen-2013-888-833	me³³	me³³	m e ³³		Chen2013			嗅	1586	SMELL (PERCEIVE)	Qiandong, West						Qiandong, West	嗅	me³³
20257	bahengwest-Chen-2013-888-833-1		bahengwest	Chen-2013-888-833	ȵ̥i⁵⁵	ȵ̥i⁵⁵	ȵ̥̥ i ⁵⁵		Chen2013			嗅	1586	SMELL (PERCEIVE)	Baheng, West	pahn1237					Baheng, West	嗅	ȵ̥̥i⁵⁵
20246	luobuohewestern-Chen-2013-888-833-1		luobuohewestern	Chen-2013-888-833	m̥en⁵⁵	m̥en⁵⁵	m̥ e n ⁵⁵		Chen2013			嗅	1586	SMELL (PERCEIVE)	Luobuohe, Western	luop1235					Luobuohe, Western	嗅	m̥en⁵⁵
20258	bahengeast-Chen-2013-888-833-1		bahengeast	Chen-2013-888-833	m̥iŋ⁵⁵	m̥iŋ⁵⁵	m̥ i ŋ ⁵⁵		Chen2013			嗅	1586	SMELL (PERCEIVE)	Baheng, East	pahn1237					Baheng, East	嗅	m̥iŋ⁵⁵
#
2188	luobuoheeastern-Chen-2013-888-90-1		luobuoheeastern	Chen-2013-888-90	ta⁰²(qʰuŋ⁵⁵)ȵdʑo³¹	ta⁰²ȵdʑo³¹	t a ²/⁰ + ȵ d ʑ o ³¹		Chen2013			嘴，口	674	MOUTH	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	嘴，口	ta²/⁰+ȵdʑo³¹
2189	luobuohewestern-Chen-2013-888-90-1		luobuohewestern	Chen-2013-888-90	ʔə⁰²ȵdʑo³¹	ʔə⁰²ȵdʑo³¹	ʔ ə ²/⁰ + ȵ d ʑ o ³¹		Chen2013			嘴，口	674	MOUTH	Luobuohe, Western	luop1235					Luobuohe, Western	嘴，口	ʔə²/⁰+ȵdʑo³¹
2190	chuanqiandian-Chen-2013-888-90-1		chuanqiandian	Chen-2013-888-90	ȵtɕou³¹	ȵtɕou³¹	ⁿtɕ ɔ ³¹		Chen2013			嘴，口	674	MOUTH	Chuanqiandian	chua1256					Chuanqiandian	嘴，口	ⁿtɕɔ³¹
2192	chuanqiandiansouthernguizhou-Chen-2013-888-90-1		chuanqiandiansouthernguizhou	Chen-2013-888-90	ȵtɕu⁵³	ȵtɕu⁵³	ⁿtɕ u ⁵³		Chen2013			嘴，口	674	MOUTH	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	嘴，口	ⁿtɕu⁵³
2193	chuanqiandiannortheastyunnan-Chen-2013-888-90-1		chuanqiandiannortheastyunnan	Chen-2013-888-90	ʔa³³ȵdʑɦau³⁵	ʔa³³ȵdʑɦau³⁵	ʔ a ³³ + ȵ d ʑ ɦ au ³⁵		Chen2013			嘴，口	674	MOUTH	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	嘴，口	ʔa³³+ȵdʑɦau³⁵
2199	qiandongwest-Chen-2013-888-90-1		qiandongwest	Chen-2013-888-90	qa³³nju⁵⁵	qa³³nju⁵⁵	q a ³³ + nʲ u ⁵⁵		Chen2013			嘴，口	674	MOUTH	Qiandong, West						Qiandong, West	嘴，口	qa³³+nʲu⁵⁵
2200	bahengwest-Chen-2013-888-90-1		bahengwest	Chen-2013-888-90	ʔa⁰³la⁵⁵	ʔa⁰³la⁵⁵	ʔ a ³/⁰ + l a ⁵⁵		Chen2013			嘴，口	674	MOUTH	Baheng, West	pahn1237					Baheng, West	嘴，口	ʔa³/⁰+la⁵⁵
2201	bahengeast-Chen-2013-888-90-1		bahengeast	Chen-2013-888-90	la⁵⁵	la⁵⁵	l a ⁵⁵		Chen2013			嘴，口	674	MOUTH	Baheng, East	pahn1237					Baheng, East	嘴，口	la⁵⁵
2197	qiandongeast-Chen-2013-888-90-1		qiandongeast	Chen-2013-888-90	qa³³lou⁴⁴	qa³³lou⁴⁴	q a ³³ + l ɔ ⁴⁴		Chen2013			嘴，口	674	MOUTH	Qiandong, East	east2370					Qiandong, East	嘴，口	qa³³+lɔ⁴⁴
2191	chuanqiandiancentralguizhou-Chen-2013-888-90-1		chuanqiandiancentralguizhou	Chen-2013-888-90	qə⁰²ȵtɕə⁵⁵	qə⁰²ȵtɕə⁵⁵	q ə ²/⁰ + ⁿtɕ ə ⁵⁵		Chen2013			嘴，口	674	MOUTH	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	嘴，口	qə²/⁰+ⁿtɕə⁵⁵
#
10428	luobuoheeastern-Chen-2013-888-431-1		luobuoheeastern	Chen-2013-888-431	pləu³¹	pləu³¹	p l əu ³¹		Chen2013			四	1500	FOUR	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	四	pləu³¹
10429	luobuohewestern-Chen-2013-888-431-1		luobuohewestern	Chen-2013-888-431	pləu³¹	pləu³¹	p l əu ³¹		Chen2013			四	1500	FOUR	Luobuohe, Western	luop1235					Luobuohe, Western	四	pləu³¹
10431	chuanqiandiancentralguizhou-Chen-2013-888-431-1		chuanqiandiancentralguizhou	Chen-2013-888-431	plo²⁴	plo²⁴	p l o ²⁴		Chen2013			四	1500	FOUR	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	四	plo²⁴
10432	chuanqiandiansouthernguizhou-Chen-2013-888-431-1		chuanqiandiansouthernguizhou	Chen-2013-888-431	plɔ³²	plɔ³²	p l ɔ ³²		Chen2013			四	1500	FOUR	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	四	plɔ³²
10433	chuanqiandiannortheastyunnan-Chen-2013-888-431-1		chuanqiandiannortheastyunnan	Chen-2013-888-431	tɬau⁵⁵	tɬau⁵⁵	tɬ au ⁵⁵		Chen2013			四	1500	FOUR	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	四	tɬau⁵⁵
10437	qiandongeast-Chen-2013-888-431-1		qiandongeast	Chen-2013-888-431	so²⁴	so²⁴	s o ²⁴		Chen2013			四	1500	FOUR	Qiandong, East	east2370					Qiandong, East	四	so²⁴
10439	qiandongwest-Chen-2013-888-431-1		qiandongwest	Chen-2013-888-431	ɬɔ⁴⁴	ɬɔ⁴⁴	ɬ ɔ ⁴⁴		Chen2013			四	1500	FOUR	Qiandong, West						Qiandong, West	四	ɬɔ⁴⁴
10440	bahengwest-Chen-2013-888-431-1		bahengwest	Chen-2013-888-431	tji³⁵	tji³⁵	t j i ³⁵		Chen2013			四	1500	FOUR	Baheng, West	pahn1237					Baheng, West	四	tji³⁵
10430	chuanqiandian-Chen-2013-888-431-1		chuanqiandian	Chen-2013-888-431	plou⁵⁴	plou⁵⁴	p l ɔ ⁵⁴		Chen2013			四	1500	FOUR	Chuanqiandian	chua1256					Chuanqiandian	四	plɔ⁵⁴
10441	bahengeast-Chen-2013-888-431-1		bahengeast	Chen-2013-888-431	tsi³⁵	tsi³⁵	ts i ³⁵		Chen2013			四	1500	FOUR	Baheng, East	pahn1237					Baheng, East	四	tsi³⁵
#
17513	luobuoheeastern-Chen-2013-888-721-1		luobuoheeastern	Chen-2013-888-721	ti³¹ti³¹ləu⁵⁵	ti³¹ti³¹ləu⁵⁵	t i ³¹ + t i ³¹ + l əu ⁵⁵		Chen2013			回来	581	COME BACK	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	回来	ti³¹+ti³¹+ləu⁵⁵
17514	luobuohewestern-Chen-2013-888-721-1		luobuohewestern	Chen-2013-888-721	ʈoŋ⁵⁵lu⁵⁵	ʈoŋ⁵⁵lu⁵⁵	ʈ o ŋ ⁵⁵ + l u ⁵⁵		Chen2013			回来	581	COME BACK	Luobuohe, Western	luop1235					Luobuohe, Western	回来	ʈoŋ⁵⁵+lu⁵⁵
17515	chuanqiandian-Chen-2013-888-721-1		chuanqiandian	Chen-2013-888-721	ʈau⁵⁵lo²¹	ʈau⁵⁵lo²¹	ʈ au ⁵⁵ + l o ²¹		Chen2013			回来	581	COME BACK	Chuanqiandian	chua1256					Chuanqiandian	回来	ʈau⁵⁵+lo²¹
17516	chuanqiandiancentralguizhou-Chen-2013-888-721-1		chuanqiandiancentralguizhou	Chen-2013-888-721	tʰo⁴²lə³¹	tʰo⁴²lə³¹	tʰ o ⁴² + l ə ³¹		Chen2013			回来	581	COME BACK	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	回来	tʰo⁴²+lə³¹
17517	chuanqiandiansouthernguizhou-Chen-2013-888-721-1		chuanqiandiansouthernguizhou	Chen-2013-888-721	ʈoŋ⁴²lu¹¹	ʈoŋ⁴²lu¹¹	ʈ o ŋ ⁴² + l u ¹¹		Chen2013			回来	581	COME BACK	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	回来	ʈoŋ⁴²+lu¹¹
17518	chuanqiandiannortheastyunnan-Chen-2013-888-721-1		chuanqiandiannortheastyunnan	Chen-2013-888-721	ʈo⁵⁵lɦo¹¹	ʈo⁵⁵lɦo¹¹	ʈ o ⁵⁵ + lʱ o ¹¹		Chen2013			回来	581	COME BACK	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	回来	ʈo⁵⁵+lʱo¹¹
17522	qiandongeast-Chen-2013-888-721-1		qiandongeast	Chen-2013-888-721	tjaŋ³³lo²¹²	tjaŋ³³lo²¹²	t j a ŋ ³³ + l o ²¹²		Chen2013			回来	581	COME BACK	Qiandong, East	east2370					Qiandong, East	回来	tjaŋ³³+lo²¹²
17524	qiandongwest-Chen-2013-888-721-1		qiandongwest	Chen-2013-888-721	tjaŋ¹³leɯ²¹	tjaŋ¹³leɯ²¹	t j a ŋ ¹³ + l e ɯ ²¹		Chen2013			回来	581	COME BACK	Qiandong, West						Qiandong, West	回来	tjaŋ¹³+leɯ²¹
17525	bahengwest-Chen-2013-888-721-1		bahengwest	Chen-2013-888-721	lo¹¹	lo¹¹	l o ¹¹		Chen2013			回来	581	COME BACK	Baheng, West	pahn1237					Baheng, West	回来	lo¹¹
17526	bahengeast-Chen-2013-888-721-1		bahengeast	Chen-2013-888-721	lo¹¹	lo¹¹	l o ¹¹		Chen2013			回来	581	COME BACK	Baheng, East	pahn1237					Baheng, East	回来	lo¹¹
#
13321	qiandongeast-Chen-2013-888-548-1		qiandongeast	Chen-2013-888-548	tuan²²	tuan²²	t ua n ²²		Chen2013			圆	1395	ROUND	Qiandong, East	east2370					Qiandong, East	圆	tuan²²
13324	bahengwest-Chen-2013-888-548-1		bahengwest	Chen-2013-888-548	qa⁰³laŋ³¹; qa⁰³leŋ³³	qa⁰³laŋ³¹	q a ³/⁰ + l a ŋ ³¹		Chen2013			圆	1395	ROUND	Baheng, West	pahn1237					Baheng, West	圆	qa³/⁰+laŋ³¹
13325	bahengeast-Chen-2013-888-548-1		bahengeast	Chen-2013-888-548	ljaŋ³³ljaŋ³⁵	ljaŋ³³ljaŋ³⁵	l j a ŋ ³³ + l j a ŋ ³⁵		Chen2013			圆	1395	ROUND	Baheng, East	pahn1237					Baheng, East	圆	ljaŋ³³+ljaŋ³⁵
13312	luobuoheeastern-Chen-2013-888-548-1		luobuoheeastern	Chen-2013-888-548	tə⁰²jɛ³¹	tə⁰²jɛ³¹	t ə ²/⁰ + j ɛ ³¹		Chen2013			圆	1395	ROUND	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	圆	tə²/⁰+jɛ³¹
13313	luobuohewestern-Chen-2013-888-548-1		luobuohewestern	Chen-2013-888-548	ʔə⁰²mpʰləu⁵⁵ʔjy⁵⁵	ʔə⁰²mpʰləu⁵⁵ʔjy⁵⁵	ʔ ə ²/⁰ + ⁿpʰ l əu ⁵⁵ + ʔ j y ⁵⁵		Chen2013			圆	1395	ROUND	Luobuohe, Western	luop1235					Luobuohe, Western	圆	ʔə²/⁰+ⁿpʰləu⁵⁵+ʔjy⁵⁵
13314	chuanqiandian-Chen-2013-888-548-1		chuanqiandian	Chen-2013-888-548	ʑuen³¹	ʑuen³¹	ʑ ue n ³¹		Chen2013			圆	1395	ROUND	Chuanqiandian	chua1256					Chuanqiandian	圆	ʑuen³¹
13316	chuanqiandiansouthernguizhou-Chen-2013-888-548-1		chuanqiandiansouthernguizhou	Chen-2013-888-548	koŋ⁴²	koŋ⁴²	k o ŋ ⁴²		Chen2013			圆	1395	ROUND	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	圆	koŋ⁴²
13323	qiandongwest-Chen-2013-888-548-1		qiandongwest	Chen-2013-888-548	luẽ⁵³	luẽ⁵³	l u ẽ ⁵³		Chen2013			圆	1395	ROUND	Qiandong, West						Qiandong, West	圆	luẽ⁵³
13315	chuanqiandiancentralguizhou-Chen-2013-888-548-1		chuanqiandiancentralguizhou	Chen-2013-888-548	ŋki⁵⁵	ŋki⁵⁵	ⁿk i ⁵⁵		Chen2013			圆	1395	ROUND	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	圆	ⁿki⁵⁵
13317	chuanqiandiannortheastyunnan-Chen-2013-888-548-1		chuanqiandiannortheastyunnan	Chen-2013-888-548	qo⁵⁵lɦo³¹	qo⁵⁵lɦo³¹	q o ⁵⁵ + lʱ o ³¹		Chen2013			圆	1395	ROUND	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	圆	qo⁵⁵+lʱo³¹
#
14507	luobuoheeastern-Chen-2013-888-597-1		luobuoheeastern	Chen-2013-888-597	tə⁰²tsa⁵⁵	tə⁰²tsa⁵⁵	t ə ²/⁰ + ts a ⁵⁵		Chen2013			坏	1292	BAD	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	坏	tə²/⁰+tsa⁵⁵
14508	luobuohewestern-Chen-2013-888-597-1		luobuohewestern	Chen-2013-888-597	tə⁰²tsɑ⁵⁵	tə⁰²tsɑ⁵⁵	t ə ²/⁰ + ts ɑ ⁵⁵		Chen2013			坏	1292	BAD	Luobuohe, Western	luop1235					Luobuohe, Western	坏	tə²/⁰+tsɑ⁵⁵
14509	chuanqiandian-Chen-2013-888-597-1		chuanqiandian	Chen-2013-888-597	tʂi⁵⁵; huai²⁴	tʂi⁵⁵	t ʂ i ⁵⁵		Chen2013			坏	1292	BAD	Chuanqiandian	chua1256					Chuanqiandian	坏	tʂi⁵⁵
14510	chuanqiandiancentralguizhou-Chen-2013-888-597-1		chuanqiandiancentralguizhou	Chen-2013-888-597	qə⁰²lɯ⁵⁵	qə⁰²lɯ⁵⁵	q ə ²/⁰ + l ɯ ⁵⁵		Chen2013			坏	1292	BAD	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	坏	qə²/⁰+lɯ⁵⁵
14511	chuanqiandiansouthernguizhou-Chen-2013-888-597-1		chuanqiandiansouthernguizhou	Chen-2013-888-597	pə¹¹	pə¹¹	p ə ¹¹		Chen2013			坏	1292	BAD	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	坏	pə¹¹
14512	chuanqiandiannortheastyunnan-Chen-2013-888-597-1		chuanqiandiannortheastyunnan	Chen-2013-888-597	tʂʅ⁵⁵	tʂʅ⁵⁵	t ʂ ʅ ⁵⁵		Chen2013			坏	1292	BAD	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	坏	tʂʅ⁵⁵
14516	qiandongeast-Chen-2013-888-597-1		qiandongeast	Chen-2013-888-597	he⁴⁴	he⁴⁴	h e ⁴⁴		Chen2013			坏	1292	BAD	Qiandong, East	east2370					Qiandong, East	坏	he⁴⁴
14518	qiandongwest-Chen-2013-888-597-1		qiandongwest	Chen-2013-888-597	qa³³ɬja⁵⁵	qa³³ɬja⁵⁵	q a ³³ + ɬʲ a ⁵⁵		Chen2013			坏	1292	BAD	Qiandong, West						Qiandong, West	坏	qa³³+ɬʲa⁵⁵
14519	bahengwest-Chen-2013-888-597-1		bahengwest	Chen-2013-888-597	pei¹¹	pei¹¹	p ei ¹¹		Chen2013			坏	1292	BAD	Baheng, West	pahn1237					Baheng, West	坏	pei¹¹
14520	bahengeast-Chen-2013-888-597-1		bahengeast	Chen-2013-888-597	ɕa³⁵	ɕa³⁵	ɕ a ³⁵		Chen2013			坏	1292	BAD	Baheng, East	pahn1237					Baheng, East	坏	ɕa³⁵
#
11097	luobuoheeastern-Chen-2013-888-458-1		luobuoheeastern	Chen-2013-888-458	ntsʰi³³	ntsʰi³³	ⁿtsʰ i ³³		Chen2013			块	594	PIECE	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	块	ⁿtsʰi³³
11098	luobuohewestern-Chen-2013-888-458-1		luobuohewestern	Chen-2013-888-458	ntsʰe³¹	ntsʰe³¹	ⁿtsʰ e ³¹		Chen2013			块	594	PIECE	Luobuohe, Western	luop1235					Luobuohe, Western	块	ⁿtsʰe³¹
11099	chuanqiandian-Chen-2013-888-458-1		chuanqiandian	Chen-2013-888-458	tsʰi⁴³	tsʰi⁴³	tsʰ i ⁴³		Chen2013			块	594	PIECE	Chuanqiandian	chua1256					Chuanqiandian	块	tsʰi⁴³
11100	chuanqiandiancentralguizhou-Chen-2013-888-458-1		chuanqiandiancentralguizhou	Chen-2013-888-458	tɬe⁵⁵	tɬe⁵⁵	tɬ e ⁵⁵		Chen2013			块	594	PIECE	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	块	tɬe⁵⁵
11101	chuanqiandiansouthernguizhou-Chen-2013-888-458-1		chuanqiandiansouthernguizhou	Chen-2013-888-458	mple⁴⁴	mple⁴⁴	ⁿp l e ⁴⁴		Chen2013			块	594	PIECE	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	块	ⁿple⁴⁴
11102	chuanqiandiannortheastyunnan-Chen-2013-888-458-1		chuanqiandiannortheastyunnan	Chen-2013-888-458	tɕo⁵⁵	tɕo⁵⁵	tɕ o ⁵⁵		Chen2013			块	594	PIECE	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	块	tɕo⁵⁵
11106	qiandongeast-Chen-2013-888-458-1		qiandongeast	Chen-2013-888-458	lan²¹²	lan²¹²	l a n ²¹²		Chen2013			块	594	PIECE	Qiandong, East	east2370					Qiandong, East	块	lan²¹²
11108	qiandongwest-Chen-2013-888-458-1		qiandongwest	Chen-2013-888-458	ɬe⁵³	ɬe⁵³	ɬ e ⁵³		Chen2013			块	594	PIECE	Qiandong, West						Qiandong, West	块	ɬe⁵³
11109	bahengwest-Chen-2013-888-458-1		bahengwest	Chen-2013-888-458	laŋ³⁵	laŋ³⁵	l a ŋ ³⁵		Chen2013			块	594	PIECE	Baheng, West	pahn1237					Baheng, West	块	laŋ³⁵
11110	bahengeast-Chen-2013-888-458-1		bahengeast	Chen-2013-888-458	laŋ³⁵	laŋ³⁵	l a ŋ ³⁵		Chen2013			块	594	PIECE	Baheng, East	pahn1237					Baheng, East	块	laŋ³⁵
#
7882	luobuoheeastern-Chen-2013-888-324-1		luobuoheeastern	Chen-2013-888-324	qo⁰⁵tɕʰaŋ³¹	qo⁰⁵tɕʰaŋ³¹	q o ⁵/⁰ + tɕʰ a ŋ ³¹		Chen2013			墙	933	WALL (OF HOUSE)	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	墙	qo⁵/⁰+tɕʰaŋ³¹
7883	luobuohewestern-Chen-2013-888-324-1		luobuohewestern	Chen-2013-888-324	ʔə⁰²to³¹pi⁵⁵	ʔə⁰²to³¹pi⁵⁵	ʔ ə ²/⁰ + t o ³¹ + p i ⁵⁵		Chen2013			墙	933	WALL (OF HOUSE)	Luobuohe, Western	luop1235					Luobuohe, Western	墙	ʔə²/⁰+to³¹+pi⁵⁵
7884	chuanqiandian-Chen-2013-888-324-1		chuanqiandian	Chen-2013-888-324	tsʰaŋ³¹	tsʰaŋ³¹	tsʰ a ŋ ³¹		Chen2013			墙	933	WALL (OF HOUSE)	Chuanqiandian	chua1256					Chuanqiandian	墙	tsʰaŋ³¹
7885	chuanqiandiancentralguizhou-Chen-2013-888-324-1		chuanqiandiancentralguizhou	Chen-2013-888-324	qə⁰²tʰɯ¹³	qə⁰²tʰɯ¹³	q ə ²/⁰ + tʰ ɯ ¹³		Chen2013			墙	933	WALL (OF HOUSE)	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	墙	qə²/⁰+tʰɯ¹³
7886	chuanqiandiansouthernguizhou-Chen-2013-888-324-1		chuanqiandiansouthernguizhou	Chen-2013-888-324	tɕaŋ¹¹	tɕaŋ¹¹	tɕ a ŋ ¹¹		Chen2013			墙	933	WALL (OF HOUSE)	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	墙	tɕaŋ¹¹
7887	chuanqiandiannortheastyunnan-Chen-2013-888-324-1		chuanqiandiannortheastyunnan	Chen-2013-888-324	ʔa⁵⁵dɦɯ¹¹	ʔa⁵⁵dɦɯ¹¹	ʔ a ⁵⁵ + dʱ ɯ ¹¹		Chen2013			墙	933	WALL (OF HOUSE)	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	墙	ʔa⁵⁵+dʱɯ¹¹
7891	qiandongeast-Chen-2013-888-324-1		qiandongeast	Chen-2013-888-324	tsaŋ²²	tsaŋ²²	ts a ŋ ²²		Chen2013			墙	933	WALL (OF HOUSE)	Qiandong, East	east2370					Qiandong, East	墙	tsaŋ²²
7893	qiandongwest-Chen-2013-888-324-1		qiandongwest	Chen-2013-888-324	teu¹³hɔ⁴⁴	teu¹³hɔ⁴⁴	t eu ¹³ + h ɔ ⁴⁴		Chen2013			墙	933	WALL (OF HOUSE)	Qiandong, West						Qiandong, West	墙	teu¹³+hɔ⁴⁴
7894	bahengwest-Chen-2013-888-324-1		bahengwest	Chen-2013-888-324	ʔa⁰³m̥ɛ⁵⁵tjo³¹	ʔa⁰³m̥ɛ⁵⁵tjo³¹	ʔ a ³/⁰ + m̥ ɛ ⁵⁵ + t j o ³¹		Chen2013			墙	933	WALL (OF HOUSE)	Baheng, West	pahn1237					Baheng, West	墙	ʔa³/⁰+m̥ɛ⁵⁵+tjo³¹
#
11654	luobuoheeastern-Chen-2013-888-481-1		luobuoheeastern	Chen-2013-888-481	χo³¹ŋɢwaŋ²⁴	χo³¹ŋɢwaŋ²⁴	χ o ³¹ + ⁿɢ w a ŋ ²⁴		Chen2013			外边	762	OUTSIDE	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	外边	χo³¹+ⁿɢwaŋ²⁴
11656	chuanqiandian-Chen-2013-888-481-1		chuanqiandian	Chen-2013-888-481	nʈou⁴⁴	nʈou⁴⁴	ⁿʈ ɔ ⁴⁴		Chen2013			外边	762	OUTSIDE	Chuanqiandian	chua1256					Chuanqiandian	外边	ⁿʈɔ⁴⁴
11657	chuanqiandiancentralguizhou-Chen-2013-888-481-1		chuanqiandiancentralguizhou	Chen-2013-888-481	ʂõ¹³ntʂo⁴²	ʂõ¹³ntʂo⁴²	ʂ õ ¹³ + ⁿt ʂ o ⁴²		Chen2013			外边	762	OUTSIDE	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	外边	ʂõ¹³+ⁿtʂo⁴²
11659	chuanqiandiannortheastyunnan-Chen-2013-888-481-1		chuanqiandiannortheastyunnan	Chen-2013-888-481	ɢɦau³¹	ɢɦau³¹	ɢ ɦ au ³¹		Chen2013			外边	762	OUTSIDE	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	外边	ɢɦau³¹
11663	qiandongeast-Chen-2013-888-481-1		qiandongeast	Chen-2013-888-481	qɛ²⁴ku²²	qɛ²⁴ku²²	q ɛ ²⁴ + k u ²²		Chen2013			外边	762	OUTSIDE	Qiandong, East	east2370					Qiandong, East	外边	qɛ²⁴+ku²²
11665	qiandongwest-Chen-2013-888-481-1		qiandongwest	Chen-2013-888-481	xʰæ̃⁴⁴ku⁵⁵	xʰæ̃⁴⁴ku⁵⁵	xʰ æ̃ ⁴⁴ + k u ⁵⁵		Chen2013			外边	762	OUTSIDE	Qiandong, West						Qiandong, West	外边	xʰæ̃⁴⁴+ku⁵⁵
11666	bahengwest-Chen-2013-888-481-1		bahengwest	Chen-2013-888-481	ʔa⁰³nɔ³¹ȵ̥ei⁵³	ʔa⁰³nɔ³¹ȵ̥ei⁵³	ʔ a ³/⁰ + n ɔ ³¹ + ȵ̥̥ ei ⁵³		Chen2013			外边	762	OUTSIDE	Baheng, West	pahn1237					Baheng, West	外边	ʔa³/⁰+nɔ³¹+ȵ̥̥ei⁵³
11667	bahengeast-Chen-2013-888-481-1		bahengeast	Chen-2013-888-481	ntau¹¹ʔo⁵⁵	ntau¹¹ʔo⁵⁵	ⁿt au ¹¹ + ʔ o ⁵⁵		Chen2013			外边	762	OUTSIDE	Baheng, East	pahn1237					Baheng, East	外边	ⁿtau¹¹+ʔo⁵⁵
11655	luobuohewestern-Chen-2013-888-481-1		luobuohewestern	Chen-2013-888-481	lu³¹tɕoŋ³¹	lu³¹tɕoŋ³¹	l u ³¹ + tɕ o ŋ ³¹		Chen2013			外边	762	OUTSIDE	Luobuohe, Western	luop1235					Luobuohe, Western	外边	lu³¹+tɕoŋ³¹
11658	chuanqiandiansouthernguizhou-Chen-2013-888-481-1		chuanqiandiansouthernguizhou	Chen-2013-888-481	tɕaŋ¹³ɳʈɔ⁴⁴	tɕaŋ¹³ɳʈɔ⁴⁴	tɕ a ŋ ¹³ + ⁿʈ ɔ ⁴⁴		Chen2013			外边	762	OUTSIDE	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	外边	tɕaŋ¹³+ⁿʈɔ⁴⁴
#
13238	luobuoheeastern-Chen-2013-888-545-1		luobuoheeastern	Chen-2013-888-545	tə⁰²tɕuŋ³¹	tə⁰²tɕuŋ³¹	t ə ²/⁰ + tɕ u ŋ ³¹		Chen2013			多	1198	MANY	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	多	tə²/⁰+tɕuŋ³¹
13240	chuanqiandian-Chen-2013-888-545-1		chuanqiandian	Chen-2013-888-545	ntou⁴⁴	ntou⁴⁴	ⁿt ɔ ⁴⁴		Chen2013			多	1198	MANY	Chuanqiandian	chua1256					Chuanqiandian	多	ⁿtɔ⁴⁴
13247	qiandongeast-Chen-2013-888-545-1		qiandongeast	Chen-2013-888-545	nue⁴⁴	nue⁴⁴	n ue ⁴⁴		Chen2013			多	1198	MANY	Qiandong, East	east2370					Qiandong, East	多	nue⁴⁴
13249	qiandongwest-Chen-2013-888-545-1		qiandongwest	Chen-2013-888-545	nɔ³³	nɔ³³	n ɔ ³³		Chen2013			多	1198	MANY	Qiandong, West						Qiandong, West	多	nɔ³³
13250	bahengwest-Chen-2013-888-545-1		bahengwest	Chen-2013-888-545	tɕaŋ³⁵	tɕaŋ³⁵	tɕ a ŋ ³⁵		Chen2013			多	1198	MANY	Baheng, West	pahn1237					Baheng, West	多	tɕaŋ³⁵
13251	bahengeast-Chen-2013-888-545-1		bahengeast	Chen-2013-888-545	tɕuŋ³⁵	tɕuŋ³⁵	tɕ u ŋ ³⁵		Chen2013			多	1198	MANY	Baheng, East	pahn1237					Baheng, East	多	tɕuŋ³⁵
