# Wordlist

# DATA
ID	ID	LOCAL_ID	LANGUAGE_ID	PARAMETER_ID	VALUE	FORM	SEGMENTS	COMMENT	SOURCE	COGNACY	LOAN	CONCEPT_NAME	CONCEPT_CONCEPTICON_ID	CONCEPT_CONCEPTICON_GLOSS	LANGUAGE_NAME	LANGUAGE_GLOTTOCODE	LANGUAGE_GLOTTOLOG_NAME	LANGUAGE_ISO639P3CODE	LANGUAGE_MACROAREA	LANGUAGE_FAMILY	DOCULECT	CONCEPT	IPA
#
20724	luobuoheeastern-Chen-2013-888-853-1		luobuoheeastern	Chen-2013-888-853	ʑəu³¹	ʑəu³¹	ʑ əu ³¹		Chen2013			游	1439	SWIM	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	游	ʑəu³¹
20725	luobuohewestern-Chen-2013-888-853-1		luobuohewestern	Chen-2013-888-853	ndu³⁵	ndu³⁵	ⁿd u ³⁵		Chen2013			游	1439	SWIM	Luobuohe, Western	luop1235					Luobuohe, Western	游	ⁿdu³⁵
20726	chuanqiandian-Chen-2013-888-853-1		chuanqiandian	Chen-2013-888-853	lua²⁴	lua²⁴	l ua ²⁴		Chen2013			游	1439	SWIM	Chuanqiandian	chua1256					Chuanqiandian	游	lua²⁴
20727	chuanqiandiancentralguizhou-Chen-2013-888-853-1		chuanqiandiancentralguizhou	Chen-2013-888-853	lã⁵⁵ʔõ²⁴	lã⁵⁵ʔõ²⁴	l ã ⁵⁵ + ʔ õ ²⁴		Chen2013			游	1439	SWIM	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	游	lã⁵⁵+ʔõ²⁴
20728	chuanqiandiansouthernguizhou-Chen-2013-888-853-1		chuanqiandiansouthernguizhou	Chen-2013-888-853	hua⁴²ʔaŋ³²	hua⁴²ʔaŋ³²	h ua ⁴² + ʔ a ŋ ³²		Chen2013			游	1439	SWIM	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	游	hua⁴²+ʔaŋ³²
20729	chuanqiandiannortheastyunnan-Chen-2013-888-853-1		chuanqiandiannortheastyunnan	Chen-2013-888-853	lɦa³¹	lɦa³¹	lʱ a ³¹		Chen2013			游	1439	SWIM	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	游	lʱa³¹
20733	qiandongeast-Chen-2013-888-853-1		qiandongeast	Chen-2013-888-853	tɕʰa²⁴	tɕʰa²⁴	tɕʰ a ²⁴		Chen2013			游	1439	SWIM	Qiandong, East	east2370					Qiandong, East	游	tɕʰa²⁴
20735	qiandongwest-Chen-2013-888-853-1		qiandongwest	Chen-2013-888-853	va²²; ʑeu²¹	va²²	v a ²²		Chen2013			游	1439	SWIM	Qiandong, West						Qiandong, West	游	va²²
20736	bahengwest-Chen-2013-888-853-1		bahengwest	Chen-2013-888-853	ju³³	ju³³	j u ³³		Chen2013			游	1439	SWIM	Baheng, West	pahn1237					Baheng, West	游	ju³³
20737	bahengeast-Chen-2013-888-853-1		bahengeast	Chen-2013-888-853	ʑu³³	ʑu³³	ʑ u ³³		Chen2013			游	1439	SWIM	Baheng, East	pahn1237					Baheng, East	游	ʑu³³
#
14075	luobuoheeastern-Chen-2013-888-579-1		luobuoheeastern	Chen-2013-888-579	tə⁰²ndzo³³	tə⁰²ndzo³³	t ə ²/⁰ + ⁿdz o ³³		Chen2013			湿	1726	WET	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	湿	tə²/⁰+ⁿdzo³³
14076	luobuohewestern-Chen-2013-888-579-1		luobuohewestern	Chen-2013-888-579	tə⁰²ntɑŋ³¹	tə⁰²ntɑŋ³¹	t ə ²/⁰ + ⁿt ɑ ŋ ³¹		Chen2013			湿	1726	WET	Luobuohe, Western	luop1235					Luobuohe, Western	湿	tə²/⁰+ⁿtɑŋ³¹
14077	chuanqiandian-Chen-2013-888-579-1		chuanqiandian	Chen-2013-888-579	nto⁴³	nto⁴³	ⁿt o ⁴³		Chen2013			湿	1726	WET	Chuanqiandian	chua1256					Chuanqiandian	湿	ⁿto⁴³
14078	chuanqiandiancentralguizhou-Chen-2013-888-579-1		chuanqiandiancentralguizhou	Chen-2013-888-579	ntə̃²⁴	ntə̃²⁴	ⁿt ə̃ ²⁴		Chen2013			湿	1726	WET	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	湿	ⁿtə̃²⁴
14079	chuanqiandiansouthernguizhou-Chen-2013-888-579-1		chuanqiandiansouthernguizhou	Chen-2013-888-579	ntoŋ³²	ntoŋ³²	ⁿt o ŋ ³²		Chen2013			湿	1726	WET	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	湿	ⁿtoŋ³²
14080	chuanqiandiannortheastyunnan-Chen-2013-888-579-1		chuanqiandiannortheastyunnan	Chen-2013-888-579	nau³³	nau³³	n au ³³		Chen2013			湿	1726	WET	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	湿	nau³³
14084	qiandongeast-Chen-2013-888-579-1		qiandongeast	Chen-2013-888-579	ɕeu¹³	ɕeu¹³	ɕ eu ¹³		Chen2013			湿	1726	WET	Qiandong, East	east2370					Qiandong, East	湿	ɕeu¹³
14086	qiandongwest-Chen-2013-888-579-1		qiandongwest	Chen-2013-888-579	neu³³	neu³³	n eu ³³		Chen2013			湿	1726	WET	Qiandong, West						Qiandong, West	湿	neu³³
14087	bahengwest-Chen-2013-888-579-1		bahengwest	Chen-2013-888-579	wei⁴²	wei⁴²	w ei ⁴²		Chen2013			湿	1726	WET	Baheng, West	pahn1237					Baheng, West	湿	wei⁴²
14088	bahengeast-Chen-2013-888-579-1		bahengeast	Chen-2013-888-579	ŋkwe⁵³	ŋkwe⁵³	ⁿk w e ⁵³		Chen2013			湿	1726	WET	Baheng, East	pahn1237					Baheng, East	湿	ⁿkwe⁵³
#
13189	luobuohewestern-Chen-2013-888-543-1		luobuohewestern	Chen-2013-888-543	pɑŋ⁵⁵	pɑŋ⁵⁵	p ɑ ŋ ⁵⁵		Chen2013			满	1429	FULL	Luobuohe, Western	luop1235					Luobuohe, Western	满	pɑŋ⁵⁵
13190	chuanqiandian-Chen-2013-888-543-1		chuanqiandian	Chen-2013-888-543	po⁵⁵	po⁵⁵	p o ⁵⁵		Chen2013			满	1429	FULL	Chuanqiandian	chua1256					Chuanqiandian	满	po⁵⁵
13191	chuanqiandiancentralguizhou-Chen-2013-888-543-1		chuanqiandiancentralguizhou	Chen-2013-888-543	pə̃¹³	pə̃¹³	p ə̃ ¹³		Chen2013			满	1429	FULL	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	满	pə̃¹³
13192	chuanqiandiansouthernguizhou-Chen-2013-888-543-1		chuanqiandiansouthernguizhou	Chen-2013-888-543	poŋ⁴²	poŋ⁴²	p o ŋ ⁴²		Chen2013			满	1429	FULL	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	满	poŋ⁴²
13193	chuanqiandiannortheastyunnan-Chen-2013-888-543-1		chuanqiandiannortheastyunnan	Chen-2013-888-543	pu⁵⁵	pu⁵⁵	p u ⁵⁵		Chen2013			满	1429	FULL	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	满	pu⁵⁵
13197	qiandongeast-Chen-2013-888-543-1		qiandongeast	Chen-2013-888-543	pi³³	pi³³	p i ³³		Chen2013			满	1429	FULL	Qiandong, East	east2370					Qiandong, East	满	pi³³
13199	qiandongwest-Chen-2013-888-543-1		qiandongwest	Chen-2013-888-543	pei¹³	pei¹³	p ei ¹³		Chen2013			满	1429	FULL	Qiandong, West						Qiandong, West	满	pei¹³
13200	bahengwest-Chen-2013-888-543-1		bahengwest	Chen-2013-888-543	paŋ³¹	paŋ³¹	p a ŋ ³¹		Chen2013			满	1429	FULL	Baheng, West	pahn1237					Baheng, West	满	paŋ³¹
13201	bahengeast-Chen-2013-888-543-1		bahengeast	Chen-2013-888-543	paŋ³¹³	paŋ³¹³	p a ŋ ³¹³		Chen2013			满	1429	FULL	Baheng, East	pahn1237					Baheng, East	满	paŋ³¹³
13188	luobuoheeastern-Chen-2013-888-543-1		luobuoheeastern	Chen-2013-888-543	tə⁰²paŋ⁵⁵	tə⁰²paŋ⁵⁵	t ə ²/⁰ + p a ŋ ⁵⁵		Chen2013			满	1429	FULL	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	满	tə²/⁰+paŋ⁵⁵
#
323	luobuoheeastern-Chen-2013-888-14-1		luobuoheeastern	Chen-2013-888-14	qo⁰⁵zo⁵⁵	qo⁰⁵zo⁵⁵	q o ⁵/⁰ + z o ⁵⁵		Chen2013			火	221	FIRE	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	火	qo⁵/⁰+zo⁵⁵
324	luobuohewestern-Chen-2013-888-14-1		luobuohewestern	Chen-2013-888-14	ʔə⁰²ðo⁵⁵	ʔə⁰²ðo⁵⁵	ʔ ə ²/⁰ + ð o ⁵⁵		Chen2013			火	221	FIRE	Luobuohe, Western	luop1235					Luobuohe, Western	火	ʔə²/⁰+ðo⁵⁵
325	chuanqiandian-Chen-2013-888-14-1		chuanqiandian	Chen-2013-888-14	teu²¹	teu²¹	t eu ²¹		Chen2013			火	221	FIRE	Chuanqiandian	chua1256					Chuanqiandian	火	teu²¹
326	chuanqiandiancentralguizhou-Chen-2013-888-14-1		chuanqiandiancentralguizhou	Chen-2013-888-14	tə³¹	tə³¹	t ə ³¹		Chen2013			火	221	FIRE	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	火	tə³¹
327	chuanqiandiansouthernguizhou-Chen-2013-888-14-1		chuanqiandiansouthernguizhou	Chen-2013-888-14	tɯ¹¹	tɯ¹¹	t ɯ ¹¹		Chen2013			火	221	FIRE	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	火	tɯ¹¹
328	chuanqiandiannortheastyunnan-Chen-2013-888-14-1		chuanqiandiannortheastyunnan	Chen-2013-888-14	dey³³	dey³³	d ey ³³		Chen2013			火	221	FIRE	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	火	dey³³
332	qiandongeast-Chen-2013-888-14-1		qiandongeast	Chen-2013-888-14	to²¹²	to²¹²	t o ²¹²		Chen2013			火	221	FIRE	Qiandong, East	east2370					Qiandong, East	火	to²¹²
334	qiandongwest-Chen-2013-888-14-1		qiandongwest	Chen-2013-888-14	to²¹	to²¹	t o ²¹		Chen2013			火	221	FIRE	Qiandong, West						Qiandong, West	火	to²¹
335	bahengwest-Chen-2013-888-14-1		bahengwest	Chen-2013-888-14	qa⁰³tau¹¹	qa⁰³tau¹¹	q a ³/⁰ + t au ¹¹		Chen2013			火	221	FIRE	Baheng, West	pahn1237					Baheng, West	火	qa³/⁰+tau¹¹
336	bahengeast-Chen-2013-888-14-1		bahengeast	Chen-2013-888-14	qa⁰³teu¹¹	qa⁰³teu¹¹	q a ³/⁰ + t eu ¹¹		Chen2013			火	221	FIRE	Baheng, East	pahn1237					Baheng, East	火	qa³/⁰+teu¹¹
#
348	luobuoheeastern-Chen-2013-888-15-1		luobuoheeastern	Chen-2013-888-15	ʔa⁰²tsʰy⁵⁵	ʔa⁰²tsʰy⁵⁵	ʔ a ²/⁰ + tsʰ y ⁵⁵		Chen2013			灰	646	ASH	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	灰	ʔa²/⁰+tsʰy⁵⁵
349	luobuohewestern-Chen-2013-888-15-1		luobuohewestern	Chen-2013-888-15	ʔə⁰²tsʰu⁵⁵	ʔə⁰²tsʰu⁵⁵	ʔ ə ²/⁰ + tsʰ u ⁵⁵		Chen2013			灰	646	ASH	Luobuohe, Western	luop1235					Luobuohe, Western	灰	ʔə²/⁰+tsʰu⁵⁵
350	chuanqiandian-Chen-2013-888-15-1		chuanqiandian	Chen-2013-888-15	tʂʰou⁵⁵	tʂʰou⁵⁵	tʂʰ ɔ ⁵⁵		Chen2013			灰	646	ASH	Chuanqiandian	chua1256					Chuanqiandian	灰	tʂʰɔ⁵⁵
351	chuanqiandiancentralguizhou-Chen-2013-888-15-1		chuanqiandiancentralguizhou	Chen-2013-888-15	qə⁰²sʰo¹³	qə⁰²sʰo¹³	q ə ²/⁰ + sʰ o ¹³		Chen2013			灰	646	ASH	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	灰	qə²/⁰+sʰo¹³
352	chuanqiandiansouthernguizhou-Chen-2013-888-15-1		chuanqiandiansouthernguizhou	Chen-2013-888-15	sɔ²²	sɔ²²	s ɔ ²²		Chen2013			灰	646	ASH	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	灰	sɔ²²
353	chuanqiandiannortheastyunnan-Chen-2013-888-15-1		chuanqiandiannortheastyunnan	Chen-2013-888-15	tʂʰau⁵⁵	tʂʰau⁵⁵	tʂʰ au ⁵⁵		Chen2013			灰	646	ASH	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	灰	tʂʰau⁵⁵
357	qiandongeast-Chen-2013-888-15-1		qiandongeast	Chen-2013-888-15	ɕo³³	ɕo³³	ɕ o ³³		Chen2013			灰	646	ASH	Qiandong, East	east2370					Qiandong, East	灰	ɕo³³
359	qiandongwest-Chen-2013-888-15-1		qiandongwest	Chen-2013-888-15	qa³³ɕʰɔ¹³	qa³³ɕʰɔ¹³	q a ³³ + ɕʰ ɔ ¹³		Chen2013			灰	646	ASH	Qiandong, West						Qiandong, West	灰	qa³³+ɕʰɔ¹³
360	bahengwest-Chen-2013-888-15-1		bahengwest	Chen-2013-888-15	qa⁰³si³¹	qa⁰³si³¹	q a ³/⁰ + s i ³¹		Chen2013			灰	646	ASH	Baheng, West	pahn1237					Baheng, West	灰	qa³/⁰+si³¹
361	bahengeast-Chen-2013-888-15-1		bahengeast	Chen-2013-888-15	ɕi³¹³	ɕi³¹³	ɕ i ³¹³		Chen2013			灰	646	ASH	Baheng, East	pahn1237					Baheng, East	灰	ɕi³¹³
#
374	luobuohewestern-Chen-2013-888-16-1		luobuohewestern	Chen-2013-888-16	ʔə⁰²ȵtɕʰu⁵⁵	ʔə⁰²ȵtɕʰu⁵⁵	ʔ ə ²/⁰ + ⁿtɕʰ u ⁵⁵		Chen2013			烟	778	SMOKE (EXHAUST)	Luobuohe, Western	luop1235					Luobuohe, Western	烟	ʔə²/⁰+ⁿtɕʰu⁵⁵
375	chuanqiandian-Chen-2013-888-16-1		chuanqiandian	Chen-2013-888-16	paŋ⁴⁴ȵtɕʰo⁴⁴	paŋ⁴⁴ȵtɕʰo⁴⁴	p a ŋ ⁴⁴ + ⁿtɕʰ o ⁴⁴		Chen2013			烟	778	SMOKE (EXHAUST)	Chuanqiandian	chua1256					Chuanqiandian	烟	paŋ⁴⁴+ⁿtɕʰo⁴⁴
376	chuanqiandiancentralguizhou-Chen-2013-888-16-1		chuanqiandiancentralguizhou	Chen-2013-888-16	pã⁴²tə³¹	pã⁴²tə³¹	p ã ⁴² + t ə ³¹		Chen2013			烟	778	SMOKE (EXHAUST)	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	烟	pã⁴²+tə³¹
377	chuanqiandiansouthernguizhou-Chen-2013-888-16-1		chuanqiandiansouthernguizhou	Chen-2013-888-16	paŋ⁵⁵ȵtɕo³⁵	paŋ⁵⁵ȵtɕo³⁵	p a ŋ ⁵⁵ + ⁿtɕ o ³⁵		Chen2013			烟	778	SMOKE (EXHAUST)	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	烟	paŋ⁵⁵+ⁿtɕo³⁵
378	chuanqiandiannortheastyunnan-Chen-2013-888-16-1		chuanqiandiannortheastyunnan	Chen-2013-888-16	paɯ³³ȵtɕʰo³³	paɯ³³ȵtɕʰo³³	p a ɯ ³³ + ⁿtɕʰ o ³³		Chen2013			烟	778	SMOKE (EXHAUST)	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	烟	paɯ³³+ⁿtɕʰo³³
382	qiandongeast-Chen-2013-888-16-1		qiandongeast	Chen-2013-888-16	ʑen²⁴ʑen²⁴	ʑen²⁴ʑen²⁴	ʑ e n ²⁴ + ʑ e n ²⁴		Chen2013			烟	778	SMOKE (EXHAUST)	Qiandong, East	east2370					Qiandong, East	烟	ʑen²⁴+ʑen²⁴
384	qiandongwest-Chen-2013-888-16-1		qiandongwest	Chen-2013-888-16	puŋ³³nuŋ²²	puŋ³³nuŋ²²	p u ŋ ³³ + n u ŋ ²²		Chen2013			烟	778	SMOKE (EXHAUST)	Qiandong, West						Qiandong, West	烟	puŋ³³+nuŋ²²
385	bahengwest-Chen-2013-888-16-1		bahengwest	Chen-2013-888-16	qa⁰³ʔu³⁵	qa⁰³ʔu³⁵	q a ³/⁰ + ʔ u ³⁵		Chen2013			烟	778	SMOKE (EXHAUST)	Baheng, West	pahn1237					Baheng, West	烟	qa³/⁰+ʔu³⁵
386	bahengeast-Chen-2013-888-16-1		bahengeast	Chen-2013-888-16	ʔu³⁵teu¹¹	ʔu³⁵teu¹¹	ʔ u ³⁵ + t eu ¹¹		Chen2013			烟	778	SMOKE (EXHAUST)	Baheng, East	pahn1237					Baheng, East	烟	ʔu³⁵+teu¹¹
373	luobuoheeastern-Chen-2013-888-16-1		luobuoheeastern	Chen-2013-888-16	ʔa⁰²ȵtɕʰu²⁴	ʔa⁰²ȵtɕʰu²⁴	ʔ a ²/⁰ + ⁿtɕʰ u ²⁴		Chen2013			烟	778	SMOKE (EXHAUST)	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	烟	ʔa²/⁰+ⁿtɕʰu²⁴
#
14678	luobuoheeastern-Chen-2013-888-604-1		luobuoheeastern	Chen-2013-888-604	kaŋ³¹	kaŋ³¹	k a ŋ ³¹		Chen2013			热	1286	HOT	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	热	kaŋ³¹
14679	luobuohewestern-Chen-2013-888-604-1		luobuohewestern	Chen-2013-888-604	qɑŋ³¹	qɑŋ³¹	q ɑ ŋ ³¹		Chen2013			热	1286	HOT	Luobuohe, Western	luop1235					Luobuohe, Western	热	qɑŋ³¹
14680	chuanqiandian-Chen-2013-888-604-1		chuanqiandian	Chen-2013-888-604	ʂo⁵⁵	ʂo⁵⁵	ʂ o ⁵⁵		Chen2013			热	1286	HOT	Chuanqiandian	chua1256					Chuanqiandian	热	ʂo⁵⁵
14681	chuanqiandiancentralguizhou-Chen-2013-888-604-1		chuanqiandiancentralguizhou	Chen-2013-888-604	sʰə¹³; kʰə̃²⁴	sʰə¹³	sʰ ə ¹³		Chen2013			热	1286	HOT	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	热	sʰə¹³
14682	chuanqiandiansouthernguizhou-Chen-2013-888-604-1		chuanqiandiansouthernguizhou	Chen-2013-888-604	so²³²; koŋ³²	so²³²	s o ²³²		Chen2013			热	1286	HOT	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	热	so²³²
14683	chuanqiandiannortheastyunnan-Chen-2013-888-604-1		chuanqiandiannortheastyunnan	Chen-2013-888-604	ʂo⁵⁵	ʂo⁵⁵	ʂ o ⁵⁵		Chen2013			热	1286	HOT	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	热	ʂo⁵⁵
14687	qiandongeast-Chen-2013-888-604-1		qiandongeast	Chen-2013-888-604	kʰi²⁴	kʰi²⁴	kʰ i ²⁴		Chen2013			热	1286	HOT	Qiandong, East	east2370					Qiandong, East	热	kʰi²⁴
14689	qiandongwest-Chen-2013-888-604-1		qiandongwest	Chen-2013-888-604	kʰi⁴⁴	kʰi⁴⁴	kʰ i ⁴⁴		Chen2013			热	1286	HOT	Qiandong, West						Qiandong, West	热	kʰi⁴⁴
14690	bahengwest-Chen-2013-888-604-1		bahengwest	Chen-2013-888-604	mɔ⁵³qaŋ³⁵	mɔ⁵³qaŋ³⁵	m ɔ ⁵³ + q a ŋ ³⁵		Chen2013			热	1286	HOT	Baheng, West	pahn1237					Baheng, West	热	mɔ⁵³+qaŋ³⁵
14691	bahengeast-Chen-2013-888-604-1		bahengeast	Chen-2013-888-604	ɕo³¹³	ɕo³¹³	ɕ o ³¹³		Chen2013			热	1286	HOT	Baheng, East	pahn1237					Baheng, East	热	ɕo³¹³
#
3874	luobuoheeastern-Chen-2013-888-158-1		luobuoheeastern	Chen-2013-888-158	ʔa⁰²qle³³	ʔa⁰²qle³³	ʔ a ²/⁰ + q l e ³³		Chen2013			熊	1820	BEAR	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	熊	ʔa²/⁰+qle³³
3875	chuanqiandian-Chen-2013-888-158-1		chuanqiandian	Chen-2013-888-158	tɬai³³	tɬai³³	tɬ ai ³³		Chen2013			熊	1820	BEAR	Chuanqiandian	chua1256					Chuanqiandian	熊	tɬai³³
3876	chuanqiandiancentralguizhou-Chen-2013-888-158-1		chuanqiandiancentralguizhou	Chen-2013-888-158	tɬe⁴²	tɬe⁴²	tɬ e ⁴²		Chen2013			熊	1820	BEAR	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	熊	tɬe⁴²
3877	chuanqiandiansouthernguizhou-Chen-2013-888-158-1		chuanqiandiansouthernguizhou	Chen-2013-888-158	ɬe⁴⁴	ɬe⁴⁴	ɬ e ⁴⁴		Chen2013			熊	1820	BEAR	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	熊	ɬe⁴⁴
3878	chuanqiandiannortheastyunnan-Chen-2013-888-158-1		chuanqiandiannortheastyunnan	Chen-2013-888-158	tɬai¹¹	tɬai¹¹	tɬ ai ¹¹		Chen2013			熊	1820	BEAR	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	熊	tɬai¹¹
3883	qiandongwest-Chen-2013-888-158-1		qiandongwest	Chen-2013-888-158	ɬje¹¹	ɬje¹¹	ɬ j e ¹¹		Chen2013			熊	1820	BEAR	Qiandong, West						Qiandong, West	熊	ɬje¹¹
3884	bahengwest-Chen-2013-888-158-1		bahengwest	Chen-2013-888-158	ŋe³³kwaŋ⁴⁴	ŋe³³kwaŋ⁴⁴	ŋ e ³³ + k w a ŋ ⁴⁴		Chen2013			熊	1820	BEAR	Baheng, West	pahn1237					Baheng, West	熊	ŋe³³+kwaŋ⁴⁴
3885	bahengeast-Chen-2013-888-158-1		bahengeast	Chen-2013-888-158	ɕuŋ³⁵	ɕuŋ³⁵	ɕ u ŋ ³⁵		Chen2013			熊	1820	BEAR	Baheng, East	pahn1237					Baheng, East	熊	ɕuŋ³⁵
#
3714	bahengwest-Chen-2013-888-151-1		bahengwest	Chen-2013-888-151	qa⁰³lu³⁵	qa⁰³lu³⁵	q a ³/⁰ + l u ³⁵		Chen2013			爪子	72	CLAW	Baheng, West	pahn1237					Baheng, West	爪子	qa³/⁰+lu³⁵
3702	luobuoheeastern-Chen-2013-888-151-1		luobuoheeastern	Chen-2013-888-151	tə⁰²ku²⁴	tə⁰²ku²⁴	t ə ²/⁰ + k u ²⁴		Chen2013			爪子	72	CLAW	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	爪子	tə²/⁰+ku²⁴
3711	qiandongeast-Chen-2013-888-151-1		qiandongeast	Chen-2013-888-151	kɛ⁵³kɛ⁵³	kɛ⁵³kɛ⁵³	k ɛ ⁵³ + k ɛ ⁵³		Chen2013			爪子	72	CLAW	Qiandong, East	east2370					Qiandong, East	爪子	kɛ⁵³+kɛ⁵³
3713	qiandongwest-Chen-2013-888-151-1		qiandongwest	Chen-2013-888-151	quŋ³³	quŋ³³	q u ŋ ³³		Chen2013			爪子	72	CLAW	Qiandong, West						Qiandong, West	爪子	quŋ³³
3703	luobuohewestern-Chen-2013-888-151-1		luobuohewestern	Chen-2013-888-151	tə⁰²ku³⁵	tə⁰²ku³⁵	t ə ²/⁰ + k u ³⁵		Chen2013			爪子	72	CLAW	Luobuohe, Western	luop1235					Luobuohe, Western	爪子	tə²/⁰+ku³⁵
3704	chuanqiandian-Chen-2013-888-151-1		chuanqiandian	Chen-2013-888-151	ʈou⁴⁴	ʈou⁴⁴	ʈ ɔ ⁴⁴		Chen2013			爪子	72	CLAW	Chuanqiandian	chua1256					Chuanqiandian	爪子	ʈɔ⁴⁴
3705	chuanqiandiancentralguizhou-Chen-2013-888-151-1		chuanqiandiancentralguizhou	Chen-2013-888-151	ko⁴²	ko⁴²	k o ⁴²		Chen2013			爪子	72	CLAW	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	爪子	ko⁴²
3706	chuanqiandiansouthernguizhou-Chen-2013-888-151-1		chuanqiandiansouthernguizhou	Chen-2013-888-151	ʈɔ⁴⁴	ʈɔ⁴⁴	ʈ ɔ ⁴⁴		Chen2013			爪子	72	CLAW	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	爪子	ʈɔ⁴⁴
3707	chuanqiandiannortheastyunnan-Chen-2013-888-151-1		chuanqiandiannortheastyunnan	Chen-2013-888-151	ki³³ʈau³³	ki³³ʈau³³	k i ³³ + ʈ au ³³		Chen2013			爪子	72	CLAW	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	爪子	ki³³+ʈau³³
#
1565	luobuoheeastern-Chen-2013-888-65-1		luobuoheeastern	Chen-2013-888-65	ʔa⁰²pa⁵⁵	ʔa⁰²pa⁵⁵	ʔ a ²/⁰ + p a ⁵⁵		Chen2013			父亲	1217	FATHER	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	父亲	ʔa²/⁰+pa⁵⁵
1566	luobuohewestern-Chen-2013-888-65-1		luobuohewestern	Chen-2013-888-65	ʔə⁰²pɑ⁵⁵	ʔə⁰²pɑ⁵⁵	ʔ ə ²/⁰ + p ɑ ⁵⁵		Chen2013			父亲	1217	FATHER	Luobuohe, Western	luop1235					Luobuohe, Western	父亲	ʔə²/⁰+pɑ⁵⁵
1567	chuanqiandian-Chen-2013-888-65-1		chuanqiandian	Chen-2013-888-65	tsi⁵⁵; vai²⁴	tsi⁵⁵	ts i ⁵⁵		Chen2013			父亲	1217	FATHER	Chuanqiandian	chua1256					Chuanqiandian	父亲	tsi⁵⁵
1568	chuanqiandiancentralguizhou-Chen-2013-888-65-1		chuanqiandiancentralguizhou	Chen-2013-888-65	pa¹³	pa¹³	p a ¹³		Chen2013			父亲	1217	FATHER	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	父亲	pa¹³
1569	chuanqiandiansouthernguizhou-Chen-2013-888-65-1		chuanqiandiansouthernguizhou	Chen-2013-888-65	pi⁴²	pi⁴²	p i ⁴²		Chen2013			父亲	1217	FATHER	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	父亲	pi⁴²
1570	chuanqiandiannortheastyunnan-Chen-2013-888-65-1		chuanqiandiannortheastyunnan	Chen-2013-888-65	vɦai³¹	vɦai³¹	vʰ ai ³¹		Chen2013			父亲	1217	FATHER	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	父亲	vʰai³¹
1574	qiandongeast-Chen-2013-888-65-1		qiandongeast	Chen-2013-888-65	pa³³	pa³³	p a ³³		Chen2013			父亲	1217	FATHER	Qiandong, East	east2370					Qiandong, East	父亲	pa³³
1576	qiandongwest-Chen-2013-888-65-1		qiandongwest	Chen-2013-888-65	pa¹³	pa¹³	p a ¹³		Chen2013			父亲	1217	FATHER	Qiandong, West						Qiandong, West	父亲	pa¹³
