ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	STRUCTURE
14539	598	old (aged)	Numao	Numao	kɯ⁴⁴	kɯ⁴⁴	k ɯ ⁴⁴	numa1251	2112	25.447767	108.064732		1 7 8	AXT	KI5	9	9.K.C 9.I.V 9.5.T	1.6 3.0 1.0	kɯ⁴⁴	0	1667	k ɯ ⁴⁴	i n t
14540	598	old (aged)	WesternLuobuohe	Luobuohe, Western	tə⁰²lo⁵⁵	tə⁰²lo⁵⁵	t ə ⁰/² + l o ⁵⁵	luop1235	2112	26.854607	107.226676		1 7 8 9 5 7 8	AXT_AXT	TE6_LU5	11	11.T.C 11.E.V 11.6.T 11._._ 11.L.C 11.U.V 11.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+lo⁵⁵	0	1668 1666	t ə ⁰/² + l o ⁵⁵	i n t + i n t
14543	598	old (aged)	BiaoMin	Biao Min	ku²⁴	ku²⁴	k u ²⁴	biao1254	2112	25.82286	111.29622		1 7 8	AXT	KY2	2	2.K.C 2.Y.V 2.2.T	1.6 3.0 1.0	ku²⁴	0	1667	k u ²⁴	i n t
14545	598	old (aged)	ZaoMin	Zao Min	ku⁴²	ku⁴²	k u ⁴²	dzao1238	2112	24.612303	112.266749		1 7 8	AXT	KY3	15	15.K.C 15.Y.V 15.3.T	1.6 3.0 1.0	ku⁴²	0	1667	k u ⁴²	i n t
14547	598	old (aged)	Younuo	Younuo	kɒ⁵⁴	kɒ⁵⁴	k ɒ ⁵⁴	youn1235	2112	25.730893	110.115975		1 7 8	AXT	KO3	14	14.K.C 14.O.V 14.3.T	1.6 3.0 1.0	kɒ⁵⁴	0	1667	k ɒ ⁵⁴	i n t
14550	598	old (aged)	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	lo³¹	lo³¹	l o ³¹	nort2749	2112	26.231562	106.861969		5 7 8	AXT	LU3	3	3.L.C 3.U.V 3.3.T	1.6 3.0 1.0	lo³¹	0	1666	l o ³¹	i n t
14551	598	old (aged)	WesternXiangxi	Xiangxi, West	qo⁵³	qo⁵³	q o ⁵³	west2430	2112	28.33212	109.422366		1 7 8	AXT	KU3	13	13.K.C 13.U.V 13.3.T	1.6 3.0 1.0	qo⁵³	0	1667	q o ⁵³	i n t
14552	598	old (aged)	EasternLuobuohe	Luobuohe, Eastern	tə⁰²lo⁵⁵	tə⁰²lo⁵⁵	t ə ⁰/² + l o ⁵⁵	luop1235	2112	26.63966	107.913354		1 7 8 9 5 7 8	AXT_AXT	TE6_LU5	6	6.T.C 6.E.V 6.6.T 6._._ 6.L.C 6.U.V 6.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+lo⁵⁵	0	1668 1666	t ə ⁰/² + l o ⁵⁵	i n t + i n t
14556	598	old (aged)	Bana	Bana	lau³¹; kau³⁵	lau³¹	l au ³¹		2112	26.265147	110.096902		5 7 8	AXT	LA3	1	1.L.C 1.A.V 1.3.T	1.6 3.0 1.0	lau³¹	0	1666	l au ³¹	i n t
14557	598	old (aged)	EasternXiangxi	Xiangxi, East	qəɯ³³	qəɯ³³	q əɯ ³³	east2371	2112	28.124036	109.890473		1 7 8	AXT	KE4	8	8.K.C 8.E.V 8.4.T	1.6 3.0 1.0	qəɯ³³	0	1667	q əɯ ³³	i n t
14558	598	old (aged)	EasternQiandong	Qiandong, East	lo²¹²	lo²¹²	l o ²¹²	east2370	2112	27.78098	110.499463		5 7 8	AXT	LU6	7	7.L.C 7.U.V 7.6.T	1.6 3.0 1.0	lo²¹²	0	1666	l o ²¹²	i n t
14559	598	old (aged)	WesternQiandong	Qiandong, West	lo²¹	lo²¹	l o ²¹		2112	26.43106	107.68758		5 7 8	AXT	LU3	12	12.L.C 12.U.V 12.3.T	1.6 3.0 1.0	lo²¹	0	1666	l o ²¹	i n t
14560	598	old (aged)	EasternBahen	Baheng, East	qo⁵⁵	qo⁵⁵	q o ⁵⁵	pahn1237	2112	27.11733	111.02615		1 7 8	AXT	KU5	5	5.K.C 5.U.V 5.5.T	1.6 3.0 1.0	qo⁵⁵	0	1667	q o ⁵⁵	i n t
14561	598	old (aged)	Chuanqiandian	Chuanqiandian	lou²¹	lou²¹	l ɔ ²¹	chua1256	2112	27.51846	105.421028		5 7 8	AXT	LU3	4	4.L.C 4.U.V 4.3.T	1.6 3.0 1.0	lɔ²¹	0	1666	l ɔ ²¹	i n t
10354	428	one	WesternBaheng	Baheng, West	ji¹¹	ji¹¹	j i ¹¹	pahn1237	1493	25.74971	109.286281		6 7 8	AXT	JI1	10	10.J.C 10.I.V 10.1.T	1.6 3.0 1.0	ji¹¹	0	1671	j i ¹¹	m n t
10355	428	one	Numao	Numao	tɕi³³	tɕi³³	tɕ i ³³	numa1251	1493	25.447767	108.064732		2 7 8	AXT	CI4	9	9.C.C 9.I.V 9.4.T	1.6 3.0 1.0	tɕi³³	0	1670	tɕ i ³³	i n t
10356	428	one	WesternLuobuohe	Luobuohe, Western	ʔi³⁵	ʔi³⁵	ʔ i ³⁵	luop1235	1493	26.854607	107.226676		1 7 8	AXT	HI2	11	11.H.C 11.I.V 11.2.T	1.6 3.0 1.0	ʔi³⁵	0	1670	ʔ i ³⁵	i n t
10359	428	one	BiaoMin	Biao Min	ʔi³³	ʔi³³	ʔ i ³³	biao1254	1493	25.82286	111.29622		1 7 8	AXT	HI4	2	2.H.C 2.I.V 2.4.T	1.6 3.0 1.0	ʔi³³	0	1670	ʔ i ³³	i n t
10361	428	one	ZaoMin	Zao Min	ʔa⁴⁴	ʔa⁴⁴	ʔ a ⁴⁴	dzao1238	1493	24.612303	112.266749		1 7 8	AXT	HA5	15	15.H.C 15.A.V 15.5.T	1.6 3.0 1.0	ʔa⁴⁴	0	1670	ʔ a ⁴⁴	i n t
10363	428	one	Younuo	Younuo	je³³	je³³	j e ³³	youn1235	1493	25.730893	110.115975		6 7 8	AXT	JE4	14	14.J.C 14.E.V 14.4.T	1.6 3.0 1.0	je³³	0	1672	j e ³³	m n t
10366	428	one	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ʔi²⁴	ʔi²⁴	ʔ i ²⁴	nort2749	1493	26.231562	106.861969		1 7 8	AXT	HI2	3	3.H.C 3.I.V 3.2.T	1.6 3.0 1.0	ʔi²⁴	0	1670	ʔ i ²⁴	i n t
10367	428	one	WesternXiangxi	Xiangxi, West	ʔɑ⁴⁴	ʔɑ⁴⁴	ʔ ɑ ⁴⁴	west2430	1493	28.33212	109.422366		1 7 8	AXT	HA5	13	13.H.C 13.A.V 13.5.T	1.6 3.0 1.0	ʔɑ⁴⁴	0	1670	ʔ ɑ ⁴⁴	i n t
10368	428	one	EasternLuobuohe	Luobuohe, Eastern	ʔi⁵⁵	ʔi⁵⁵	ʔ i ⁵⁵	luop1235	1493	26.63966	107.913354		1 7 8	AXT	HI5	6	6.H.C 6.I.V 6.5.T	1.6 3.0 1.0	ʔi⁵⁵	1	1670	ʔ i ⁵⁵	i n t
10372	428	one	Bana	Bana	ʔa³¹; ʑi¹³	ʔa³¹	ʔ a ³¹		1493	26.265147	110.096902		1 7 8	AXT	HA3	1	1.H.C 1.A.V 1.3.T	1.6 3.0 1.0	ʔa³¹	0	1670	ʔ a ³¹	i n t
10373	428	one	EasternXiangxi	Xiangxi, East	ʔa³³	ʔa³³	ʔ a ³³	east2371	1493	28.124036	109.890473		1 7 8	AXT	HA4	8	8.H.C 8.A.V 8.4.T	1.6 3.0 1.0	ʔa³³	0	1670	ʔ a ³³	i n t
10374	428	one	EasternQiandong	Qiandong, East	ʔi²⁴	ʔi²⁴	ʔ i ²⁴	east2370	1493	27.78098	110.499463		1 7 8	AXT	HI2	7	7.H.C 7.I.V 7.2.T	1.6 3.0 1.0	ʔi²⁴	0	1670	ʔ i ²⁴	i n t
10375	428	one	WesternQiandong	Qiandong, West	ʔi⁴⁴	ʔi⁴⁴	ʔ i ⁴⁴		1493	26.43106	107.68758		1 7 8	AXT	HI5	12	12.H.C 12.I.V 12.5.T	1.6 3.0 1.0	ʔi⁴⁴	0	1670	ʔ i ⁴⁴	i n t
10376	428	one	EasternBahen	Baheng, East	ʔi³⁵	ʔi³⁵	ʔ i ³⁵	pahn1237	1493	27.11733	111.02615		1 7 8	AXT	HI2	5	5.H.C 5.I.V 5.2.T	1.6 3.0 1.0	ʔi³⁵	0	1670	ʔ i ³⁵	i n t
10377	428	one	Chuanqiandian	Chuanqiandian	ʔi⁴³	ʔi⁴³	ʔ i ⁴³	chua1256	1493	27.51846	105.421028		1 7 8	AXT	HI3	4	4.H.C 4.I.V 4.3.T	1.6 3.0 1.0	ʔi⁴³	0	1670	ʔ i ⁴³	i n t
17856	735	open (a door)	WesternBaheng	Baheng, West	pɔ⁵³	pɔ⁵³	p ɔ ⁵³	pahn1237	1156	25.74971	109.286281		1 7 8	AXT	PU3	10	10.P.C 10.U.V 10.3.T	1.6 3.0 1.0	pɔ⁵³	0	1674	p ɔ ⁵³	i n t
17857	735	open (a door)	Numao	Numao	po⁴⁴	po⁴⁴	p o ⁴⁴	numa1251	1156	25.447767	108.064732		1 7 8	AXT	PU5	9	9.P.C 9.U.V 9.5.T	1.6 3.0 1.0	po⁴⁴	0	1674	p o ⁴⁴	i n t
17858	735	open (a door)	WesternLuobuohe	Luobuohe, Western	po³¹	po³¹	p o ³¹	luop1235	1156	26.854607	107.226676		1 7 8	AXT	PU3	11	11.P.C 11.U.V 11.3.T	1.6 3.0 1.0	po³¹	0	1674	p o ³¹	i n t
17863	735	open (a door)	ZaoMin	Zao Min	gai⁴⁴	gai⁴⁴	g ai ⁴⁴	dzao1238	1156	24.612303	112.266749		1 7 8	AXT	KA5	15	15.K.C 15.A.V 15.5.T	1.6 3.0 1.0	gai⁴⁴	0	1675	g ai ⁴⁴	i n t
17865	735	open (a door)	Younuo	Younuo	kʰa⁴⁴	kʰa⁴⁴	kʰ a ⁴⁴	youn1235	1156	25.730893	110.115975		1 7 8	AXT	KA5	14	14.K.C 14.A.V 14.5.T	1.6 3.0 1.0	kʰa⁴⁴	0	1675	kʰ a ⁴⁴	i n t
17868	735	open (a door)	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	pə⁴²	pə⁴²	p ə ⁴²	nort2749	1156	26.231562	106.861969		1 7 8	AXT	PE3	3	3.P.C 3.E.V 3.3.T	1.6 3.0 1.0	pə⁴²	0	1674	p ə ⁴²	i n t
17869	735	open (a door)	WesternXiangxi	Xiangxi, West	pu⁴⁴	pu⁴⁴	p u ⁴⁴	west2430	1156	28.33212	109.422366		1 7 8	AXT	PY5	13	13.P.C 13.Y.V 13.5.T	1.6 3.0 1.0	pu⁴⁴	0	1674	p u ⁴⁴	i n t
17870	735	open (a door)	EasternLuobuohe	Luobuohe, Eastern	po³³	po³³	p o ³³	luop1235	1156	26.63966	107.913354		1 7 8	AXT	PU4	6	6.P.C 6.U.V 6.4.T	1.6 3.0 1.0	po³³	0	1674	p o ³³	i n t
17874	735	open (a door)	Bana	Bana	kʰa¹³	kʰa¹³	kʰ a ¹³		1156	26.265147	110.096902		1 7 8	AXT	KA2	1	1.K.C 1.A.V 1.2.T	1.6 3.0 1.0	kʰa¹³	0	1675	kʰ a ¹³	i n t
17875	735	open (a door)	EasternXiangxi	Xiangxi, East	pa³⁵	pa³⁵	p a ³⁵	east2371	1156	28.124036	109.890473		1 7 8	AXT	PA2	8	8.P.C 8.A.V 8.2.T	1.6 3.0 1.0	pa³⁵	0	1674	p a ³⁵	i n t
17876	735	open (a door)	EasternQiandong	Qiandong, East	po³⁵	po³⁵	p o ³⁵	east2370	1156	27.78098	110.499463		1 7 8	AXT	PU2	7	7.P.C 7.U.V 7.2.T	1.6 3.0 1.0	po³⁵	0	1674	p o ³⁵	i n t
17877	735	open (a door)	WesternQiandong	Qiandong, West	tʰaŋ³³	tʰaŋ³³	tʰ a ŋ ³³		1156	26.43106	107.68758		1 7 4 8	AXLT	TAN4	12	12.T.C 12.A.V 12.N.c 12.4.T	1.6 3.0 1.1 1.0	tʰaŋ³³	0	1676	tʰ a ŋ ³³	i n c t
17878	735	open (a door)	EasternBahen	Baheng, East	pau⁵³	pau⁵³	p au ⁵³	pahn1237	1156	27.11733	111.02615		1 7 8	AXT	PA3	5	5.P.C 5.A.V 5.3.T	1.6 3.0 1.0	pau⁵³	0	1674	p au ⁵³	i n t
17879	735	open (a door)	Chuanqiandian	Chuanqiandian	qʰe⁴³	qʰe⁴³	qʰ e ⁴³	chua1256	1156	27.51846	105.421028		1 7 8	AXT	KE3	4	4.K.C 4.E.V 4.3.T	1.6 3.0 1.0	qʰe⁴³	0	1675	qʰ e ⁴³	i n t
17861	735	open (a door)	BiaoMin	Biao Min	kʰɔi³³	kʰɔi³³	kʰ ɔi ³³	biao1254	1156	25.82286	111.29622		1 7 8	AXT	KU4	2	2.K.C 2.U.V 2.4.T	1.6 3.0 1.0	kʰɔi³³	0	1675	kʰ ɔi ³³	i n t
11611	479	outside	WesternBaheng	Baheng, West	ʔa⁰³nɔ³¹ȵ̥ei⁵³	ʔa⁰³nɔ³¹ȵ̥ei⁵³	ʔ a ⁰/³ + n ɔ ³¹ + ȵ̥ ei ⁵³	pahn1237	762	25.74971	109.286281		1 7 8 9 4 7 8 9 4 7 8	AXT_AXT_AXT	HA6_NU3_NE3	10	10.H.C 10.A.V 10.6.T 10._._ 10.N.C 10.U.V 10.3.T 10._._ 10.N.C 10.E.V 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/³+nɔ³¹+ȵ̥ei⁵³	0	1684 1683 1693	ʔ a ⁰/³ + n ɔ ³¹ + ȵ̥ ei ⁵³	i n t + i n t + i n t
11612	479	outside	Numao	Numao	pʰa³³ntuŋ⁴²	pʰa³³ntuŋ⁴²	pʰ a ³³ + ⁿt u ŋ ⁴²	numa1251	762	25.447767	108.064732		1 7 8 9 1 7 4 8	AXT_AXLT	PA4_TYN3	9	9.P.C 9.A.V 9.4.T 9._._ 9.T.C 9.Y.V 9.N.c 9.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	pʰa³³+ⁿtuŋ⁴²	0	1690 1689	pʰ a ³³ + ⁿt u ŋ ⁴²	i n t + i n c t
11613	479	outside	WesternLuobuohe	Luobuohe, Western	lu³¹tɕoŋ³¹	lu³¹tɕoŋ³¹	l u ³¹ + tɕ o ŋ ³¹	luop1235	762	26.854607	107.226676		5 7 8 9 2 7 4 8	AXT_AXLT	LY3_CUN3	11	11.L.C 11.Y.V 11.3.T 11._._ 11.C.C 11.U.V 11.N.c 11.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	lu³¹+tɕoŋ³¹	0	1681 1689	l u ³¹ + tɕ o ŋ ³¹	i n t + i n c t
11616	479	outside	BiaoMin	Biao Min	tʰjunt⁵³da³³	tʰjunt⁵³da³³	tʰ j u ⁿt ⁵³ + d a ³³	biao1254	762	25.82286	111.29622		1 6 7 1 8 9 1 7 8	ACXLT_AXT	TJYT3_TA4	2	2.T.C 2.J.C 2.Y.V 2.T.c 2.3.T 2._._ 2.T.C 2.A.V 2.4.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tʰjuⁿt⁵³+da³³	0	1685 1679	tʰ j u ⁿt ⁵³ + d a ³³	i m n c t + i n t
11618	479	outside	ZaoMin	Zao Min	hen⁵³	hen⁵³	h e n ⁵³	dzao1238	762	24.612303	112.266749		3 7 4 8	AXLT	HEN3	15	15.H.C 15.E.V 15.N.c 15.3.T	1.6 3.0 1.1 1.0	hen⁵³	0	1692	h e n ⁵³	i n c t
11620	479	outside	Younuo	Younuo	kə⁰³no⁵⁵seu⁵⁵	kə⁰³no⁵⁵seu⁵⁵	k ə ⁰/³ + n o ⁵⁵ + s eu ⁵⁵	youn1235	762	25.730893	110.115975		1 7 8 9 4 7 8 9 3 7 8	AXT_AXT_AXT	KE6_NU5_SE5	14	14.K.C 14.E.V 14.6.T 14._._ 14.N.C 14.U.V 14.5.T 14._._ 14.S.C 14.E.V 14.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	kə⁰/³+no⁵⁵+seu⁵⁵	0	1682 1683 1687	k ə ⁰/³ + n o ⁵⁵ + s eu ⁵⁵	i n t + i n t + i n t
11623	479	outside	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ʂõ¹³ntʂo⁴²	ʂõ¹³ntʂo⁴²	ʂ õ ¹³ + ⁿʈʂ o ⁴²	nort2749	762	26.231562	106.861969		3 7 8 9 2 7 8	AXT_AXT	SU2_CU3	3	3.S.C 3.U.V 3.2.T 3._._ 3.C.C 3.U.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʂõ¹³+ⁿʈʂo⁴²	0	1687 1689	ʂ õ ¹³ + ⁿʈʂ o - ⁴²	i n t + i n t
11624	479	outside	WesternXiangxi	Xiangxi, West	kɯ⁴⁴ʈei⁵³	kɯ⁴⁴ʈei⁵³	k ɯ ⁴⁴ + ʈ ei ⁵³	west2430	762	28.33212	109.422366		1 7 8 9 1 7 8	AXT_AXT	KI5_TE3	13	13.K.C 13.I.V 13.5.T 13._._ 13.T.C 13.E.V 13.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kɯ⁴⁴+ʈei⁵³	0	1682 1679	k ɯ ⁴⁴ + ʈ ei ⁵³	i n t + i n t
11625	479	outside	EasternLuobuohe	Luobuohe, Eastern	χo³¹ŋɢwaŋ²⁴	χo³¹ŋɢwaŋ²⁴	χ o ³¹ + ⁿɢ w a ŋ ²⁴	luop1235	762	26.63966	107.913354		3 7 8 9 1 6 7 4 8	AXT_ACXLT	GU3_KWAN2	6	6.G.C 6.U.V 6.3.T 6._._ 6.K.C 6.W.C 6.A.V 6.N.c 6.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	χo³¹+ⁿɢwaŋ²⁴	0	1683 1688	χ o ³¹ + ⁿɢ w a ŋ ²⁴	i n t + i m n c t
11630	479	outside	EasternXiangxi	Xiangxi, East	ʑaŋ⁵⁵dəɯ³¹	ʑaŋ⁵⁵dəɯ³¹	ʑ a ŋ ⁵⁵ + d əɯ ³¹	east2371	762	28.124036	109.890473		3 7 4 8 9 1 7 8	AXLT_AXT	SAN5_TE3	8	8.S.C 8.A.V 8.N.c 8.5.T 8._._ 8.T.C 8.E.V 8.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ʑaŋ⁵⁵+dəɯ³¹	0	1691 1679	ʑ a ŋ ⁵⁵ + d əɯ ³¹	i n c t + i n t
11631	479	outside	EasternQiandong	Qiandong, East	qɛ²⁴ku²²	qɛ²⁴ku²²	q ɛ ²⁴ + k u ²²	east2370	762	27.78098	110.499463		1 7 8 9 1 7 8	AXT_AXT	KE2_KY1	7	7.K.C 7.E.V 7.2.T 7._._ 7.K.C 7.Y.V 7.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qɛ²⁴+ku²²	0	1682 1678	q ɛ ²⁴ + k u ²²	i n t + i n t
11632	479	outside	WesternQiandong	Qiandong, West	xʰæ̃⁴⁴ku⁵⁵	xʰæ̃⁴⁴ku⁵⁵	xʰ æ̃ ⁴⁴ + k u ⁵⁵		762	26.43106	107.68758		3 7 8 9 1 7 8	AXT_AXT	GE5_KY5	12	12.G.C 12.E.V 12.5.T 12._._ 12.K.C 12.Y.V 12.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	xʰæ̃⁴⁴+ku⁵⁵	0	1687 1682	xʰ æ̃ ⁴⁴ + k u ⁵⁵	i n t + i n t
11633	479	outside	EasternBahen	Baheng, East	ntau¹¹ʔo⁵⁵	ntau¹¹ʔo⁵⁵	ⁿt au ¹¹ + ʔ o ⁵⁵	pahn1237	762	27.11733	111.02615		1 7 8 9 1 7 8	AXT_AXT	TA1_HU5	5	5.T.C 5.A.V 5.1.T 5._._ 5.H.C 5.U.V 5.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿtau¹¹+ʔo⁵⁵	0	1679 1680	ⁿt au ¹¹ + ʔ o ⁵⁵	i n t + i n t
11634	479	outside	Chuanqiandian	Chuanqiandian	nʈou⁴⁴	nʈou⁴⁴	ⁿʈ ɔ ⁴⁴	chua1256	762	27.51846	105.421028		1 7 8	AXT	TU5	4	4.T.C 4.U.V 4.5.T	1.6 3.0 1.0	ⁿʈɔ⁴⁴	0	1679	ⁿʈ ɔ ⁴⁴	i n t
617	26	paddy field	WesternBaheng	Baheng, West	liŋ³³	liŋ³³	l i ŋ ³³	pahn1237	140	25.74971	109.286281		5 7 4 8	AXLT	LIN4	10	10.L.C 10.I.V 10.N.c 10.4.T	1.6 3.0 1.1 1.0	liŋ³³	0	1694	l - i ŋ ³³	i n c t
618	26	paddy field	Numao	Numao	ʔou³³tu⁵⁵	ʔou³³tu⁵⁵	ʔ ɔ ³³ + t u ⁵⁵	numa1251	140	25.447767	108.064732		1 7 8 9 1 7 8	AXT_AXT	HU4_TY5	9	9.H.C 9.U.V 9.4.T 9._._ 9.T.C 9.Y.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔɔ³³+tu⁵⁵	0	1699 1695	ʔ ɔ ³³ + t u ⁵⁵	i n t + i n t
619	26	paddy field	WesternLuobuohe	Luobuohe, Western	ʔə⁰²len³¹	ʔə⁰²len³¹	ʔ ə ⁰/² + l e n ³¹	luop1235	140	26.854607	107.226676		1 7 8 9 5 7 4 8	AXT_AXLT	HE6_LEN3	11	11.H.C 11.E.V 11.6.T 11._._ 11.L.C 11.E.V 11.N.c 11.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ʔə⁰/²+len³¹	0	1697 1694	ʔ ə ⁰/² + l - e n ³¹	i n t + i n c t
622	26	paddy field	BiaoMin	Biao Min	ljɛ³¹	ljɛ³¹	l j ɛ ³¹	biao1254	140	25.82286	111.29622		5 6 7 8	ACXT	LJE3	2	2.L.C 2.J.C 2.E.V 2.3.T	1.6 1.2 3.0 1.0	ljɛ³¹	0	1694	l j ɛ - ³¹	i m n t
624	26	paddy field	ZaoMin	Zao Min	ljaŋ⁵³	ljaŋ⁵³	l j a ŋ ⁵³	dzao1238	140	24.612303	112.266749		5 6 7 4 8	ACXLT	LJAN3	15	15.L.C 15.J.C 15.A.V 15.N.c 15.3.T	1.6 1.2 3.0 1.1 1.0	ljaŋ⁵³	0	1694	l j a ŋ ⁵³	i m n c t
626	26	paddy field	Younuo	Younuo	lin¹³	lin¹³	l i n ¹³	youn1235	140	25.730893	110.115975		5 7 4 8	AXLT	LIN2	14	14.L.C 14.I.V 14.N.c 14.2.T	1.6 3.0 1.1 1.0	lin¹³	0	1694	l - i n ¹³	i n c t
629	26	paddy field	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	lẽ⁵⁵	lẽ⁵⁵	l ẽ ⁵⁵	nort2749	140	26.231562	106.861969		5 7 8	AXT	LE5	3	3.L.C 3.E.V 3.5.T	1.6 3.0 1.0	lẽ⁵⁵	0	1694	l - ẽ - ⁵⁵	i n t
630	26	paddy field	WesternXiangxi	Xiangxi, West	lɑ⁴²	lɑ⁴²	l ɑ ⁴²	west2430	140	28.33212	109.422366		5 7 8	AXT	LA3	13	13.L.C 13.A.V 13.3.T	1.6 3.0 1.0	lɑ⁴²	0	1694	l - ɑ - ⁴²	i n t
631	26	paddy field	EasternLuobuohe	Luobuohe, Eastern	len³¹ʔuŋ³¹	len³¹ʔuŋ³¹	l e n ³¹ + ʔ u ŋ ³¹	luop1235	140	26.63966	107.913354		5 7 4 8 9 1 7 4 8	AXLT_AXLT	LEN3_HYN3	6	6.L.C 6.E.V 6.N.c 6.3.T 6._._ 6.H.C 6.Y.V 6.N.c 6.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	len³¹+ʔuŋ³¹	0	1694 1698	l - e n ³¹ + ʔ u ŋ ³¹	i n c t + i n c t
635	26	paddy field	Bana	Bana	lin³¹³	lin³¹³	l i n ³¹³		140	26.265147	110.096902		5 7 4 8	AXLT	LIN6	1	1.L.C 1.I.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	lin³¹³	0	1694	l - i n ³¹³	i n c t
636	26	paddy field	EasternXiangxi	Xiangxi, East	tsɿ³⁵lei³¹	tsɿ³⁵lei³¹	ts ɿ ³⁵ + l ei ³¹	east2371	140	28.124036	109.890473		2 7 8 9 5 7 8	AXT_AXT	CI2_LE3	8	8.C.C 8.I.V 8.2.T 8._._ 8.L.C 8.E.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsɿ³⁵+lei³¹	0	1696 1694	ts ɿ ³⁵ + l - ei - ³¹	i n t + i n t
637	26	paddy field	EasternQiandong	Qiandong, East	lje²²	lje²²	l j e ²²	east2370	140	27.78098	110.499463		5 6 7 8	ACXT	LJE1	7	7.L.C 7.J.C 7.E.V 7.1.T	1.6 1.2 3.0 1.0	lje²²	0	1694	l j e - ²²	i m n t
638	26	paddy field	WesternQiandong	Qiandong, West	lje⁵⁵	lje⁵⁵	l j e ⁵⁵		140	26.43106	107.68758		5 6 7 8	ACXT	LJE5	12	12.L.C 12.J.C 12.E.V 12.5.T	1.6 1.2 3.0 1.0	lje⁵⁵	0	1694	l j e - ⁵⁵	i m n t
639	26	paddy field	EasternBahen	Baheng, East	liŋ³³	liŋ³³	l i ŋ ³³	pahn1237	140	27.11733	111.02615		5 7 4 8	AXLT	LIN4	5	5.L.C 5.I.V 5.N.c 5.4.T	1.6 3.0 1.1 1.0	liŋ³³	0	1694	l - i ŋ ³³	i n c t
640	26	paddy field	Chuanqiandian	Chuanqiandian	la³¹	la³¹	l a ³¹	chua1256	140	27.51846	105.421028		5 7 8	AXT	LA3	4	4.L.C 4.A.V 4.3.T	1.6 3.0 1.0	la³¹	0	1694	l - a - ³¹	i n t
20421	840	pare (peel with a knife)	WesternBaheng	Baheng, West	tʰje³⁵	tʰje³⁵	tʰ j e ³⁵	pahn1237		25.74971	109.286281		1 6 7 8	ACXT	TJE2	10	10.T.C 10.J.C 10.E.V 10.2.T	1.6 1.2 3.0 1.0	tʰje³⁵	0	1708	tʰ j e ³⁵	i m n t
20422	840	pare (peel with a knife)	Numao	Numao	tɕʰei⁴⁴	tɕʰei⁴⁴	tɕʰ ei ⁴⁴	numa1251		25.447767	108.064732		2 7 8	AXT	CE5	9	9.C.C 9.E.V 9.5.T	1.6 3.0 1.0	tɕʰei⁴⁴	0	1701	tɕʰ ei ⁴⁴	i n t
20423	840	pare (peel with a knife)	WesternLuobuohe	Luobuohe, Western	tɕʰe³¹	tɕʰe³¹	tɕʰ e ³¹	luop1235		26.854607	107.226676		2 7 8	AXT	CE3	11	11.C.C 11.E.V 11.3.T	1.6 3.0 1.0	tɕʰe³¹	0	1701	tɕʰ e ³¹	i n t
20426	840	pare (peel with a knife)	BiaoMin	Biao Min	ɕau³³	ɕau³³	ɕ au ³³	biao1254		25.82286	111.29622		3 7 8	AXT	SA4	2	2.S.C 2.A.V 2.4.T	1.6 3.0 1.0	ɕau³³	0	1702	ɕ - au - ³³	i n t
