ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	PARTIAL_COGNATE_SETS
8921	367	bed	EasternXiangxi	Xiangxi, East	ki⁰³tʰja¹³	ki⁰³tʰja¹³	k i ⁰/³ + tʰ j a ¹³	east2371	1663	28.124036	109.890473		1 7 8 9 1 6 7 8	AXT_ACXT	KI6_TJA2	8	8.K.C 8.I.V 8.6.T 8._._ 8.T.C 8.J.C 8.A.V 8.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ki⁰/³+tʰja¹³	0	635 634
8922	367	bed	EasternQiandong	Qiandong, East	suŋ²²	suŋ²²	s u ŋ ²²	east2370	1663	27.78098	110.499463		3 7 4 8	AXLT	SYN1	7	7.S.C 7.Y.V 7.N.c 7.1.T	1.6 3.0 1.1 1.0	suŋ²²	0	636
8923	367	bed	WesternQiandong	Qiandong, West	suŋ⁵⁵	suŋ⁵⁵	s u ŋ ⁵⁵		1663	26.43106	107.68758		3 7 4 8	AXLT	SYN5	12	12.S.C 12.Y.V 12.N.c 12.5.T	1.6 3.0 1.1 1.0	suŋ⁵⁵	0	636
8924	367	bed	EasternBahen	Baheng, East	tsuŋ³³	tsuŋ³³	ts u ŋ ³³	pahn1237	1663	27.11733	111.02615		2 7 4 8	AXLT	CYN4	5	5.C.C 5.Y.V 5.N.c 5.4.T	1.6 3.0 1.1 1.0	tsuŋ³³	0	636
8925	367	bed	Chuanqiandian	Chuanqiandian	tɕʰeu⁴⁴	tɕʰeu⁴⁴	tɕʰ eu ⁴⁴	chua1256	1663	27.51846	105.421028		2 7 8	AXT	CE5	4	4.C.C 4.E.V 4.5.T	1.6 3.0 1.0	tɕʰeu⁴⁴	0	633
4512	185	bedbug	WesternBaheng	Baheng, West	ti⁵⁵	ti⁵⁵	t i ⁵⁵	pahn1237	1949	25.74971	109.286281		1 7 8	AXT	TI5	10	10.T.C 10.I.V 10.5.T	1.6 3.0 1.0	ti⁵⁵	0	643
4513	185	bedbug	Numao	Numao	kjan³³tsi³³	kjan³³tsi³³	k j a n ³³ + ts i ³³	numa1251	1949	25.447767	108.064732		1 6 7 4 8 9 2 7 8	ACXLT_AXT	KJAN4_CI4	9	9.K.C 9.J.C 9.A.V 9.N.c 9.4.T 9._._ 9.C.C 9.I.V 9.4.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	kjan³³+tsi³³	0	645 643
4514	185	bedbug	WesternLuobuohe	Luobuohe, Western	tɕin³¹qʰwɑŋ⁵⁵	tɕin³¹qʰwɑŋ⁵⁵	tɕ i n ³¹ + qʰ w ɑ ŋ ⁵⁵	luop1235	1949	26.854607	107.226676		2 7 4 8 9 1 6 7 4 8	AXLT_ACXLT	CIN3_KWAN5	11	11.C.C 11.I.V 11.N.c 11.3.T 11._._ 11.K.C 11.W.C 11.A.V 11.N.c 11.5.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	tɕin³¹+qʰwɑŋ⁵⁵	0	647 645
4517	185	bedbug	BiaoMin	Biao Min	pi³³	pi³³	p i ³³	biao1254	1949	25.82286	111.29622		1 7 8	AXT	PI4	2	2.P.C 2.I.V 2.4.T	1.6 3.0 1.0	pi³³	0	642
4519	185	bedbug	ZaoMin	Zao Min	tsaŋ⁴⁴be⁴⁴	tsaŋ⁴⁴be⁴⁴	ts a ŋ ⁴⁴ + b e ⁴⁴	dzao1238	1949	24.612303	112.266749		2 7 4 8 9 1 7 8	AXLT_AXT	CAN5_PE5	15	15.C.C 15.A.V 15.N.c 15.5.T 15._._ 15.P.C 15.E.V 15.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tsaŋ⁴⁴+be⁴⁴	0	647 642
4521	185	bedbug	Younuo	Younuo	kə⁰³pe⁴⁴	kə⁰³pe⁴⁴	k ə ⁰/³ + p e ⁴⁴	youn1235	1949	25.730893	110.115975		1 7 8 9 1 7 8	AXT_AXT	KE6_PE5	14	14.K.C 14.E.V 14.6.T 14._._ 14.P.C 14.E.V 14.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kə⁰/³+pe⁴⁴	1	641 642
4524	185	bedbug	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	kõ²⁴lẽ²⁴	kõ²⁴lẽ²⁴	k õ ²⁴ + l ẽ ²⁴	nort2749	1949	26.231562	106.861969		1 7 8 9 5 7 8	AXT_AXT	KU2_LE2	3	3.K.C 3.U.V 3.2.T 3._._ 3.L.C 3.E.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kõ²⁴+lẽ²⁴	0	641 648
4525	185	bedbug	WesternXiangxi	Xiangxi, West	qo³⁵ljɯ⁴⁴ljɯ⁴⁴	qo³⁵ljɯ⁴⁴ljɯ⁴⁴	q o ³⁵ + l j ɯ ⁴⁴ + l j ɯ ⁴⁴	west2430	1949	28.33212	109.422366		1 7 8 9 5 6 7 8 9 5 6 7 8	AXT_ACXT_ACXT	KU2_LJI5_LJI5	13	13.K.C 13.U.V 13.2.T 13._._ 13.L.C 13.J.C 13.I.V 13.5.T 13._._ 13.L.C 13.J.C 13.I.V 13.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	qo³⁵+ljɯ⁴⁴+ljɯ⁴⁴	0	641 648 644
4526	185	bedbug	EasternLuobuohe	Luobuohe, Eastern	tɕin³¹tɕi²⁴qen²⁴	tɕin³¹tɕi²⁴qen²⁴	tɕ i n ³¹ + tɕ i ²⁴ + q e n ²⁴	luop1235	1949	26.63966	107.913354		2 7 4 8 9 2 7 8 9 1 7 4 8	AXLT_AXT_AXLT	CIN3_CI2_KEN2	6	6.C.C 6.I.V 6.N.c 6.3.T 6._._ 6.C.C 6.I.V 6.2.T 6._._ 6.K.C 6.E.V 6.N.c 6.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tɕin³¹+tɕi²⁴+qen²⁴	0	647 643 645
4530	185	bedbug	Bana	Bana	pi¹³	pi¹³	p i ¹³		1949	26.265147	110.096902		1 7 8	AXT	PI2	1	1.P.C 1.I.V 1.2.T	1.6 3.0 1.0	pi¹³	0	642
4531	185	bedbug	EasternXiangxi	Xiangxi, East	tsʰəɯ³³dzuŋ¹³	tsʰəɯ³³dzuŋ¹³	tsʰ əɯ ³³ + dz u ŋ ¹³	east2371	1949	28.124036	109.890473		2 7 8 9 2 7 4 8	AXT_AXLT	CE4_CYN2	8	8.C.C 8.E.V 8.4.T 8._._ 8.C.C 8.Y.V 8.N.c 8.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tsʰəɯ³³+dzuŋ¹³	0	643 647
4532	185	bedbug	EasternQiandong	Qiandong, East	kan²⁴haŋ⁴⁴	kan²⁴haŋ⁴⁴	k a n ²⁴ + h a ŋ ⁴⁴	east2370	1949	27.78098	110.499463		1 7 4 8 9 3 7 4 8	AXLT_AXLT	KAN2_HAN5	7	7.K.C 7.A.V 7.N.c 7.2.T 7._._ 7.H.C 7.A.V 7.N.c 7.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	kan²⁴+haŋ⁴⁴	0	645 646
4533	185	bedbug	WesternQiandong	Qiandong, West	kæ̃⁴⁴ɕuŋ⁵⁵	kæ̃⁴⁴ɕuŋ⁵⁵	k æ̃ ⁴⁴ + ɕ u ŋ ⁵⁵		1949	26.43106	107.68758		1 7 8 9 3 7 4 8	AXT_AXLT	KE5_SYN5	12	12.K.C 12.E.V 12.5.T 12._._ 12.S.C 12.Y.V 12.N.c 12.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	kæ̃⁴⁴+ɕuŋ⁵⁵	0	641 647
4534	185	bedbug	EasternBahen	Baheng, East	tsʰu³⁵dzuŋ³³	tsʰu³⁵dzuŋ³³	tsʰ u ³⁵ + dz u ŋ ³³	pahn1237	1949	27.11733	111.02615		2 7 8 9 2 7 4 8	AXT_AXLT	CY2_CYN4	5	5.C.C 5.Y.V 5.2.T 5._._ 5.C.C 5.Y.V 5.N.c 5.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tsʰu³⁵+dzuŋ³³	0	643 647
4535	185	bedbug	Chuanqiandian	Chuanqiandian	mo⁴³la⁴³	mo⁴³la⁴³	m o ⁴³ + l a ⁴³	chua1256	1949	27.51846	105.421028		4 7 8 9 5 7 8	AXT_AXT	MU3_LA3	4	4.M.C 4.U.V 4.3.T 4._._ 4.L.C 4.A.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mo⁴³+la⁴³	0	649 648
4734	194	bee	WesternBaheng	Baheng, West	ma¹¹nei³³	ma¹¹nei³³	m a ¹¹ + n ei ³³	pahn1237	665	25.74971	109.286281		4 7 8 9 4 7 8	AXT_AXT	MA1_NE4	10	10.M.C 10.A.V 10.1.T 10._._ 10.N.C 10.E.V 10.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ma¹¹+nei³³	0	654 659
4735	194	bee	Numao	Numao	m̥eŋ¹³	m̥eŋ¹³	m̥ e ŋ ¹³	numa1251	665	25.447767	108.064732		4 7 4 8	AXLT	MEN2	9	9.M.C 9.E.V 9.N.c 9.2.T	1.6 3.0 1.1 1.0	m̥eŋ¹³	0	654
4736	194	bee	WesternLuobuohe	Luobuohe, Western	tɕin³¹m̥ei⁵⁵	tɕin³¹m̥ei⁵⁵	tɕ i n ³¹ + m̥ ei ⁵⁵	luop1235	665	26.854607	107.226676		2 7 4 8 9 4 7 8	AXLT_AXT	CIN3_ME5	11	11.C.C 11.I.V 11.N.c 11.3.T 11._._ 11.M.C 11.E.V 11.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tɕin³¹+m̥ei⁵⁵	0	655 654
4739	194	bee	BiaoMin	Biao Min	mi⁴²	mi⁴²	m i ⁴²	biao1254	665	25.82286	111.29622		4 7 8	AXT	MI3	2	2.M.C 2.I.V 2.3.T	1.6 3.0 1.0	mi⁴²	0	654
4741	194	bee	ZaoMin	Zao Min	mui⁴⁴	mui⁴⁴	m ui ⁴⁴	dzao1238	665	24.612303	112.266749		4 7 8	AXT	MY5	15	15.M.C 15.Y.V 15.5.T	1.6 3.0 1.0	mui⁴⁴	0	654
4743	194	bee	Younuo	Younuo	toŋ³³kan⁴⁴	toŋ³³kan⁴⁴	t o ŋ ³³ + k a n ⁴⁴	youn1235	665	25.730893	110.115975		1 7 4 8 9 1 7 4 8	AXLT_AXLT	TUN4_KAN5	14	14.T.C 14.U.V 14.N.c 14.4.T 14._._ 14.K.C 14.A.V 14.N.c 14.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	toŋ³³+kan⁴⁴	0	660 655
4746	194	bee	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	mõ³¹ʐa²⁴	mõ³¹ʐa²⁴	m õ ³¹ + ʐ a ²⁴	nort2749	665	26.231562	106.861969		4 7 8 9 3 7 8	AXT_AXT	MU3_SA2	3	3.M.C 3.U.V 3.3.T 3._._ 3.S.C 3.A.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mõ³¹+ʐa²⁴	0	654 656
4747	194	bee	WesternXiangxi	Xiangxi, West	mɑŋ²²te⁴⁴	mɑŋ²²te⁴⁴	m ɑ ŋ ²² + t e ⁴⁴	west2430	665	28.33212	109.422366		4 7 4 8 9 1 7 8	AXLT_AXT	MAN1_TE5	13	13.M.C 13.A.V 13.N.c 13.1.T 13._._ 13.T.C 13.E.V 13.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	mɑŋ²²+te⁴⁴	0	654 652
4748	194	bee	EasternLuobuohe	Luobuohe, Eastern	tɕin³¹mi⁵⁵	tɕin³¹mi⁵⁵	tɕ i n ³¹ + m i ⁵⁵	luop1235	665	26.63966	107.913354		2 7 4 8 9 4 7 8	AXLT_AXT	CIN3_MI5	6	6.C.C 6.I.V 6.N.c 6.3.T 6._._ 6.M.C 6.I.V 6.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tɕin³¹+mi⁵⁵	0	655 654
4752	194	bee	Bana	Bana	tɬe⁴⁴fŋ³¹³tŋ³¹³	tɬe⁴⁴fŋ³¹³tŋ³¹³	tɬ e ⁴⁴ + f ŋ ³¹³ + t ŋ ³¹³		665	26.265147	110.096902		1 7 8 9 3 4 8 9 1 4 8	AXT_AAT_AAT	TE5_BN6_TN6	1	1.T.C 1.E.V 1.5.T 1._._ 1.B.C 1.N.C 1.6.T 1._._ 1.T.C 1.N.C 1.6.T	1.6 3.0 1.0 0.0 1.6 1.6 1.0 0.0 1.6 1.6 1.0	tɬe⁴⁴+fŋ³¹³+tŋ³¹³	0	652 661 660
4753	194	bee	EasternXiangxi	Xiangxi, East	mau⁵⁵mi⁵⁵	mau⁵⁵mi⁵⁵	m au ⁵⁵ + m i ⁵⁵	east2371	665	28.124036	109.890473		4 7 8 9 4 7 8	AXT_AXT	MA5_MI5	8	8.M.C 8.A.V 8.5.T 8._._ 8.M.C 8.I.V 8.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mau⁵⁵+mi⁵⁵	0	654 651
4754	194	bee	EasternQiandong	Qiandong, East	kan²⁴tsi²⁴heŋ²⁴taŋ²²	kan²⁴tsi²⁴heŋ²⁴taŋ²²	k a n ²⁴ + ts i ²⁴ + h e ŋ ²⁴ + t a ŋ ²²	east2370	665	27.78098	110.499463		1 7 4 8 9 2 7 8 9 3 7 4 8 9 1 7 4 8	AXLT_AXT_AXLT_AXLT	KAN2_CI2_HEN2_TAN1	7	7.K.C 7.A.V 7.N.c 7.2.T 7._._ 7.C.C 7.I.V 7.2.T 7._._ 7.H.C 7.E.V 7.N.c 7.2.T 7._._ 7.T.C 7.A.V 7.N.c 7.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	kan²⁴+tsi²⁴+heŋ²⁴+taŋ²²	0	655 658 653 660
4755	194	bee	WesternQiandong	Qiandong, West	kæ̃⁴⁴me¹¹ɣa⁵⁵	kæ̃⁴⁴me¹¹ɣa⁵⁵	k æ̃ ⁴⁴ + m e ¹¹ + ɣ a ⁵⁵		665	26.43106	107.68758		1 7 8 9 4 7 8 9 3 7 8	AXT_AXT_AXT	KE5_ME1_GA5	12	12.K.C 12.E.V 12.5.T 12._._ 12.M.C 12.E.V 12.1.T 12._._ 12.G.C 12.A.V 12.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	kæ̃⁴⁴+me¹¹+ɣa⁵⁵	0	655 654 656
4756	194	bee	EasternBahen	Baheng, East	ma³¹³m̩³¹³	ma³¹³m̩³¹³	m a ³¹³ + m m̩ ³¹³	pahn1237	665	27.11733	111.02615		4 7 8 9 4 4 8	AXT_ALT	MA6_MM6	5	5.M.C 5.A.V 5.6.T 5._._ 5.M.C 5.M.c 5.6.T	1.6 3.0 1.0 0.0 1.6 1.1 1.0	ma³¹³+mm̩³¹³	0	654 657
4757	194	bee	Chuanqiandian	Chuanqiandian	mo⁵⁵	mo⁵⁵	m o ⁵⁵	chua1256	665	27.51846	105.421028		4 7 8	AXT	MU5	4	4.M.C 4.U.V 4.5.T	1.6 3.0 1.0	mo⁵⁵	0	654
6476	266	beef	WesternBaheng	Baheng, West	ŋe³³ŋ̩³³	ŋe³³ŋ̩³³	ŋ e ³³ + ŋ̩ ³³	pahn1237	2570	25.74971	109.286281		4 7 8 9 4 8	AXT_AT	NE4_N4	10	10.N.C 10.E.V 10.4.T 10._._ 10.N.C 10.4.T	1.6 3.0 1.0 0.0 1.6 1.0	ŋe³³+ŋ̩³³	0	662 670
6477	266	beef	Numao	Numao	ŋka⁵⁵tɕʰou¹³	ŋka⁵⁵tɕʰou¹³	ⁿk a ⁵⁵ + tɕʰ ɔ ¹³	numa1251	2570	25.447767	108.064732		1 7 8 9 2 7 8	AXT_AXT	KA5_CU2	9	9.K.C 9.A.V 9.5.T 9._._ 9.C.C 9.U.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿka⁵⁵+tɕʰɔ¹³	0	663 669
6478	266	beef	WesternLuobuohe	Luobuohe, Western	kɑŋ³⁵ʑu⁵⁵	kɑŋ³⁵ʑu⁵⁵	k ɑ ŋ ³⁵ + ʑ u ⁵⁵	luop1235	2570	26.854607	107.226676		1 7 4 8 9 3 7 8	AXLT_AXT	KAN2_SY5	11	11.K.C 11.A.V 11.N.c 11.2.T 11._._ 11.S.C 11.Y.V 11.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	kɑŋ³⁵+ʑu⁵⁵	0	663 667
6481	266	beef	BiaoMin	Biao Min	ȵuŋ³¹dʑi³¹	ȵuŋ³¹dʑi³¹	ȵ u ŋ ³¹ + dʑ i ³¹	biao1254	2570	25.82286	111.29622		4 7 4 8 9 2 7 8	AXLT_AXT	NYN3_CI3	2	2.N.C 2.Y.V 2.N.c 2.3.T 2._._ 2.C.C 2.I.V 2.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ȵuŋ³¹+dʑi³¹	0	662 667
6483	266	beef	ZaoMin	Zao Min	ŋ̥ŋ⁵³gui⁵³	ŋ̥ŋ⁵³gui⁵³	ŋ̥ ŋ ⁵³ + g ui ⁵³	dzao1238	2570	24.612303	112.266749		4 4 8 9 1 7 8	ALT_AXT	NN3_KY3	15	15.N.C 15.N.c 15.3.T 15._._ 15.K.C 15.Y.V 15.3.T	1.6 1.1 1.0 0.0 1.6 3.0 1.0	ŋ̥ŋ⁵³+gui⁵³	0	662 663
6485	266	beef	Younuo	Younuo	ŋu¹³pe⁴⁴	ŋu¹³pe⁴⁴	ŋ u ¹³ + p e ⁴⁴	youn1235	2570	25.730893	110.115975		4 7 8 9 1 7 8	AXT_AXT	NY2_PE5	14	14.N.C 14.Y.V 14.2.T 14._._ 14.P.C 14.E.V 14.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ŋu¹³+pe⁴⁴	0	662 664
6488	266	beef	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ŋqe⁵⁵ʑə³¹	ŋqe⁵⁵ʑə³¹	ⁿq e ⁵⁵ + ʑ ə ³¹	nort2749	2570	26.231562	106.861969		1 7 8 9 3 7 8	AXT_AXT	KE5_SE3	3	3.K.C 3.E.V 3.5.T 3._._ 3.S.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿqe⁵⁵+ʑə³¹	0	663 667
6489	266	beef	WesternXiangxi	Xiangxi, West	ȵa³¹ʑu²²	ȵa³¹ʑu²²	ȵ a ³¹ + ʑ u ²²	west2430	2570	28.33212	109.422366		4 7 8 9 3 7 8	AXT_AXT	NA3_SY1	13	13.N.C 13.A.V 13.3.T 13._._ 13.S.C 13.Y.V 13.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ȵa³¹+ʑu²²	0	662 667
6490	266	beef	EasternLuobuohe	Luobuohe, Eastern	ŋɢɛ³¹ʑu⁵⁵	ŋɢɛ³¹ʑu⁵⁵	ⁿɢ ɛ ³¹ + ʑ u ⁵⁵	luop1235	2570	26.63966	107.913354		1 7 8 9 3 7 8	AXT_AXT	KE3_SY5	6	6.K.C 6.E.V 6.3.T 6._._ 6.S.C 6.Y.V 6.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿɢɛ³¹+ʑu⁵⁵	0	663 667
6494	266	beef	Bana	Bana	ge³¹³ŋ̩³¹³	ge³¹³ŋ̩³¹³	g e ³¹³ + ŋ̩ ³¹³		2570	26.265147	110.096902		1 7 8 9 4 8	AXT_AT	KE6_N6	1	1.K.C 1.E.V 1.6.T 1._._ 1.N.C 1.6.T	1.6 3.0 1.0 0.0 1.6 1.0	ge³¹³+ŋ̩³¹³	0	663 662
6495	266	beef	EasternXiangxi	Xiangxi, East	ŋa³¹ŋ̩³³	ŋa³¹ŋ̩³³	ŋ a ³¹ + ŋ̩ ³³	east2371	2570	28.124036	109.890473		4 7 8 9 4 8	AXT_AT	NA3_N4	8	8.N.C 8.A.V 8.3.T 8._._ 8.N.C 8.4.T	1.6 3.0 1.0 0.0 1.6 1.0	ŋa³¹+ŋ̩³³	0	662 666
6496	266	beef	EasternQiandong	Qiandong, East	ŋa²²ljou³³	ŋa²²ljou³³	ŋ a ²² + l j ɔ ³³	east2370	2570	27.78098	110.499463		4 7 8 9 5 6 7 8	AXT_ACXT	NA1_LJU4	7	7.N.C 7.A.V 7.1.T 7._._ 7.L.C 7.J.C 7.U.V 7.4.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ŋa²²+ljɔ³³	0	662 665
6497	266	beef	WesternQiandong	Qiandong, West	ŋe⁵⁵ni⁵⁵/ljɔ¹³	ŋe⁵⁵ni⁵⁵	ŋ e ⁵⁵ + n i ⁵⁵		2570	26.43106	107.68758		4 7 8 9 4 7 8	AXT_AXT	NE5_NI5	12	12.N.C 12.E.V 12.5.T 12._._ 12.N.C 12.I.V 12.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ŋe⁵⁵+ni⁵⁵	0	662 668
6498	266	beef	EasternBahen	Baheng, East	ŋqai³³ŋ̩³³	ŋqai³³ŋ̩³³	ⁿq ai ³³ + ŋ̩ ³³	pahn1237	2570	27.11733	111.02615		1 7 8 9 4 8	AXT_AT	KA4_N4	5	5.K.C 5.A.V 5.4.T 5._._ 5.N.C 5.4.T	1.6 3.0 1.0 0.0 1.6 1.0	ⁿqai³³+ŋ̩³³	0	663 662
6499	266	beef	Chuanqiandian	Chuanqiandian	ŋqai³¹ȵo³¹	ŋqai³¹ȵo³¹	ⁿq ai ³¹ + ȵ o ³¹	chua1256	2570	27.51846	105.421028		1 7 8 9 4 7 8	AXT_AXT	KA3_NU3	4	4.K.C 4.A.V 4.3.T 4._._ 4.N.C 4.U.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿqai³¹+ȵo³¹	0	663 662
19755	813	beg	WesternBaheng	Baheng, West	ta³¹	ta³¹	t a ³¹	pahn1237	1828	25.74971	109.286281		1 7 8	AXT	TA3	10	10.T.C 10.A.V 10.3.T	1.6 3.0 1.0	ta³¹	0	675
19756	813	beg	Numao	Numao	ȵtɕei⁴⁴	ȵtɕei⁴⁴	ⁿtɕ ei ⁴⁴	numa1251	1828	25.447767	108.064732		2 7 8	AXT	CE5	9	9.C.C 9.E.V 9.5.T	1.6 3.0 1.0	ⁿtɕei⁴⁴	1	677
19757	813	beg	WesternLuobuohe	Luobuohe, Western	nei³⁵	nei³⁵	n ei ³⁵	luop1235	1828	26.854607	107.226676		4 7 8	AXT	NE2	11	11.N.C 11.E.V 11.2.T	1.6 3.0 1.0	nei³⁵	0	676
19760	813	beg	BiaoMin	Biao Min	tʰu³⁵	tʰu³⁵	tʰ u ³⁵	biao1254	1828	25.82286	111.29622		1 7 8	AXT	TY2	2	2.T.C 2.Y.V 2.2.T	1.6 3.0 1.0	tʰu³⁵	0	675
19763	813	beg	Younuo	Younuo	ɬo⁵⁵	ɬo⁵⁵	ɬ o ⁵⁵	youn1235	1828	25.730893	110.115975		5 7 8	AXT	LU5	14	14.L.C 14.U.V 14.5.T	1.6 3.0 1.0	ɬo⁵⁵	0	671
19766	813	beg	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ʑu¹³	ʑu¹³	ʑ u ¹³	nort2749	1828	26.231562	106.861969		3 7 8	AXT	SY2	3	3.S.C 3.Y.V 3.2.T	1.6 3.0 1.0	ʑu¹³	1	669
19767	813	beg	WesternXiangxi	Xiangxi, West	sɑ⁴⁴	sɑ⁴⁴	s ɑ ⁴⁴	west2430	1828	28.33212	109.422366		3 7 8	AXT	SA5	13	13.S.C 13.A.V 13.5.T	1.6 3.0 1.0	sɑ⁴⁴	0	669
19768	813	beg	EasternLuobuohe	Luobuohe, Eastern	pi²⁴	pi²⁴	p i ²⁴	luop1235	1828	26.63966	107.913354		1 7 8	AXT	PI2	6	6.P.C 6.I.V 6.2.T	1.6 3.0 1.0	pi²⁴	0	670
19772	813	beg	Bana	Bana	kʰa³⁵	kʰa³⁵	kʰ a ³⁵		1828	26.265147	110.096902		1 7 8	AXT	KA2	1	1.K.C 1.A.V 1.2.T	1.6 3.0 1.0	kʰa³⁵	0	673
19773	813	beg	EasternXiangxi	Xiangxi, East	qʰa³³	qʰa³³	qʰ a ³³	east2371	1828	28.124036	109.890473		1 7 8	AXT	KA4	8	8.K.C 8.A.V 8.4.T	1.6 3.0 1.0	qʰa³³	1	673
19774	813	beg	EasternQiandong	Qiandong, East	ɬjɛ⁴⁴	ɬjɛ⁴⁴	ɬ j ɛ ⁴⁴	east2370	1828	27.78098	110.499463		5 6 7 8	ACXT	LJE5	7	7.L.C 7.J.C 7.E.V 7.5.T	1.6 1.2 3.0 1.0	ɬjɛ⁴⁴	0	672
19775	813	beg	WesternQiandong	Qiandong, West	ɬa¹¹	ɬa¹¹	ɬ a ¹¹		1828	26.43106	107.68758		5 7 8	AXT	LA1	12	12.L.C 12.A.V 12.1.T	1.6 3.0 1.0	ɬa¹¹	0	671
19776	813	beg	EasternBahen	Baheng, East	ŋkwei³⁵	ŋkwei³⁵	ⁿk w ei ³⁵	pahn1237	1828	27.11733	111.02615		1 6 7 8	ACXT	KWE2	5	5.K.C 5.W.C 5.E.V 5.2.T	1.6 1.2 3.0 1.0	ⁿkwei³⁵	1	674
19777	813	beg	Chuanqiandian	Chuanqiandian	tʰau⁵⁵	tʰau⁵⁵	tʰ au ⁵⁵	chua1256	1828	27.51846	105.421028		1 7 8	AXT	TA5	4	4.T.C 4.A.V 4.5.T	1.6 3.0 1.0	tʰau⁵⁵	0	675
9998	413	bell	WesternBaheng	Baheng, West	ma⁰³tɕoŋ³³	ma⁰³tɕoŋ³³	m a ⁰/³ + tɕ o ŋ ³³	pahn1237	2246	25.74971	109.286281		4 7 8 9 2 7 4 8	AXT_AXLT	MA6_CUN4	10	10.M.C 10.A.V 10.6.T 10._._ 10.C.C 10.U.V 10.N.c 10.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ma⁰/³+tɕoŋ³³	0	683 679
9999	413	bell	Numao	Numao	tsuŋ³³	tsuŋ³³	ts u ŋ ³³	numa1251	2246	25.447767	108.064732		2 7 4 8	AXLT	CYN4	9	9.C.C 9.Y.V 9.N.c 9.4.T	1.6 3.0 1.1 1.0	tsuŋ³³	0	679
10002	413	bell	BiaoMin	Biao Min	tsɔŋ³³	tsɔŋ³³	ts ɔ ŋ ³³	biao1254	2246	25.82286	111.29622		2 7 4 8	AXLT	CUN4	2	2.C.C 2.U.V 2.N.c 2.4.T	1.6 3.0 1.1 1.0	tsɔŋ³³	0	679
10005	413	bell	Younuo	Younuo	tsaŋ⁴⁴	tsaŋ⁴⁴	ts a ŋ ⁴⁴	youn1235	2246	25.730893	110.115975		2 7 4 8	AXLT	CAN5	14	14.C.C 14.A.V 14.N.c 14.5.T	1.6 3.0 1.1 1.0	tsaŋ⁴⁴	0	679
