ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	PARTIAL_COGNATE_SETS
5260	215	persimmon	Bana	Bana	pji⁴⁴ko¹³	pji⁴⁴ko¹³	p j i ⁴⁴ + k o ¹³		2044	26.265147	110.096902		1 6 7 8 9 1 7 8	ACXT_AXT	PJI5_KU2	1	1.P.C 1.J.C 1.I.V 1.5.T 1._._ 1.K.C 1.U.V 1.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	pji⁴⁴+ko¹³	0	4487 4491
5261	215	persimmon	EasternXiangxi	Xiangxi, East	sɿ⁵³tsɿ⁵³	sɿ⁵³tsɿ⁵³	s ɿ ⁵³ + ts ɿ ⁵³	east2371	2044	28.124036	109.890473		3 7 8 9 2 7 8	AXT_AXT	SI3_CI3	8	8.S.C 8.I.V 8.3.T 8._._ 8.C.C 8.I.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	sɿ⁵³+tsɿ⁵³	0	4489 4488
5262	215	persimmon	EasternQiandong	Qiandong, East	tsen³³me²¹²	tsen³³me²¹²	ts e n ³³ + m e ²¹²	east2370	2044	27.78098	110.499463		2 7 4 8 9 4 7 8	AXLT_AXT	CEN4_ME6	7	7.C.C 7.E.V 7.N.c 7.4.T 7._._ 7.M.C 7.E.V 7.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tsen³³+me²¹²	0	4488 4486
5263	215	persimmon	WesternQiandong	Qiandong, West	pei¹³mei²¹	pei¹³mei²¹	p ei ¹³ + m ei ²¹		2044	26.43106	107.68758		1 7 8 9 4 7 8	AXT_AXT	PE2_ME3	12	12.P.C 12.E.V 12.2.T 12._._ 12.M.C 12.E.V 12.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pei¹³+mei²¹	0	4487 4486
5264	215	persimmon	EasternBahen	Baheng, East	sɿ⁵³tsɿ⁰³	sɿ⁵³tsɿ⁰³	s ɿ ⁵³ + ts ɿ ⁰/³	pahn1237	2044	27.11733	111.02615		3 7 8 9 2 7 8	AXT_AXT	SI3_CI6	5	5.S.C 5.I.V 5.3.T 5._._ 5.C.C 5.I.V 5.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	sɿ⁵³+tsɿ⁰/³	0	4489 4488
5265	215	persimmon	Chuanqiandian	Chuanqiandian	tsi⁵⁵na²¹	tsi⁵⁵na²¹	ts i ⁵⁵ + n a ²¹	chua1256	2044	27.51846	105.421028		2 7 8 9 4 7 8	AXT_AXT	CI5_NA3	4	4.C.C 4.I.V 4.5.T 4._._ 4.N.C 4.A.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsi⁵⁵+na²¹	0	4488 4490
16001	658	pestle	WesternBaheng	Baheng, West	to³¹	to³¹	t o ³¹	pahn1237	225	25.74971	109.286281		1 7 8	AXT	TU3	10	10.T.C 10.U.V 10.3.T	1.6 3.0 1.0	to³¹	1	4494
16002	658	pestle	Numao	Numao	tai⁵³	tai⁵³	t ai ⁵³	numa1251	225	25.447767	108.064732		1 7 8	AXT	TA3	9	9.T.C 9.A.V 9.3.T	1.6 3.0 1.0	tai⁵³	0	4494
16003	658	pestle	WesternLuobuohe	Luobuohe, Western	ntɑŋ⁵⁵	ntɑŋ⁵⁵	ⁿt ɑ ŋ ⁵⁵	luop1235	225	26.854607	107.226676		1 7 4 8	AXLT	TAN5	11	11.T.C 11.A.V 11.N.c 11.5.T	1.6 3.0 1.1 1.0	ⁿtɑŋ⁵⁵	0	4494
16006	658	pestle	BiaoMin	Biao Min	tau³⁵	tau³⁵	t au ³⁵	biao1254	225	25.82286	111.29622		1 7 8	AXT	TA2	2	2.T.C 2.A.V 2.2.T	1.6 3.0 1.0	tau³⁵	0	4494
16008	658	pestle	ZaoMin	Zao Min	top²²	top²²	t o p ²²	dzao1238	225	24.612303	112.266749		1 7 1 8	AXLT	TUP1	15	15.T.C 15.U.V 15.P.c 15.1.T	1.6 3.0 1.1 1.0	top²²	0	4494
16010	658	pestle	Younuo	Younuo	tai²¹	tai²¹	t ai ²¹	youn1235	225	25.730893	110.115975		1 7 8	AXT	TA3	14	14.T.C 14.A.V 14.3.T	1.6 3.0 1.0	tai²¹	0	4494
16013	658	pestle	WesternXiangxi	Xiangxi, West	ljɔ³⁵	ljɔ³⁵	l j ɔ ³⁵	west2430	225	28.33212	109.422366		5 6 7 8	ACXT	LJU2	13	13.L.C 13.J.C 13.U.V 13.2.T	1.6 1.2 3.0 1.0	ljɔ³⁵	0	4495
16014	658	pestle	EasternLuobuohe	Luobuohe, Eastern	ta⁵⁵	ta⁵⁵	t a ⁵⁵	luop1235	225	26.63966	107.913354		1 7 8	AXT	TA5	6	6.T.C 6.A.V 6.5.T	1.6 3.0 1.0	ta⁵⁵	0	4494
16018	658	pestle	Bana	Bana	tai⁵³	tai⁵³	t ai ⁵³		225	26.265147	110.096902		1 7 8	AXT	TA3	1	1.T.C 1.A.V 1.3.T	1.6 3.0 1.0	tai⁵³	1	4494
16019	658	pestle	EasternXiangxi	Xiangxi, East	ljo⁵³	ljo⁵³	l j o ⁵³	east2371	225	28.124036	109.890473		5 6 7 8	ACXT	LJU3	8	8.L.C 8.J.C 8.U.V 8.3.T	1.6 1.2 3.0 1.0	ljo⁵³	0	4495
16020	658	pestle	WesternQiandong	Qiandong, West	ta¹³	ta¹³	t a ¹³		225	26.43106	107.68758		1 7 8	AXT	TA2	12	12.T.C 12.A.V 12.2.T	1.6 3.0 1.0	ta¹³	0	4494
16021	658	pestle	EasternBahen	Baheng, East	to³¹³	to³¹³	t o ³¹³	pahn1237	225	27.11733	111.02615		1 7 8	AXT	TU6	5	5.T.C 5.U.V 5.6.T	1.6 3.0 1.0	to³¹³	1	4494
16022	658	pestle	Chuanqiandian	Chuanqiandian	ʈʰu⁴⁴	ʈʰu⁴⁴	ʈʰ u ⁴⁴	chua1256	225	27.51846	105.421028		1 7 8	AXT	TY5	4	4.T.C 4.Y.V 4.5.T	1.6 3.0 1.0	ʈʰu⁴⁴	0	4494
4179	171	pheasant	WesternBaheng	Baheng, West	qa⁰³tɕeu⁵⁵	qa⁰³tɕeu⁵⁵	q a ⁰/³ + tɕ eu ⁵⁵	pahn1237	3060	25.74971	109.286281		1 7 8 9 2 7 8	AXT_AXT	KA6_CE5	10	10.K.C 10.A.V 10.6.T 10._._ 10.C.C 10.E.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa⁰/³+tɕeu⁵⁵	0	4497 4502
4180	171	pheasant	Numao	Numao	ko¹³	ko¹³	k o ¹³	numa1251	3060	25.447767	108.064732		1 7 8	AXT	KU2	9	9.K.C 9.U.V 9.2.T	1.6 3.0 1.0	ko¹³	0	4497
4181	171	pheasant	WesternLuobuohe	Luobuohe, Western	ʔə⁰²zoŋ⁵⁵	ʔə⁰²zoŋ⁵⁵	ʔ ə ⁰/² + z o ŋ ⁵⁵	luop1235	3060	26.854607	107.226676		1 7 8 9 3 7 4 8	AXT_AXLT	HE6_SUN5	11	11.H.C 11.E.V 11.6.T 11._._ 11.S.C 11.U.V 11.N.c 11.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ʔə⁰/²+zoŋ⁵⁵	0	4508 4499
4184	171	pheasant	BiaoMin	Biao Min	gli⁴²	gli⁴²	g l i ⁴²	biao1254	3060	25.82286	111.29622		1 5 7 8	ACXT	KLI3	2	2.K.C 2.L.C 2.I.V 2.3.T	1.6 1.2 3.0 1.0	gli⁴²	0	4506
4187	171	pheasant	Younuo	Younuo	ljo⁴⁴ke⁴⁴	ljo⁴⁴ke⁴⁴	l j o ⁴⁴ + k e ⁴⁴	youn1235	3060	25.730893	110.115975		5 6 7 8 9 1 7 8	ACXT_AXT	LJU5_KE5	14	14.L.C 14.J.C 14.U.V 14.5.T 14._._ 14.K.C 14.E.V 14.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	ljo⁴⁴+ke⁴⁴	0	4505 4497
4190	171	pheasant	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ŋkə¹³sə⁴²	ŋkə¹³sə⁴²	ⁿk ə ¹³ + s ə ⁴²	nort2749	3060	26.231562	106.861969		1 7 8 9 3 7 8	AXT_AXT	KE2_SE3	3	3.K.C 3.E.V 3.2.T 3._._ 3.S.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿkə¹³+sə⁴²	0	4497 4502
4191	171	pheasant	WesternXiangxi	Xiangxi, West	nu⁴²nu³¹	nu⁴²nu³¹	n u ⁴² + n u ³¹	west2430	3060	28.33212	109.422366		4 7 8 9 4 7 8	AXT_AXT	NY3_NY3	13	13.N.C 13.Y.V 13.3.T 13._._ 13.N.C 13.Y.V 13.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	nu⁴²+nu³¹	0	4498 4503
4192	171	pheasant	EasternLuobuohe	Luobuohe, Eastern	qo⁰⁵zuŋ⁵⁵	qo⁰⁵zuŋ⁵⁵	q o ⁰/⁵ + z u ŋ ⁵⁵	luop1235	3060	26.63966	107.913354		1 7 8 9 3 7 4 8	AXT_AXLT	KU6_SYN5	6	6.K.C 6.U.V 6.6.T 6._._ 6.S.C 6.Y.V 6.N.c 6.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	qo⁰/⁵+zuŋ⁵⁵	0	4497 4499
4196	171	pheasant	Bana	Bana	ke¹³kau⁴⁴	ke¹³kau⁴⁴	k e ¹³ + k au ⁴⁴		3060	26.265147	110.096902		1 7 8 9 1 7 8	AXT_AXT	KE2_KA5	1	1.K.C 1.E.V 1.2.T 1._._ 1.K.C 1.A.V 1.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ke¹³+kau⁴⁴	0	4497 4501
4197	171	pheasant	EasternXiangxi	Xiangxi, East	qəɯ⁵⁵qəɯ⁵⁵	qəɯ⁵⁵qəɯ⁵⁵	q əɯ ⁵⁵ + q əɯ ⁵⁵	east2371	3060	28.124036	109.890473		1 7 8 9 1 7 8	AXT_AXT	KE5_KE5	8	8.K.C 8.E.V 8.5.T 8._._ 8.K.C 8.E.V 8.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qəɯ⁵⁵+qəɯ⁵⁵	0	4497 4500
4198	171	pheasant	EasternQiandong	Qiandong, East	qa²⁴ʑa²²	qa²⁴ʑa²²	q a ²⁴ + ʑ a ²²	east2370	3060	27.78098	110.499463		1 7 8 9 3 7 8	AXT_AXT	KA2_SA1	7	7.K.C 7.A.V 7.2.T 7._._ 7.S.C 7.A.V 7.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa²⁴+ʑa²²	0	4497 4504
4199	171	pheasant	WesternQiandong	Qiandong, West	njuŋ⁵⁵	njuŋ⁵⁵	nʲ u ŋ ⁵⁵		3060	26.43106	107.68758		4 7 4 8	AXLT	NYN5	12	12.N.C 12.Y.V 12.N.c 12.5.T	1.6 3.0 1.1 1.0	nʲuŋ⁵⁵	0	4498
4200	171	pheasant	EasternBahen	Baheng, East	ŋ̩⁰³tɕeu⁵⁵	ŋ̩⁰³tɕeu⁵⁵	ŋ̩ ⁰/³ + tɕ eu ⁵⁵	pahn1237	3060	27.11733	111.02615		4 8 9 2 7 8	AT_AXT	N6_CE5	5	5.N.C 5.6.T 5._._ 5.C.C 5.E.V 5.5.T	1.6 1.0 0.0 1.6 3.0 1.0	ŋ̩⁰/³+tɕeu⁵⁵	0	4507 4502
4201	171	pheasant	Chuanqiandian	Chuanqiandian	tʂeu⁴⁴	tʂeu⁴⁴	ʈʂ eu ⁴⁴	chua1256	3060	27.51846	105.421028		2 7 8	AXT	CE5	4	4.C.C 4.E.V 4.5.T	1.6 3.0 1.0	ʈʂeu⁴⁴	0	4502
1466	61	physical strength	WesternBaheng	Baheng, West	ja⁴⁴	ja⁴⁴	j a ⁴⁴	pahn1237	202	25.74971	109.286281		6 7 8	AXT	JA5	10	10.J.C 10.A.V 10.5.T	1.6 3.0 1.0	ja⁴⁴	0	4512
1467	61	physical strength	Numao	Numao	ȵe³³ɣou³¹	ȵe³³ɣou³¹	ȵ e ³³ + ɣ ɔ ³¹	numa1251	202	25.447767	108.064732		4 7 8 9 3 7 8	AXT_AXT	NE4_GU3	9	9.N.C 9.E.V 9.4.T 9._._ 9.G.C 9.U.V 9.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ȵe³³+ɣɔ³¹	0	4515 4510
1468	61	physical strength	WesternLuobuohe	Luobuohe, Western	ʔə⁰²jy³⁵	ʔə⁰²jy³⁵	ʔ ə ⁰/² + j y ³⁵	luop1235	202	26.854607	107.226676		1 7 8 9 6 7 8	AXT_AXT	HE6_JY2	11	11.H.C 11.E.V 11.6.T 11._._ 11.J.C 11.Y.V 11.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+jy³⁵	0	4509 4512
1471	61	physical strength	BiaoMin	Biao Min	kʰla⁵³	kʰla⁵³	kʰ l a ⁵³	biao1254	202	25.82286	111.29622		1 5 7 8	ACXT	KLA3	2	2.K.C 2.L.C 2.A.V 2.3.T	1.6 1.2 3.0 1.0	kʰla⁵³	0	4511
1473	61	physical strength	ZaoMin	Zao Min	ʑa²²	ʑa²²	ʑ a ²²	dzao1238	202	24.612303	112.266749		3 7 8	AXT	SA1	15	15.S.C 15.A.V 15.1.T	1.6 3.0 1.0	ʑa²²	0	4510
1475	61	physical strength	Younuo	Younuo	xji⁵⁴fu³³	xji⁵⁴fu³³	x j i ⁵⁴ + f u ³³	youn1235	202	25.730893	110.115975		3 6 7 8 9 3 7 8	ACXT_AXT	GJI3_BY4	14	14.G.C 14.J.C 14.I.V 14.3.T 14._._ 14.B.C 14.Y.V 14.4.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	xji⁵⁴+fu³³	0	4513 4516
1478	61	physical strength	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ʐə²²	ʐə²²	ʐ ə ²²	nort2749	202	26.231562	106.861969		3 7 8	AXT	SE1	3	3.S.C 3.E.V 3.1.T	1.6 3.0 1.0	ʐə²²	0	4510
1479	61	physical strength	WesternXiangxi	Xiangxi, West	ʐo⁴²	ʐo⁴²	ʐ o ⁴²	west2430	202	28.33212	109.422366		3 7 8	AXT	SU3	13	13.S.C 13.U.V 13.3.T	1.6 3.0 1.0	ʐo⁴²	0	4510
1480	61	physical strength	EasternLuobuohe	Luobuohe, Eastern	tə⁰²ju²⁴	tə⁰²ju²⁴	t ə ⁰/² + j u ²⁴	luop1235	202	26.63966	107.913354		1 7 8 9 6 7 8	AXT_AXT	TE6_JY2	6	6.T.C 6.E.V 6.6.T 6._._ 6.J.C 6.Y.V 6.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+ju²⁴	0	4514 4512
1484	61	physical strength	Bana	Bana	ʑu²²	ʑu²²	ʑ u ²²		202	26.265147	110.096902		3 7 8	AXT	SY1	1	1.S.C 1.Y.V 1.1.T	1.6 3.0 1.0	ʑu²²	0	4510
1485	61	physical strength	EasternXiangxi	Xiangxi, East	ʑəɯ¹³	ʑəɯ¹³	ʑ əɯ ¹³	east2371	202	28.124036	109.890473		3 7 8	AXT	SE2	8	8.S.C 8.E.V 8.2.T	1.6 3.0 1.0	ʑəɯ¹³	0	4510
1486	61	physical strength	EasternQiandong	Qiandong, East	vou⁵³	vou⁵³	v ɔ ⁵³	east2370	202	27.78098	110.499463		3 7 8	AXT	BU3	7	7.B.C 7.U.V 7.3.T	1.6 3.0 1.0	vɔ⁵³	0	4508
1487	61	physical strength	WesternQiandong	Qiandong, West	ɣu²²	ɣu²²	ɣ u ²²		202	26.43106	107.68758		3 7 8	AXT	GY1	12	12.G.C 12.Y.V 12.1.T	1.6 3.0 1.0	ɣu²²	0	4510
1488	61	physical strength	EasternBahen	Baheng, East	ʑa³¹	ʑa³¹	ʑ a ³¹	pahn1237	202	27.11733	111.02615		3 7 8	AXT	SA3	5	5.S.C 5.A.V 5.3.T	1.6 3.0 1.0	ʑa³¹	1	4510
1489	61	physical strength	Chuanqiandian	Chuanqiandian	ʐo¹³	ʐo¹³	ʐ o ¹³	chua1256	202	27.51846	105.421028		3 7 8	AXT	SU2	4	4.S.C 4.U.V 4.2.T	1.6 3.0 1.0	ʐo¹³	0	4510
17592	724	pick up	WesternBaheng	Baheng, West	n̥au⁵³	n̥au⁵³	n̥ au ⁵³	pahn1237	371	25.74971	109.286281		4 7 8	AXT	NA3	10	10.N.C 10.A.V 10.3.T	1.6 3.0 1.0	n̥au⁵³	1	4521
17593	724	pick up	Numao	Numao	ko³³	ko³³	k o ³³	numa1251	371	25.447767	108.064732		1 7 8	AXT	KU4	9	9.K.C 9.U.V 9.4.T	1.6 3.0 1.0	ko³³	0	4520
17594	724	pick up	WesternLuobuohe	Luobuohe, Western	kʰo³¹	kʰo³¹	kʰ o ³¹	luop1235	371	26.854607	107.226676		1 7 8	AXT	KU3	11	11.K.C 11.U.V 11.3.T	1.6 3.0 1.0	kʰo³¹	0	4520
17598	724	pick up	ZaoMin	Zao Min	sut²²	sut²²	s u t ²²	dzao1238	371	24.612303	112.266749		3 7 1 8	AXLT	SYT1	15	15.S.C 15.Y.V 15.T.c 15.1.T	1.6 3.0 1.1 1.0	sut²²	0	4523
17600	724	pick up	Younuo	Younuo	nje⁵⁴	nje⁵⁴	nʲ e ⁵⁴	youn1235	371	25.730893	110.115975		4 7 8	AXT	NE3	14	14.N.C 14.E.V 14.3.T	1.6 3.0 1.0	nʲe⁵⁴	0	4521
17603	724	pick up	WesternXiangxi	Xiangxi, West	tʰu⁴⁴	tʰu⁴⁴	tʰ u ⁴⁴	west2430	371	28.33212	109.422366		1 7 8	AXT	TY5	13	13.T.C 13.Y.V 13.5.T	1.6 3.0 1.0	tʰu⁴⁴	0	4518
17604	724	pick up	EasternLuobuohe	Luobuohe, Eastern	kʰo³³	kʰo³³	kʰ o ³³	luop1235	371	26.63966	107.913354		1 7 8	AXT	KU4	6	6.K.C 6.U.V 6.4.T	1.6 3.0 1.0	kʰo³³	0	4520
17608	724	pick up	Bana	Bana	ɕu¹³	ɕu¹³	ɕ u ¹³		371	26.265147	110.096902		3 7 8	AXT	SY2	1	1.S.C 1.Y.V 1.2.T	1.6 3.0 1.0	ɕu¹³	1	4519
17609	724	pick up	WesternQiandong	Qiandong, West	tɕʰu⁴⁴	tɕʰu⁴⁴	tɕʰ u ⁴⁴		371	26.43106	107.68758		2 7 8	AXT	CY5	12	12.C.C 12.Y.V 12.5.T	1.6 3.0 1.0	tɕʰu⁴⁴	0	4519
17610	724	pick up	EasternBahen	Baheng, East	tɕei³¹³	tɕei³¹³	tɕ ei ³¹³	pahn1237	371	27.11733	111.02615		2 7 8	AXT	CE6	5	5.C.C 5.E.V 5.6.T	1.6 3.0 1.0	tɕei³¹³	0	4522
17611	724	pick up	Chuanqiandian	Chuanqiandian	kʰeu³³	kʰeu³³	kʰ eu ³³	chua1256	371	27.51846	105.421028		1 7 8	AXT	KE4	4	4.K.C 4.E.V 4.4.T	1.6 3.0 1.0	kʰeu³³	0	4520
17569	723	pick up (food with chopsticks)	WesternBaheng	Baheng, West	te⁵³	te⁵³	t e ⁵³	pahn1237		25.74971	109.286281		1 7 8	AXT	TE3	10	10.T.C 10.E.V 10.3.T	1.6 3.0 1.0	te⁵³	1	4525
17570	723	pick up (food with chopsticks)	Numao	Numao	ta⁴⁴	ta⁴⁴	t a ⁴⁴	numa1251		25.447767	108.064732		1 7 8	AXT	TA5	9	9.T.C 9.A.V 9.5.T	1.6 3.0 1.0	ta⁴⁴	0	4525
17571	723	pick up (food with chopsticks)	WesternLuobuohe	Luobuohe, Western	nte³¹	nte³¹	ⁿt e ³¹	luop1235		26.854607	107.226676		1 7 8	AXT	TE3	11	11.T.C 11.E.V 11.3.T	1.6 3.0 1.0	ⁿte³¹	0	4525
17574	723	pick up (food with chopsticks)	BiaoMin	Biao Min	gat⁵³	gat⁵³	g a t ⁵³	biao1254		25.82286	111.29622		1 7 1 8	AXLT	KAT3	2	2.K.C 2.A.V 2.T.c 2.3.T	1.6 3.0 1.1 1.0	gat⁵³	0	4527
17576	723	pick up (food with chopsticks)	ZaoMin	Zao Min	kap⁴⁴	kap⁴⁴	k a p ⁴⁴	dzao1238		24.612303	112.266749		1 7 1 8	AXLT	KAP5	15	15.K.C 15.A.V 15.P.c 15.5.T	1.6 3.0 1.1 1.0	kap⁴⁴	0	4527
17578	723	pick up (food with chopsticks)	Younuo	Younuo	jeu⁵⁴	jeu⁵⁴	j eu ⁵⁴	youn1235		25.730893	110.115975		6 7 8	AXT	JE3	14	14.J.C 14.E.V 14.3.T	1.6 3.0 1.0	jeu⁵⁴	0	4526
17581	723	pick up (food with chopsticks)	WesternXiangxi	Xiangxi, West	tɑ⁴⁴	tɑ⁴⁴	t ɑ ⁴⁴	west2430		28.33212	109.422366		1 7 8	AXT	TA5	13	13.T.C 13.A.V 13.5.T	1.6 3.0 1.0	tɑ⁴⁴	0	4525
17582	723	pick up (food with chopsticks)	EasternLuobuohe	Luobuohe, Eastern	nti³³	nti³³	ⁿt i ³³	luop1235		26.63966	107.913354		1 7 8	AXT	TI4	6	6.T.C 6.I.V 6.4.T	1.6 3.0 1.0	ⁿti³³	0	4525
17586	723	pick up (food with chopsticks)	Bana	Bana	dju²²	dju²²	d j u ²²			26.265147	110.096902		1 6 7 8	ACXT	TJY1	1	1.T.C 1.J.C 1.Y.V 1.1.T	1.6 1.2 3.0 1.0	dju²²	0	4525
17587	723	pick up (food with chopsticks)	EasternXiangxi	Xiangxi, East	qa³⁵	qa³⁵	q a ³⁵	east2371		28.124036	109.890473		1 7 8	AXT	KA2	8	8.K.C 8.A.V 8.2.T	1.6 3.0 1.0	qa³⁵	1	4527
17588	723	pick up (food with chopsticks)	WesternQiandong	Qiandong, West	tɕa¹¹	tɕa¹¹	tɕ a ¹¹			26.43106	107.68758		2 7 8	AXT	CA1	12	12.C.C 12.A.V 12.1.T	1.6 3.0 1.0	tɕa¹¹	0	4527
17589	723	pick up (food with chopsticks)	EasternBahen	Baheng, East	tai⁵³	tai⁵³	t ai ⁵³	pahn1237		27.11733	111.02615		1 7 8	AXT	TA3	5	5.T.C 5.A.V 5.3.T	1.6 3.0 1.0	tai⁵³	0	4525
17590	723	pick up (food with chopsticks)	Chuanqiandian	Chuanqiandian	tai³³	tai³³	t ai ³³	chua1256		27.51846	105.421028		1 7 8	AXT	TA4	4	4.T.C 4.A.V 4.4.T	1.6 3.0 1.0	tai³³	0	4525
3503	143	pig	WesternBaheng	Baheng, West	mei⁵⁵	mei⁵⁵	m ei ⁵⁵	pahn1237	1337	25.74971	109.286281		4 7 8	AXT	ME5	10	10.M.C 10.E.V 10.5.T	1.6 3.0 1.0	mei⁵⁵	1	4531
3504	143	pig	Numao	Numao	mpai⁴⁴	mpai⁴⁴	ⁿp ai ⁴⁴	numa1251	1337	25.447767	108.064732		1 7 8	AXT	PA5	9	9.P.C 9.A.V 9.5.T	1.6 3.0 1.0	ⁿpai⁴⁴	0	4530
3505	143	pig	WesternLuobuohe	Luobuohe, Western	mpi³⁵	mpi³⁵	ⁿp i ³⁵	luop1235	1337	26.854607	107.226676		1 7 8	AXT	PI2	11	11.P.C 11.I.V 11.2.T	1.6 3.0 1.0	ⁿpi³⁵	0	4530
3508	143	pig	BiaoMin	Biao Min	tuə⁴²	tuə⁴²	t u/w ə ⁴²	biao1254	1337	25.82286	111.29622		1 6 7 8	ACXT	TWE3	2	2.T.C 2.W.C 2.E.V 2.3.T	1.6 1.2 3.0 1.0	tu/wə⁴²	0	4533
3510	143	pig	ZaoMin	Zao Min	tiŋ⁴⁴	tiŋ⁴⁴	t i ŋ ⁴⁴	dzao1238	1337	24.612303	112.266749		1 7 4 8	AXLT	TIN5	15	15.T.C 15.I.V 15.N.c 15.5.T	1.6 3.0 1.1 1.0	tiŋ⁴⁴	1	4534
3512	143	pig	Younuo	Younuo	mai⁵⁴	mai⁵⁴	m ai ⁵⁴	youn1235	1337	25.730893	110.115975		4 7 8	AXT	MA3	14	14.M.C 14.A.V 14.3.T	1.6 3.0 1.0	mai⁵⁴	0	4531
3515	143	pig	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	mpa⁴²	mpa⁴²	ⁿp a ⁴²	nort2749	1337	26.231562	106.861969		1 7 8	AXT	PA3	3	3.P.C 3.A.V 3.3.T	1.6 3.0 1.0	ⁿpa⁴²	0	4530
3516	143	pig	WesternXiangxi	Xiangxi, West	tɑ³⁵mpa⁵³	tɑ³⁵mpa⁵³	t ɑ ³⁵ + ⁿp a ⁵³	west2430	1337	28.33212	109.422366		1 7 8 9 1 7 8	AXT_AXT	TA2_PA3	13	13.T.C 13.A.V 13.2.T 13._._ 13.P.C 13.A.V 13.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɑ³⁵+ⁿpa⁵³	0	4532 4530
3517	143	pig	EasternLuobuohe	Luobuohe, Eastern	qo⁰⁵mpzi²⁴	qo⁰⁵mpzi²⁴	q o ⁰/⁵ + ⁿp z i ²⁴	luop1235	1337	26.63966	107.913354		1 7 8 9 1 3 7 8	AXT_ACXT	KU6_PSI2	6	6.K.C 6.U.V 6.6.T 6._._ 6.P.C 6.S.C 6.I.V 6.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	qo⁰/⁵+ⁿpzi²⁴	0	4529 4530
3521	143	pig	Bana	Bana	bai³⁵	bai³⁵	b ai ³⁵		1337	26.265147	110.096902		1 7 8	AXT	PA2	1	1.P.C 1.A.V 1.2.T	1.6 3.0 1.0	bai³⁵	0	4530
3522	143	pig	EasternXiangxi	Xiangxi, East	bei¹³	bei¹³	b ei ¹³	east2371	1337	28.124036	109.890473		1 7 8	AXT	PE2	8	8.P.C 8.E.V 8.2.T	1.6 3.0 1.0	bei¹³	0	4530
3523	143	pig	EasternQiandong	Qiandong, East	pɛ⁴⁴	pɛ⁴⁴	p ɛ ⁴⁴	east2370	1337	27.78098	110.499463		1 7 8	AXT	PE5	7	7.P.C 7.E.V 7.5.T	1.6 3.0 1.0	pɛ⁴⁴	1	4530
3524	143	pig	WesternQiandong	Qiandong, West	pæ³³	pæ³³	p æ ³³		1337	26.43106	107.68758		1 7 8	AXT	PE4	12	12.P.C 12.E.V 12.4.T	1.6 3.0 1.0	pæ³³	1	4530
3525	143	pig	EasternBahen	Baheng, East	mpe⁵⁵	mpe⁵⁵	ⁿp e ⁵⁵	pahn1237	1337	27.11733	111.02615		1 7 8	AXT	PE5	5	5.P.C 5.E.V 5.5.T	1.6 3.0 1.0	ⁿpe⁵⁵	0	4530
3526	143	pig	Chuanqiandian	Chuanqiandian	mpua⁴⁴	mpua⁴⁴	ⁿp u/w a ⁴⁴	chua1256	1337	27.51846	105.421028		1 6 7 8	ACXT	PWA5	4	4.P.C 4.W.C 4.A.V 4.5.T	1.6 1.2 3.0 1.0	ⁿpu/wa⁴⁴	0	4530
