ID	ID	LOCAL_ID	LANGUAGE_ID	PARAMETER_ID	VALUE	FORM	SEGMENTS	COMMENT	SOURCE	COGNACY	LOAN	CONCEPT_NAME	CONCEPT_CONCEPTICON_ID	CONCEPT_CONCEPTICON_GLOSS	LANGUAGE_NAME	LANGUAGE_GLOTTOCODE	LANGUAGE_GLOTTOLOG_NAME	LANGUAGE_ISO639P3CODE	LANGUAGE_MACROAREA	LANGUAGE_FAMILY	DOCULECT	CONCEPT	IPA	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS	STRUCTURE	ALIGNMENT	CROSSIDS	PATTERNS
14295	luobuohewestern-Chen-2013-888-588-1		luobuohewestern	Chen-2013-888-588	ʑoŋ³⁵	ʑoŋ³⁵	ʑ o ŋ ³⁵		Chen2013			对	1725	CORRECT (RIGHT)	Luobuohe, Western	luop1235					luobuohewestern	对	ʑoŋ³⁵	3 7 4 8	AXLT	SUN2	8	8.S.C 8.U.V 8.N.c 8.2.T	1.6 3.0 1.1 1.0	0	461	i n c t	ʑ o ŋ ³⁵	461	1-2/Ø 213-4/a 263-27/ŋ 65-12/³¹
14296	chuanqiandian-Chen-2013-888-588-1		chuanqiandian	Chen-2013-888-588	tui²⁴	tui²⁴	t u i ²⁴		Chen2013			对	1725	CORRECT (RIGHT)	Chuanqiandian	chua1256					chuanqiandian	对	tui²⁴	1 7 7 8	AXYT	TYI2	3	3.T.C 3.Y.V 3.I.V 3.2.T	1.6 3.0 3.0 1.0	0	463	i m n t	t u i ²⁴	463	0/n 0/n 0/n 0/n
14297	chuanqiandiansouthernguizhou-Chen-2013-888-588-1		chuanqiandiansouthernguizhou	Chen-2013-888-588	ʑoŋ¹³	ʑoŋ¹³	ʑ o ŋ ¹³		Chen2013			对	1725	CORRECT (RIGHT)	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	对	ʑoŋ¹³	3 7 4 8	AXLT	SUN2	6	6.S.C 6.U.V 6.N.c 6.2.T	1.6 3.0 1.1 1.0	0	461	i n c t	ʑ o ŋ ¹³	461	1-2/Ø 213-4/a 263-27/ŋ 65-12/³¹
14298	chuanqiandiannortheastyunnan-Chen-2013-888-588-1		chuanqiandiannortheastyunnan	Chen-2013-888-588	ʑo³¹	ʑo³¹	ʑ o ³¹		Chen2013			对	1725	CORRECT (RIGHT)	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	对	ʑo³¹	3 7 8	AXT	SU3	5	5.S.C 5.U.V 5.3.T	1.6 3.0 1.0	0	461	i n t	ʑ o - ³¹	461	1-2/Ø 213-4/a 263-27/ŋ 65-12/³¹
14302	qiandongwest-Chen-2013-888-588-1		qiandongwest	Chen-2013-888-588	ho¹¹	ho¹¹	h o ¹¹		Chen2013			对	1725	CORRECT (RIGHT)	Qiandong, West						qiandongwest	对	ho¹¹	3 7 8	AXT	HU1	10	10.H.C 10.U.V 10.1.T	1.6 3.0 1.0	0	460	i n t	h o ¹¹	460	0/n 0/n 0/n
14303	bahengwest-Chen-2013-888-588-1		bahengwest	Chen-2013-888-588	tai³⁵	tai³⁵	t ai ³⁵		Chen2013			对	1725	CORRECT (RIGHT)	Baheng, West	pahn1237					bahengwest	对	tai³⁵	1 7 8	AXT	TA2	2	2.T.C 2.A.V 2.2.T	1.6 3.0 1.0	0	464	i n t	t ai ³⁵	464	0/n 0/n 0/n
14304	bahengeast-Chen-2013-888-588-1		bahengeast	Chen-2013-888-588	tei³¹³	tei³¹³	t ei ³¹³		Chen2013			对	1725	CORRECT (RIGHT)	Baheng, East	pahn1237					bahengeast	对	tei³¹³	1 7 8	AXT	TE6	1	1.T.C 1.E.V 1.6.T	1.6 3.0 1.0	0	462	i n t	t ei ³¹³	462	0/n 0/n 0/n
19393	bahengwest-Chen-2013-888-798-1		bahengwest	Chen-2013-888-798	poŋ³¹	poŋ³¹	p o ŋ ³¹		Chen2013			射	1172	SHOOT	Baheng, West	pahn1237					bahengwest	射	poŋ³¹	1 7 4 8	AXLT	PUN3	2	2.P.C 2.U.V 2.N.c 2.3.T	1.6 3.0 1.1 1.0	0	465	i n c t	p o ŋ ³¹	465	354-1/ⁿp 245-2/o 532-2/- 396-3/⁵³
19382	luobuoheeastern-Chen-2013-888-798-1		luobuoheeastern	Chen-2013-888-798	puŋ⁵⁵	puŋ⁵⁵	p u ŋ ⁵⁵		Chen2013			射	1172	SHOOT	Luobuohe, Eastern	luop1235					luobuoheeastern	射	puŋ⁵⁵	1 7 4 8	AXLT	PYN5	7	7.P.C 7.Y.V 7.N.c 7.5.T	1.6 3.0 1.1 1.0	0	465	i n c t	p u ŋ ⁵⁵	465	354-1/ⁿp 245-2/o 532-2/- 396-3/⁵³
19383	luobuohewestern-Chen-2013-888-798-1		luobuohewestern	Chen-2013-888-798	ɳʈu³¹	ɳʈu³¹	ⁿʈ u ³¹		Chen2013			射	1172	SHOOT	Luobuohe, Western	luop1235					luobuohewestern	射	ⁿʈu³¹	1 7 8	AXT	TY3	8	8.T.C 8.Y.V 8.3.T	1.6 3.0 1.0	0	466	i n t	ⁿʈ u ³¹	466	0/n 0/n 0/n
19384	chuanqiandian-Chen-2013-888-798-1		chuanqiandian	Chen-2013-888-798	pau⁵⁵	pau⁵⁵	p au ⁵⁵		Chen2013			射	1172	SHOOT	Chuanqiandian	chua1256					chuanqiandian	射	pau⁵⁵	1 7 8	AXT	PA5	3	3.P.C 3.A.V 3.5.T	1.6 3.0 1.0	0	465	i n t	p au - ⁵⁵	465	354-1/ⁿp 245-2/o 532-2/- 396-3/⁵³
19385	chuanqiandiancentralguizhou-Chen-2013-888-798-1		chuanqiandiancentralguizhou	Chen-2013-888-798	põ¹³	põ¹³	p õ ¹³		Chen2013			射	1172	SHOOT	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	射	põ¹³	1 7 8	AXT	PU2	4	4.P.C 4.U.V 4.2.T	1.6 3.0 1.0	0	465	i n t	p õ - ¹³	465	354-1/ⁿp 245-2/o 532-2/- 396-3/⁵³
19386	chuanqiandiansouthernguizhou-Chen-2013-888-798-1		chuanqiandiansouthernguizhou	Chen-2013-888-798	poŋ⁴²	poŋ⁴²	p o ŋ ⁴²		Chen2013			射	1172	SHOOT	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	射	poŋ⁴²	1 7 4 8	AXLT	PUN3	6	6.P.C 6.U.V 6.N.c 6.3.T	1.6 3.0 1.1 1.0	1	465	i n c t	p o ŋ ⁴²	465	354-1/ⁿp 245-2/o 532-2/- 396-3/⁵³
19387	chuanqiandiannortheastyunnan-Chen-2013-888-798-1		chuanqiandiannortheastyunnan	Chen-2013-888-798	po⁵⁵	po⁵⁵	p o ⁵⁵		Chen2013			射	1172	SHOOT	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	射	po⁵⁵	1 7 8	AXT	PU5	5	5.P.C 5.U.V 5.5.T	1.6 3.0 1.0	0	465	i n t	p o - ⁵⁵	465	354-1/ⁿp 245-2/o 532-2/- 396-3/⁵³
19392	qiandongwest-Chen-2013-888-798-1		qiandongwest	Chen-2013-888-798	paŋ¹³	paŋ¹³	p a ŋ ¹³		Chen2013			射	1172	SHOOT	Qiandong, West						qiandongwest	射	paŋ¹³	1 7 4 8	AXLT	PAN2	10	10.P.C 10.A.V 10.N.c 10.2.T	1.6 3.0 1.1 1.0	0	465	i n c t	p a ŋ ¹³	465	354-1/ⁿp 245-2/o 532-2/- 396-3/⁵³
19394	bahengeast-Chen-2013-888-798-1		bahengeast	Chen-2013-888-798	mpo⁵³	mpo⁵³	ⁿp o ⁵³		Chen2013			射	1172	SHOOT	Baheng, East	pahn1237					bahengeast	射	ⁿpo⁵³	1 7 8	AXT	PU3	1	1.P.C 1.U.V 1.3.T	1.6 3.0 1.0	0	465	i n t	ⁿp o - ⁵³	465	354-1/ⁿp 245-2/o 532-2/- 396-3/⁵³
12869	chuanqiandiansouthernguizhou-Chen-2013-888-530-1		chuanqiandiansouthernguizhou	Chen-2013-888-530	ʑu⁵⁵	ʑu⁵⁵	ʑ u ⁵⁵		Chen2013			小	1246	SMALL	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	小	ʑu⁵⁵	3 7 8	AXT	SY5	6	6.S.C 6.Y.V 6.5.T	1.6 3.0 1.0	0	468	i n t	ʑ u ⁵⁵	468	94-4/ʑ 168-3/u 468-4/⁵⁵
12868	chuanqiandiancentralguizhou-Chen-2013-888-530-1		chuanqiandiancentralguizhou	Chen-2013-888-530	ʑɯ⁴²	ʑɯ⁴²	ʑ ɯ ⁴²		Chen2013			小	1246	SMALL	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	小	ʑɯ⁴²	3 7 8	AXT	SI3	4	4.S.C 4.I.V 4.3.T	1.6 3.0 1.0	0	468	i n t	ʑ ɯ ⁴²	468	94-4/ʑ 168-3/u 468-4/⁵⁵
12870	chuanqiandiannortheastyunnan-Chen-2013-888-530-1		chuanqiandiannortheastyunnan	Chen-2013-888-530	ʂau⁵⁵	ʂau⁵⁵	ʂ au ⁵⁵		Chen2013			小	1246	SMALL	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	小	ʂau⁵⁵	3 7 8	AXT	SA5	5	5.S.C 5.A.V 5.5.T	1.6 3.0 1.0	0	468	i n t	ʂ au ⁵⁵	468	94-4/ʑ 168-3/u 468-4/⁵⁵
12877	bahengwest-Chen-2013-888-530-1		bahengwest	Chen-2013-888-530	ju⁵⁵	ju⁵⁵	j u ⁵⁵		Chen2013			小	1246	SMALL	Baheng, West	pahn1237					bahengwest	小	ju⁵⁵	6 7 8	AXT	JY5	2	2.J.C 2.Y.V 2.5.T	1.6 3.0 1.0	0	468	i n t	j u ⁵⁵	468	94-4/ʑ 168-3/u 468-4/⁵⁵
12865	luobuoheeastern-Chen-2013-888-530-1		luobuoheeastern	Chen-2013-888-530	tə⁰²ʔʑo²⁴	tə⁰²ʔʑo²⁴	t ə ²/⁰ + ʔʑ o ²⁴		Chen2013			小	1246	SMALL	Luobuohe, Eastern	luop1235					luobuoheeastern	小	tə²/⁰+ʔʑo²⁴	1 7 8 9 1 3 7 8	AXT_ACXT	TE6_HSU2	7	7.T.C 7.E.V 7.6.T 7._._ 7.H.C 7.S.C 7.U.V 7.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	469 467	i n t + i n t	t ə ²/⁰ + ʔʑ o ²⁴	469 467	0/n 0/n 0/n + 0/n 0/n 0/n
12866	luobuohewestern-Chen-2013-888-530-1		luobuohewestern	Chen-2013-888-530	ʔʑo³⁵	ʔʑo³⁵	ʔʑ o ³⁵		Chen2013			小	1246	SMALL	Luobuohe, Western	luop1235					luobuohewestern	小	ʔʑo³⁵	1 3 7 8	ACXT	HSU2	8	8.H.C 8.S.C 8.U.V 8.2.T	1.6 1.2 3.0 1.0	0	467	i n t	ʔʑ o ³⁵	467	0/n 0/n 0/n
12867	chuanqiandian-Chen-2013-888-530-1		chuanqiandian	Chen-2013-888-530	ʑou⁴⁴	ʑou⁴⁴	ʑ ɔ ⁴⁴		Chen2013			小	1246	SMALL	Chuanqiandian	chua1256					chuanqiandian	小	ʑɔ⁴⁴	3 7 8	AXT	SU5	3	3.S.C 3.U.V 3.5.T	1.6 3.0 1.0	0	468	i n t	ʑ ɔ ⁴⁴	468	94-4/ʑ 168-3/u 468-4/⁵⁵
12874	qiandongeast-Chen-2013-888-530-1		qiandongeast	Chen-2013-888-530	njei³⁵	njei³⁵	nʲ ei ³⁵		Chen2013			小	1246	SMALL	Qiandong, East	east2370					qiandongeast	小	nʲei³⁵	4 7 8	AXT	NE2	9	9.N.C 9.E.V 9.2.T	1.6 3.0 1.0	0	470	i n t	nʲ ei ³⁵	470	0/n 0/n 0/n
12876	qiandongwest-Chen-2013-888-530-1		qiandongwest	Chen-2013-888-530	ʑu³³	ʑu³³	ʑ u ³³		Chen2013			小	1246	SMALL	Qiandong, West						qiandongwest	小	ʑu³³	3 7 8	AXT	SY4	10	10.S.C 10.Y.V 10.4.T	1.6 3.0 1.0	0	468	i n t	ʑ u ³³	468	94-4/ʑ 168-3/u 468-4/⁵⁵
12878	bahengeast-Chen-2013-888-530-1		bahengeast	Chen-2013-888-530	ʑu⁵⁵	ʑu⁵⁵	ʑ u ⁵⁵		Chen2013			小	1246	SMALL	Baheng, East	pahn1237					bahengeast	小	ʑu⁵⁵	3 7 8	AXT	SY5	1	1.S.C 1.Y.V 1.5.T	1.6 3.0 1.0	0	468	i n t	ʑ u ⁵⁵	468	94-4/ʑ 168-3/u 468-4/⁵⁵
13263	luobuoheeastern-Chen-2013-888-546-1		luobuoheeastern	Chen-2013-888-546	tə⁰²zo²⁴	tə⁰²zo²⁴	t ə ²/⁰ + z o ²⁴		Chen2013			少	1242	FEW	Luobuohe, Eastern	luop1235					luobuoheeastern	少	tə²/⁰+zo²⁴	1 7 8 9 3 7 8	AXT_AXT	TE6_SU2	7	7.T.C 7.E.V 7.6.T 7._._ 7.S.C 7.U.V 7.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	472 471	i n t + i n t	t ə ²/⁰ + z o ²⁴	472 471	0/n 0/n 0/n + 506-1/tɕ 138-4/eu 74-1/³¹
13264	luobuohewestern-Chen-2013-888-546-1		luobuohewestern	Chen-2013-888-546	zo³⁵	zo³⁵	z o ³⁵		Chen2013			少	1242	FEW	Luobuohe, Western	luop1235					luobuohewestern	少	zo³⁵	3 7 8	AXT	SU2	8	8.S.C 8.U.V 8.2.T	1.6 3.0 1.0	0	471	i n t	z o ³⁵	471	506-1/tɕ 138-4/eu 74-1/³¹
13265	chuanqiandian-Chen-2013-888-546-1		chuanqiandian	Chen-2013-888-546	tʂeu¹³	tʂeu¹³	tʂ eu ¹³		Chen2013			少	1242	FEW	Chuanqiandian	chua1256					chuanqiandian	少	tʂeu¹³	1 3 7 8	ACXT	TSE2	3	3.T.C 3.S.C 3.E.V 3.2.T	1.6 1.2 3.0 1.0	0	471	i n t	tʂ eu ¹³	471	506-1/tɕ 138-4/eu 74-1/³¹
13266	chuanqiandiancentralguizhou-Chen-2013-888-546-1		chuanqiandiancentralguizhou	Chen-2013-888-546	sə²²	sə²²	s ə ²²		Chen2013			少	1242	FEW	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	少	sə²²	3 7 8	AXT	SE1	4	4.S.C 4.E.V 4.1.T	1.6 3.0 1.0	0	471	i n t	s ə ²²	471	506-1/tɕ 138-4/eu 74-1/³¹
13267	chuanqiandiansouthernguizhou-Chen-2013-888-546-1		chuanqiandiansouthernguizhou	Chen-2013-888-546	ʑu⁵⁵	ʑu⁵⁵	ʑ u ⁵⁵		Chen2013			少	1242	FEW	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	少	ʑu⁵⁵	3 7 8	AXT	SY5	6	6.S.C 6.Y.V 6.5.T	1.6 3.0 1.0	1	471	i n t	ʑ u ⁵⁵	471	506-1/tɕ 138-4/eu 74-1/³¹
13268	chuanqiandiannortheastyunnan-Chen-2013-888-546-1		chuanqiandiannortheastyunnan	Chen-2013-888-546	dʐey³¹	dʐey³¹	dʐ ey ³¹		Chen2013			少	1242	FEW	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	少	dʐey³¹	1 3 7 8	ACXT	TSE3	5	5.T.C 5.S.C 5.E.V 5.3.T	1.6 1.2 3.0 1.0	0	471	i n t	dʐ ey ³¹	471	506-1/tɕ 138-4/eu 74-1/³¹
13272	qiandongeast-Chen-2013-888-546-1		qiandongeast	Chen-2013-888-546	ɕo⁵³	ɕo⁵³	ɕ o ⁵³		Chen2013			少	1242	FEW	Qiandong, East	east2370					qiandongeast	少	ɕo⁵³	3 7 8	AXT	SU3	9	9.S.C 9.U.V 9.3.T	1.6 3.0 1.0	0	471	i n t	ɕ o ⁵³	471	506-1/tɕ 138-4/eu 74-1/³¹
13274	qiandongwest-Chen-2013-888-546-1		qiandongwest	Chen-2013-888-546	ɕo²²	ɕo²²	ɕ o ²²		Chen2013			少	1242	FEW	Qiandong, West						qiandongwest	少	ɕo²²	3 7 8	AXT	SU1	10	10.S.C 10.U.V 10.1.T	1.6 3.0 1.0	0	471	i n t	ɕ o ²²	471	506-1/tɕ 138-4/eu 74-1/³¹
13275	bahengwest-Chen-2013-888-546-1		bahengwest	Chen-2013-888-546	tɕeu⁴⁴	tɕeu⁴⁴	tɕ eu ⁴⁴		Chen2013			少	1242	FEW	Baheng, West	pahn1237					bahengwest	少	tɕeu⁴⁴	2 7 8	AXT	CE5	2	2.C.C 2.E.V 2.5.T	1.6 3.0 1.0	0	471	i n t	tɕ eu ⁴⁴	471	506-1/tɕ 138-4/eu 74-1/³¹
13276	bahengeast-Chen-2013-888-546-1		bahengeast	Chen-2013-888-546	tɕeu³¹	tɕeu³¹	tɕ eu ³¹		Chen2013			少	1242	FEW	Baheng, East	pahn1237					bahengeast	少	tɕeu³¹	2 7 8	AXT	CE3	1	1.C.C 1.E.V 1.3.T	1.6 3.0 1.0	0	471	i n t	tɕ eu ³¹	471	506-1/tɕ 138-4/eu 74-1/³¹
13362	luobuohewestern-Chen-2013-888-550-1		luobuohewestern	Chen-2013-888-550	tə⁰²ntse³⁵; jæ³⁵	tə⁰²ntse³⁵	t ə ²/⁰ + ⁿts e ³⁵		Chen2013			尖	1396	SHARP	Luobuohe, Western	luop1235					luobuohewestern	尖	tə²/⁰+ⁿtse³⁵	1 7 8 9 2 7 8	AXT_AXT	TE6_CE2	8	8.T.C 8.E.V 8.6.T 8._._ 8.C.C 8.E.V 8.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	475 477	i n t + i n t	t ə ²/⁰ + ⁿts e ³⁵	198 477	298-23/t 517-2/ə 306-4/⁰ + 397-3/tɕ 449-3/e 77-37/⁵⁵
13363	chuanqiandian-Chen-2013-888-550-1		chuanqiandian	Chen-2013-888-550	ʐua¹³	ʐua¹³	ʐ ua ¹³		Chen2013			尖	1396	SHARP	Chuanqiandian	chua1256					chuanqiandian	尖	ʐua¹³	3 7 8	AXT	SY2	3	3.S.C 3.Y.V 3.2.T	1.6 3.0 1.0	0	474	i n t	ʐ ua ¹³	1806	320-1/Ø 530-4/o 480-3/Ø
13364	chuanqiandiancentralguizhou-Chen-2013-888-550-1		chuanqiandiancentralguizhou	Chen-2013-888-550	zɛ⁴²; ɬẽ²⁴	zɛ⁴²	z ɛ ⁴²		Chen2013			尖	1396	SHARP	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	尖	zɛ⁴²	3 7 8	AXT	SE3	4	4.S.C 4.E.V 4.3.T	1.6 3.0 1.0	0	474	i n t	z ɛ ⁴²	1806	320-1/Ø 530-4/o 480-3/Ø
13365	chuanqiandiansouthernguizhou-Chen-2013-888-550-1		chuanqiandiansouthernguizhou	Chen-2013-888-550	ntsæ⁵⁵; læn²³²	ntsæ⁵⁵	ⁿts æ ⁵⁵		Chen2013			尖	1396	SHARP	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	尖	ⁿtsæ⁵⁵	2 7 8	AXT	CE5	6	6.C.C 6.E.V 6.5.T	1.6 3.0 1.0	0	474	i n t	ⁿts æ ⁵⁵	1806	320-1/Ø 530-4/o 480-3/Ø
13366	chuanqiandiannortheastyunnan-Chen-2013-888-550-1		chuanqiandiannortheastyunnan	Chen-2013-888-550	ɳtʂə³³	ɳtʂə³³	ⁿʈʂ ə ³³		Chen2013			尖	1396	SHARP	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	尖	ⁿʈʂə³³	2 7 8	AXT	CE4	5	5.C.C 5.E.V 5.4.T	1.6 3.0 1.0	0	474	i n t	ⁿʈʂ ə ³³	1806	320-1/Ø 530-4/o 480-3/Ø
13370	qiandongeast-Chen-2013-888-550-1		qiandongeast	Chen-2013-888-550	ʑa⁵³	ʑa⁵³	ʑ a ⁵³		Chen2013			尖	1396	SHARP	Qiandong, East	east2370					qiandongeast	尖	ʑa⁵³	3 7 8	AXT	SA3	9	9.S.C 9.A.V 9.3.T	1.6 3.0 1.0	0	474	i n t	ʑ a ⁵³	1806	320-1/Ø 530-4/o 480-3/Ø
13372	qiandongwest-Chen-2013-888-550-1		qiandongwest	Chen-2013-888-550	ɕi³³	ɕi³³	ɕ i ³³		Chen2013			尖	1396	SHARP	Qiandong, West						qiandongwest	尖	ɕi³³	3 7 8	AXT	SI4	10	10.S.C 10.I.V 10.4.T	1.6 3.0 1.0	0	474	i n t	ɕ i ³³	1806	320-1/Ø 530-4/o 480-3/Ø
13373	bahengwest-Chen-2013-888-550-1		bahengwest	Chen-2013-888-550	ʔa⁰³njo⁴²	ʔa⁰³njo⁴²	ʔ a ³/⁰ + nʲ o ⁴²		Chen2013			尖	1396	SHARP	Baheng, West	pahn1237					bahengwest	尖	ʔa³/⁰+nʲo⁴²	1 7 8 9 4 7 8	AXT_AXT	HA6_NU3	2	2.H.C 2.A.V 2.6.T 2._._ 2.N.C 2.U.V 2.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	473 476	i n t + i n t	ʔ a ³/⁰ + nʲ o ⁴²	473 476	0/n 0/n 0/n + 0/n 0/n 0/n
13374	bahengeast-Chen-2013-888-550-1		bahengeast	Chen-2013-888-550	tɕe³³tɕe⁵⁵	tɕe³³tɕe⁵⁵	tɕ e ³³ + tɕ e ⁵⁵		Chen2013			尖	1396	SHARP	Baheng, East	pahn1237					bahengeast	尖	tɕe³³+tɕe⁵⁵	2 7 8 9 2 7 8	AXT_AXT	CE4_CE5	1	1.C.C 1.E.V 1.4.T 1._._ 1.C.C 1.E.V 1.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	478 477	i n t + i n t	tɕ e ³³ + tɕ e ⁵⁵	478 477	0/n 0/n 0/n + 397-3/tɕ 449-3/e 77-37/⁵⁵
13361	luobuoheeastern-Chen-2013-888-550-1		luobuoheeastern	Chen-2013-888-550	tə⁰²ntsei²⁴	tə⁰²ntsei²⁴	t ə ²/⁰ + ⁿts ei ²⁴		Chen2013			尖	1396	SHARP	Luobuohe, Eastern	luop1235					luobuoheeastern	尖	tə²/⁰+ⁿtsei²⁴	1 7 8 9 2 7 8	AXT_AXT	TE6_CE2	7	7.T.C 7.E.V 7.6.T 7._._ 7.C.C 7.E.V 7.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	475 477	i n t + i n t	t ə ²/⁰ + ⁿts ei ²⁴	198 477	298-23/t 517-2/ə 306-4/⁰ + 397-3/tɕ 449-3/e 77-37/⁵⁵
3427	luobuoheeastern-Chen-2013-888-140-1		luobuoheeastern	Chen-2013-888-140	ʔa⁰²ty⁵⁵	ʔa⁰²ty⁵⁵	ʔ a ²/⁰ + t y ⁵⁵		Chen2013			尾巴	1220	TAIL	Luobuohe, Eastern	luop1235					luobuoheeastern	尾巴	ʔa²/⁰+ty⁵⁵	1 7 8 9 1 7 8	AXT_AXT	HA6_TY5	7	7.H.C 7.A.V 7.6.T 7._._ 7.T.C 7.Y.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	483 479	i n t + i n t	ʔ a ²/⁰ + t y ⁵⁵	483 479	0/n 0/n 0/n + 205-2/ⁿt 62-2/i 418-2/³¹³
3428	luobuohewestern-Chen-2013-888-140-1		luobuohewestern	Chen-2013-888-140	tə⁰²tu⁵⁵	tə⁰²tu⁵⁵	t ə ²/⁰ + t u ⁵⁵		Chen2013			尾巴	1220	TAIL	Luobuohe, Western	luop1235					luobuohewestern	尾巴	tə²/⁰+tu⁵⁵	1 7 8 9 1 7 8	AXT_AXT	TE6_TY5	8	8.T.C 8.E.V 8.6.T 8._._ 8.T.C 8.Y.V 8.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	481 479	i n t + i n t	t ə ²/⁰ + t u ⁵⁵	481 479	298-23/t 39-3/ei 141-4/³¹³ + 205-2/ⁿt 62-2/i 418-2/³¹³
3429	chuanqiandian-Chen-2013-888-140-1		chuanqiandian	Chen-2013-888-140	ko⁴⁴tu⁵⁵	ko⁴⁴tu⁵⁵	k o ⁴⁴ + t u ⁵⁵		Chen2013			尾巴	1220	TAIL	Chuanqiandian	chua1256					chuanqiandian	尾巴	ko⁴⁴+tu⁵⁵	1 7 8 9 1 7 8	AXT_AXT	KU5_TY5	3	3.K.C 3.U.V 3.5.T 3._._ 3.T.C 3.Y.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	482 479	i n t + i n t	k o ⁴⁴ + t u ⁵⁵	482 479	0/n 0/n 0/n + 205-2/ⁿt 62-2/i 418-2/³¹³
3430	chuanqiandiancentralguizhou-Chen-2013-888-140-1		chuanqiandiancentralguizhou	Chen-2013-888-140	qə⁰²tɯ¹³	qə⁰²tɯ¹³	q ə ²/⁰ + t ɯ ¹³		Chen2013			尾巴	1220	TAIL	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	尾巴	qə²/⁰+tɯ¹³	1 7 8 9 1 7 8	AXT_AXT	KE6_TI2	4	4.K.C 4.E.V 4.6.T 4._._ 4.T.C 4.I.V 4.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	480 479	i n t + i n t	q ə ²/⁰ + t ɯ ¹³	13 479	310-9/q 111-3/a 306-4/⁰ + 205-2/ⁿt 62-2/i 418-2/³¹³
3431	chuanqiandiansouthernguizhou-Chen-2013-888-140-1		chuanqiandiansouthernguizhou	Chen-2013-888-140	təu⁴²	təu⁴²	t əu ⁴²		Chen2013			尾巴	1220	TAIL	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	尾巴	təu⁴²	1 7 8	AXT	TE3	6	6.T.C 6.E.V 6.3.T	1.6 3.0 1.0	0	481	i n t	t əu ⁴²	481	298-23/t 39-3/ei 141-4/³¹³
3432	chuanqiandiannortheastyunnan-Chen-2013-888-140-1		chuanqiandiannortheastyunnan	Chen-2013-888-140	ʔa⁵⁵ndzɦaɯ¹¹	ʔa⁵⁵ndzɦaɯ¹¹	ʔ a ⁵⁵ + ⁿdzʱ aɯ ¹¹		Chen2013			尾巴	1220	TAIL	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	尾巴	ʔa⁵⁵+ⁿdzʱaɯ¹¹	1 7 8 9 1 7 7 8	AXT_AXYT	HA5_TAI1	5	5.H.C 5.A.V 5.5.T 5._._ 5.T.C 5.A.V 5.I.V 5.1.T	1.6 3.0 1.0 0.0 1.6 3.0 3.0 1.0	0	483 479	i n t + i n t	ʔ a ⁵⁵ + ⁿdzʱ aɯ ¹¹	483 479	0/n 0/n 0/n + 205-2/ⁿt 62-2/i 418-2/³¹³
3436	qiandongeast-Chen-2013-888-140-1		qiandongeast	Chen-2013-888-140	qa³³tue³³	qa³³tue³³	q a ³³ + t ue ³³		Chen2013			尾巴	1220	TAIL	Qiandong, East	east2370					qiandongeast	尾巴	qa³³+tue³³	1 7 8 9 1 7 8	AXT_AXT	KA4_TY4	9	9.K.C 9.A.V 9.4.T 9._._ 9.T.C 9.Y.V 9.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	480 479	i n t + i n t	q a ³³ + t ue ³³	13 479	310-9/q 111-3/a 306-4/⁰ + 205-2/ⁿt 62-2/i 418-2/³¹³
