ID	STRUCTURE	FREQUENCY	bahengeast	bahengwest	chuanqiandian	chuanqiandiancentralguizhou	chuanqiandiannortheastyunnan	chuanqiandiansouthernguizhou	luobuoheeastern	luobuohewestern	qiandongeast	qiandongwest	COGNATESETS	CONCEPTS
1071-4	n	4	a	e	a	ẽ	aɯ	ei	e	e	e	e	1643:1, 5318:1, 4579:2, 2124:1	干净 / 搬 / 清 / 芝麻 / 跳
15-3	n	3	a	a	o	i	u	æ	ɛ	ɑ	a	e	3183:2, 5954:1, 1207:1	块 / 燕子 / 马鞍
264-3	n	3	a	e	ɔ	ã	au	a	ei	e	eu	æ	3826:1, 2572:2, 1445:1	客人 / 树根 / 筛 / 筛子
379-3	n	3	a	a	a	ã	aɯ	o	a	ɑ	a	æ̃	330:1, 1861:1, 5016:2	伞 / 扁担 / 螳螂 / （线）断
429-3	n	3	a	o	au	õ	o	ɔ	u	o	a	a	765:1, 1203:2, 4565:1	住 / 半夜 / 坐 / 船
451-3	n	3	a	Ø	a	ẽ	ə	æ	u	u	a	e	4414:2, 4295:1, 4408:1	肝 / 胸脯 / 脏 / 高
458-3	n	3	a	a	o	õ	au	ə	u	o	eu	eu	5870:1, 1080:1, 2999:1	井 / 口水 / 啄木鸟 / 尿 / 水桶 / 水缸 / 汗 / 汤 / 浓 / 眼泪 / 虹 / 露水 / 风 / 鸟
547-3	n	3	a	o	e	ɛ	u	e	e	Ø	Ø	ue	1189:1, 195:1, 819:2	争 / 去年 / 地
607-3	n	3	a	a	o	õ	u	o	e	ə	Ø	u	4028:1, 4964:1, 295:1	仓库 / 坛子 / 纺车 / 蜜蜂
909-3	n	3	a	o	i	Ø	ʅ	i	ei	i	ei	e	1036:1, 2082:2, 4232:1	什么 / 哪个 / 捉 / 耳朵
949-3	n	3	a	a	ua	a	a	ə	a	ɑ	a	a	3411:2, 3407:2, 4978:1	瓦 / 瓦房 / 蜡烛
950-3	n	3	a	a	ua	u	a	o	o	ɑ	a	a	368:1, 4982:1, 5776:1	借（钱） / 屎 / 蜻蜓 / 难
1012-3	n	3	a	a	e	a	i	əu	a	ɑ	ua	æ	6115:2, 1889:1, 155:1	乌鸦 / 喇叭 / 手指 / 黄瓜
1017-3	n	3	a	a	i	a	ɯ	ɪ	a	a	ɛ	a	746:2, 5397:2, 4617:1	十五 / 苍蝇 / 辣椒
1033-3	n	3	a	a	u	a	ə	i	o	Ø	a	a	440:1, 2943:1, 6185:1	公牛 / 公鸡 / 泥巴 / 父亲 / 齐
1062-3	n	3	a	a	au	õ	au	ɔ	u	o	e	u	888:1, 5544:2, 5764:2	吃 / 里边 / 门
1064-3	n	3	a	a	ua	a	u	æ	a	ɑ	a	a	424:1, 1196:1, 2498:1	七月 / 三月 / 丑 / 九月 / 二月 / 八月 / 六月 / 十一月 / 十月 / 四月 / 坏 / 月亮 / 架子 / 正月
1072-3	n	3	a	a	ɔ	ə	ey	æ	y	ɑ	ua	ua	5136:2, 4983:2, 3672:2	祖父 / 蜻蜓 / 西瓜
115-2	n	2	a	a	u	õ	a	a	u	o	e	eu	1678:1, 4211:1	冬瓜 / 开水 / 老鼠 / 鸟
120-2	n	2	a	a	au	õ	o	o	u	o	ɛ	ei	4615:1, 1778:1	怀孕 / 苍蝇
220-2	n	2	a	Ø	ua	ɛ	au	i	u	Ø	i	ei	5061:2, 2195:1	数（钱） / 衣领
252-2	n	2	a	i	e	i	a	i	i	i	i	o	5788:1, 4467:1	脱（衣） / 茶叶 / 集市
304-2	n	2	a	a	ua	a	a	ɔ	y	ø	e	eu	5147:2, 4870:2	蚂蚁 / 要
409-2	n	2	a	a	ua	ə	Ø	a	u	e	a	Ø	2426:1, 3708:1	杀（人） / 称
499-2	n	2	a	Ø	a	ẽ	Ø	æ	e	i	a	e	5881:1, 787:2	压 / 飞
532-2	n	2	a	a	ɔ	ə	ɯ	e	u	u	a	a	4233:1, 434:1	八月 / 公牛 / 头 / 母牛 / 牛 / 牛犊 / 牛肉 / 耳朵 / 耳环 / 黄牛 / 鼻涕
653-2	n	2	a	a	ɔ	ə	a	æ	a	ə	o	Ø	4210:1, 1602:1	云 / 井 / 兔子 / 剪刀 / 勺子 / 厕所 / 头 / 头巾 / 左边 / 席子 / 扁担 / 扬尘 / 拳 / 斑鸠 / 柴刀 / 桌子 / 梯子 / 池塘 / 灰 / 烟 / 瞎子 / 秤 / 筷子 / 糠 / 老鼠 / 聋子 / 胸脯 / 脓 / 芝麻 / 茅草 / 茶 / 螺蛳 / 衣袋 / 被子 / 贼 / 野猪 / 钳子 / 锄头 / 锯子 / 门 / 霜 / 鞭子 / 鸭子 / 鹅
679-2	n	2	a	Ø	o	ə	au	u	a	Ø	Ø	u	657:1, 5015:1	力气 / 螳螂
743-2	n	2	a	a	au	o	ey	a	o	ɑu	au	o	546:1, 1668:1	刨子 / 头巾 / 年纪 / 晚上
782-2	n	2	a	a	i	e	ʅ	a	i	a	Ø	i	2715:2, 5127:1	樹枝 / 裤子
785-2	n	2	a	a	eu	ə	ey	a	a	a	a	Ø	1712:2, 3488:1	影子 / 白糖
844-2	n	2	a	a	a	ã	u	o	ua	ɑ	i	a	3767:1, 6143:2	窗子 / 黄鼠狼
880-2	n	2	a	a	i	ɛ	a	æ	a	ə	a	eu	18:1, 5576:1	丈夫 / 下巴 / 仓库 / 儿子 / 凳子 / 台阶 / 哑巴 / 哥哥 / 囱 / 墙 / 天 / 妻子 / 嫂子 / 屁股 / 帽子 / 房子 / 扣子 / 族称 / 月亮 / 村寨 / 树梢 / 梳子 / 棉花 / 母亲 / 沙子 / 灯 / 父亲 / 猫 / 瓦房 / 甑子 / 石头 / 石磨 / 碗 / 祖父 / 窗子 / 箩筐 / 红薯 / 罐子 / 耳朵 / 肚子 / 肚脐 / 胃 / 脸 / 舅母 / 舌 / 草房 / 菜刀 / 菜园 / 衣领 / 裤子 / 钉耙 / 锅 / 锤子 / 面粉 / 高粱 / 鸽子 / 麻袋 / 鼻子 / 鼻涕
889-2	n	2	a	-	au	a	Ø	i	a	Ø	u	a	5076:1, 63:1	下午 / 补
545-1	n	1	a	Ø	ua	õ	aɯ	Ø	a	i	Ø	æ̃	4912:1	蛆
623-1	n	1	a	a	u	ã	y	a	u	o	Ø	u	2913:1	沟 / 河
358-8	n	8	-	i	a	ẽ	e	i	i	i	a	e	4824:1, 4914:1, 1395:1, 4627:1, 2985:1, 5122:1, 4723:1, 704:1	化 / 姜 / 梳子 / 浅 / 臭虫 / 苍蝇 / 苦 / 菜园 / 薄 / 虫 / 虱子 / 虾 / 蚂蚁 / 蚂蟥 / 蚊子 / 蚯蚓 / 蛆 / 蛔虫 / 蜜蜂 / 蝴蝶 / 螃蟹 / 裙子 / 黄鳝
865-6	n	6	-	-	o	ə̃	u	u	u	ɑ	i	i	3702:1, 4795:1, 6211:1, 6105:2, 430:1, 3769:1	公牛 / 水牛 / 牛 / 牛圈 / 牛犊 / 牛肉 / 皮 / 秧 / 窗子 / 蒸 / 黄牛 / （牛）角
380-2	n	2	-	-	o	ə̃	e	u	o	Ø	o	i	762:1, 5595:1	十月 / 母牛 / 钥匙
951-2	n	2	-	-	Ø	ẽ	e	o	i	Ø	e	Ø	4306:1, 5744:2	肠子 / 镰刀
106-1	n	1	-	Ø	a	ẽ	e	i	i	i	a	i	380:1	偷
194-2	m	2	Ø	-	-	-	-	-	ȵ	ȵ	-	-	1203:1, 4693:1	住 / 坐 / 草鞋
1053-2	m	2	Ø	Ø	Ø	l	Ø	ʐ	-	-	-	Ø	4870:1, 4248:1	聋子 / 蚂蚁
57-1	m	1	Ø	Ø	l	l	Ø	ɭ	l	l	Ø	j	3552:1	毛 / 眉毛
97-1	m	1	Ø	Ø	l	-	l	-	Ø	Ø	Ø	-	2598:1	桃
171-1	m	1	Ø	Ø	Ø	Ø	Ø	-	j	-	Ø	-	2725:1	橘子
766-1	m	1	Ø	-	-	l	-	ʐ	j	-	Ø	j	3791:1	孤儿 / 笋
796-1	m	1	Ø	Ø	Ø	Ø	Ø	Ø	-	j	Ø	-	933:1	听
893-1	m	1	Ø	Ø	Ø	Ø	Ø	-	m	-	-	-	3463:1	疼 / 病
988-1	m	1	Ø	Ø	-	Ø	lʱ	-	-	-	Ø	Ø	5349:1	躲避
1061-1	m	1	Ø	Ø	l	Ø	-	ʐ	j	l	Ø	Ø	6005:1	鳞
402-8	m	8	w	w	Ø	-	Ø	w	w	w	-	-	5093:1, 1470:1, 2050:1, 51:1, 5136:1, 3501:1, 2082:1, 5419:1	上边 / 天 / 宽 / 指甲 / 捉 / 白菜 / 袜子 / 西瓜 / 过（桥）
344-5	m	5	w	j	-	-	-	-	-	j	-	u	4957:1, 4414:1, 4931:1, 775:1, 3617:1	南瓜 / 石磨 / 脏 / 蛋白 / 蜘蛛
68-3	m	3	w	j	-	-	-	w	-	-	-	-	1079:1, 3885:1, 2559:1	啄木鸟 / 树干 / 树梢 / 樹枝 / 簸箕
371-3	m	3	w	w	-	-	-	-	-	-	Ø	-	1831:1, 4943:1, 869:1	右边 / 我 / 我们 / 自己 / 蛋黄
388-3	m	3	w	w	Ø	Ø	ɦ	-	ʁ	w	-	u	6115:1, 5029:1, 4926:1	蛋 / 螺蛳 / 黄瓜
878-2	m	2	w	w	Ø	-	Ø	-	l	l	Ø	-	3483:1, 3268:1	狐狸 / 白 / 白糖 / 白菜
734-26	m	26	j	j	-	l	-	ʐ	j	-	j	j	231:1, 746:1, 959:1, 5392:1, 6176:1, 1934:1, 3799:1, 5132:1, 5979:1, 6166:1, 4805:1, 6135:1, 2350:1, 5767:1, 2416:1, 1240:1, 5397:1, 365:1, 3046:1, 4209:1, 3709:1, 6064:1, 819:1, 2817:1, 3455:1, 3790:1	五 / 五月 / 倒（水） / 十五 / 去年 / 吹（喇叭） / 填 / 扫帚 / 暗 / 木耳 / 水田 / 泥鳅 / 滚 / 留 / 称 / 笋 / 笑 / 绿 / 老鼠 / 蓝 / 裹腿布 / 辣 / 辣椒 / 闪 / 高粱 / 鱼 / 麻子 / 黄鳝 / 鼻子 / 鼻涕
442-12	m	12	j	-	-	-	-	-	-	-	j	j	753:1, 450:1, 3833:1, 42:1, 1232:1, 1153:1, 5544:1, 5641:1, 5762:1, 2131:1, 1177:1, 5574:1	上午 / 中午 / 六 / 六月 / 十六 / 回来 / 圆 / 埋 / 搻 / 筷子 / 里边 / 钉耙 / 锄头 / 门
976-6	m	6	j	j	-	-	-	-	-	-	j	j	5756:1, 3183:1, 133:1, 5305:1, 6143:1, 4994:1	两 / 大 / 燕子 / 蝴蝶 / 跛子 / 长（大） / 黄鼠狼
978-5	m	5	j	j	-	-	l	ʐ	-	-	j	j	4390:1, 1121:1, 4389:1, 6223:1, 5764:1	喷 / 肥肉 / 胖 / 门 / （衣）破
966-3	m	3	j	j	-	-	Ø	-	z	j	Ø	-	2440:1, 4050:1, 4764:1	冬瓜 / 南瓜 / 李子 / 果子 / 柿子 / 桃 / 梨 / 橘子 / 瓜 / 瓜子 / 结（果） / 茄子 / 萝卜 / 葫芦 / 西瓜 / 辣椒 / 黄瓜
82-2	m	2	j	-	-	l	-	ʐ	j	-	-	-	5379:1, 4897:1	房子 / 柱子 / 瓦房 / 草房 / 蚊帐 / 软
126-2	m	2	j	-	-	-	-	-	-	-	-	j	148:1, 4327:1	中间 / 肺
555-2	m	2	j	-	Ø	-	-	-	j	j	-	Ø	5061:1, 294:1	仓库 / 衣领
901-2	m	2	j	Ø	Ø	l	-	Ø	j	j	Ø	Ø	4241:1, 2795:1	水桶 / 耳朵 / 耳环
969-2	m	2	j	j	-	-	Ø	j	j	j	-	-	1364:1, 1872:1	女儿 / 妹妹 / 姑娘 / 扇子
652-1	m	1	j	Ø	-	-	Ø	-	-	-	Ø	-	766:1	半夜
771-1	m	1	j	j	Ø	-	Ø	-	z	j	Ø	j	3398:1	瓜藤 / 葡萄
298-1	m	1	i	j	-	-	-	-	-	-	-	-	707:1	十一
985-26	m	26	-	j	-	-	-	-	-	-	-	-	527:1, 4732:1, 4949:1, 1440:1, 1512:1, 4818:1, 4756:1, 4905:1, 423:1, 703:1, 5012:1, 5424:1, 5147:1, 2875:1, 1712:1, 3608:1, 5882:1, 1363:1, 950:1, 1358:1, 1148:1, 1460:1, 5016:1, 2583:1, 3703:1, 3959:1	八 / 初一 / 化 / 十八 / 十四 / 吹火筒 / 四月 / 好 / 妹妹 / 守（庄稼） / 容易 / 小 / 影子 / 树梢 / 汤 / 白菜 / 石头 / 秧 / 累 / 菜 / 菜油 / 葡萄 / 蕨菜 / 蚯蚓 / 蛔虫 / 融化 / 螳螂 / 要 / 近 / 飞
854-19	m	19	-	-	-	-	ɦ	-	-	-	-	-	3550:1, 4138:1, 2366:1, 2905:1, 4634:1, 2742:1, 6105:1, 4363:1, 3745:1, 192:1, 3234:1, 4983:1, 5936:1, 5928:1, 3445:1, 3672:1, 4783:1, 2505:1, 4579:1	买 / 有 / 柜子 / 歌 / 水牛 / 没有 / 牛 / 牛圈 / 牛犊 / 牛肉 / 生 / 皮 / 眉毛 / 祖父 / 穿山甲 / 羊肉 / 背 / 芝麻 / 茄子 / 蒜 / 蜻蜓 / 马蜂 / 马蜂窝 / 黄牛 / （牛）角
742-11	m	11	-	-	l	l	lʱ	l	l	l	Ø	j	881:1, 3946:1, 4557:1, 5852:1, 1318:1, 4879:1, 1139:1, 2821:1, 5837:1, 1736:1, 934:1	叶子 / 听 / 四 / 头发 / 心脏 / 水稻 / 糯米 / 舌 / 茶叶 / 蚂蟥 / 面粉 / 鞭子
1066-11	m	11	-	w	-	-	-	w	w	w	-	-	3411:1, 3407:1, 3536:1, 245:1, 3886:1, 5654:1, 1891:1, 2572:1, 1714:1, 1008:1, 3874:1	亮 / 哑巴 / 影子 / 手指 / 树根 / 瓦 / 瓦房 / 盖（被） / 篱笆 / 簸箕 / 锅 / 黄 / 黄鼠狼
843-7	m	7	-	j	-	-	ɦ	-	j	j	-	-	2617:1, 4852:1, 650:1, 713:0, 4723:0, 6034:1, 838:1	割（草） / 十一月 / 变 / 梨 / 梳子 / 菜园 / 虹 / 鸡冠
48-5	m	5	-	-	-	-	-	-	z	j	-	-	451:1, 3505:1, 28:1, 31:1, 3129:1	三 / 三十 / 六月 / 初三 / 十三 / 烧（山） / 猪油 / 猪肉 / 百 / 野猪
539-4	m	4	-	-	-	-	-	-	j	-	-	j	1733:1, 2252:1, 1096:1, 5836:1	喇叭 / 得到 / 族称 / 面粉
568-4	m	4	-	-	-	-	-	-	-	n	-	-	270:1, 5431:1, 3357:1, 818:1	今天 / 去年 / 现在 / 这
964-4	m	4	-	-	-	-	i	-	-	-	j	j	4709:1, 3974:1, 5744:1, 4294:1	红糖 / 肝 / 菜刀 / 镰刀
103-3	m	3	-	Ø	-	-	-	-	n	n	-	Ø	736:1, 787:1, 6133:1	十二月 / 压 / 蛇 / 黄鳝
665-3	m	3	-	-	l	l	-	l	l	l	Ø	-	757:1, 4482:1, 1853:1	十四 / 扁 / 腰
883-3	m	3	-	-	-	-	-	-	-	-	-	u	3584:1, 2018:1, 3113:1	拳 / 烂 / 睡觉
315-2	m	2	-	-	-	-	-	Ø	-	-	j	j	4772:1, 5002:1	葱 / 螃蟹
550-2	m	2	-	Ø	-	-	-	-	l	-	Ø	Ø	4993:1, 3838:1	箩筐 / 蝴蝶
666-2	m	2	-	-	Ø	l	-	ʐ	z	j	Ø	j	1658:1, 5475:1	平 / 逃跑
937-2	m	2	-	-	Ø	-	Ø	w	-	-	Ø	-	2715:1, 2385:1	木匠 / 樹枝
284-1	m	1	-	Ø	-	-	-	-	ʁ	Ø	-	-	1500:1	将来
626-1	m	1	-	w	Ø	Ø	Ø	-	Ø	Ø	-	-	1341:1	女婿
636-1	m	1	-	Ø	-	-	Ø	-	-	ȵ	-	Ø	4887:1	蚊子
662-1	m	1	-	-	-	-	-	Ø	-	i	-	-	2890:1	沙子
788-1	m	1	-	-	-	Ø	Ø	-	i	Ø	-	-	1799:1	想
158-3	i	3	ⁿtʰ	Ø	ⁿt	Ø	ⁿt	ⁿt	ⁿtʰ	ⁿtʰ	tʰ	tʰ	921:0, 5149:0, 5132:0	吐（痰） / 裹腿布 / 解开
506-3	i	3	ⁿtɕʰ	Ø	ⁿtʂʰ	ⁿsʰ	ⁿʈʂʰ	ⁿts	ⁿtsʰ	ⁿtsʰ	ɕ	ɕʰ	5038:0, 1643:0, 1786:0	干净 / 怕 / 清 / 血
960-1	i	1	ⁿtɕʰ	Ø	Ø	Ø	Ø	ⁿts	tsʰ	tsʰ	Ø	Ø	3694:0	秤
21-6	i	6	ⁿtɕ	t	ⁿtɕ	ⁿtɕ	ⁿtɕ	ⁿtɕ	ⁿtɕ	ⁿtɕ	tɕ	tɕ	59:0, 1075:0, 3211:0, 3546:0, 3204:0, 1131:0	上（楼） / 啄 / 嘴，口 / 挖 / 爬行 / 爬（树） / 直
1013-3	i	3	ⁿtɕ	Ø	tɕ	tɕ	tɕ	Ø	ⁿtsʰ	ⁿtɕʰ	tɕ	tɕ	2592:0, 2136:0, 2137:0	摇 / 栽
720-2	i	2	ⁿtɕ	Ø	k	k	k	k	q	k	tɕ	tɕ	331:0, 3070:0	伞 / 斗笠 / 火药 / 药
817-2	i	2	ⁿtɕ	k	Ø	Ø	gʱ	Ø	ⁿts	ⁿts	tɕ	ɕ	739:0, 3527:0	十一月 / 十二月 / 盐
936-2	i	2	ⁿtɕ	Ø	Ø	ⁿz	ⁿʈʂ	ⁿts	Ø	z	ts	ɕ	2936:0, 1534:0	尖 / 泡 / 锋利
674-1	i	1	ⁿtɕ	Ø	ⁿtɕ	Ø	Ø	Ø	tsʰ	tsʰ	Ø	Ø	5365:0	转动
773-2	i	2	ⁿtsʰ	Ø	ⁿtsʰ	sʰ	ⁿtsʰ	Ø	ⁿtsʰ	ⁿtsʰ	Ø	sʰ	2957:0, 3909:0	洗（衣） / 粟
541-2	i	2	ⁿts	Ø	ⁿts	ⁿz	ⁿts	ⁿts	ⁿts	ⁿts	ts	s	2955:0, 2273:0	早 / 洗（碗）
370-1	i	1	ⁿts	Ø	ⁿtʂʰ	sʰ	ʑ	s	ⁿdz	t	Ø	l	3477:0	瘦肉
940-14	i	14	ⁿt	t	ⁿt	ⁿt	ⁿt	ⁿt	ⁿt	ⁿt	t	t	2991:0, 4047:0, 3126:0, 4279:0, 2433:0, 4046:0, 332:0, 1274:0, 4622:0, 2393:0, 885:0, 3004:0, 185:0, 5911:0	书 / 伞 / 叶子 / 多 / 布 / 戴（帽） / 木头 / 杉树 / 松树 / 树 / 棺材 / 浇 / 浮 / 烤（火） / 砍（树） / 纸 / 织（布） / 肚脐 / 苎麻 / 香
76-3	i	3	ⁿt	Ø	t	t	ⁿdʐ	t	ⁿd	ⁿʈ	t	t	766:0, 3636:0, 42:0	上午 / 中午 / 半夜 / 破裂
908-3	i	3	ⁿt	Ø	ʈ	Ø	ɖ	ʈ	tʰ	tʰ	Ø	t	4461:0, 5127:0, 952:0	吹火筒 / 脱（皮） / 裤子
257-2	i	2	ⁿt	t	t	t	t	ʈ	ⁿd	ⁿd	Ø	Ø	2587:0, 6076:0	根（棍） / 苎麻 / 麻袋
270-2	i	2	ⁿt	t	ⁿt	ⁿt	tʰ	ⁿt	tɕ	tɕ	t	t	4033:0, 281:0	从前 / 织布机
946-2	i	2	ⁿt	s	ⁿʈ	ⁿtʂ	ⁿʈ	ⁿʈ	ⁿʈ	ⁿʈ	t	t	148:0, 5544:0	中间 / 里边
1029-2	i	2	ⁿt	n	t	t	t	t	t	t	t	t	3821:0, 4848:0	答应 / 虱子
121-1	i	1	ⁿt	t	Ø	t	t	ⁿt	t	Ø	t	t	4975:0	蜜（稠）
391-3	i	3	ⁿqʰ	Ø	ⁿq	ⁿq	ⁿɢʰ	ⁿk	ⁿɢ	ⁿɢ	qʰ	Ø	105:0, 3764:0, 4645:0	下（楼） / 窄 / 茅草
75-2	i	2	ⁿq	Ø	ⁿq	ⁿq	ⁿɢʰ	ⁿk	ⁿɢ	ⁿɢ	Ø	Ø	4264:0, 674:0	勤快 / 牛肉 / 猪肉 / 瘦肉 / 羊肉 / 肉 / 肥肉
83-2	i	2	ⁿq	Ø	qʰ	qʰ	qʰ	Ø	q	q	qʰ	Ø	1444:0, 5606:0	客人 / 钩子
261-2	i	2	ⁿq	Ø	q	q	ⁿg	ⁿk	ⁿg	ⁿg	k	k	3602:0, 3234:0	牛圈 / 矮、低
600-2	i	2	ⁿq	Ø	Ø	q	gʱ	tɕ	kʰ	Ø	q	tɕ	5015:0, 5619:0	螳螂 / 钳子
372-1	i	1	ⁿq	ŋ	Ø	Ø	Ø	Ø	ⁿq	ⁿq	Ø	Ø	2206:0	斑鸠
818-1	i	1	ⁿq	Ø	k	ⁿq	Ø	ⁿk	k	k	Ø	Ø	1424:0	孙子 / 扛 / 抬 / 挑（水）
399-4	i	4	ⁿpʰ	t	ⁿtʂ	ⁿp	ⁿdzʱ	ⁿp	ⁿb	ⁿb	Ø	m	3791:0, 4805:0, 6135:0, 1872:0	孤儿 / 扇子 / 泥鳅 / 笋 / 绿 / 蓝 / 鱼 / 黄鳝
37-1	i	1	ⁿpʰ	Ø	Ø	ⁿp	ⁿbʰ	ⁿp	ⁿb	ⁿb	Ø	Ø	5392:0	辣
378-10	i	10	ⁿp	m	ⁿp	ⁿp	ⁿp	ⁿp	ⁿp	ⁿp	p	p	451:0, 1679:0, 3302:0, 5798:0, 5076:0, 896:0, 1000:0, 897:0, 5800:0, 3790:0	六月 / 名字 / 响 / 开水 / 猪 / 猪油 / 猪肉 / 笋 / 补 / 野猪 / 雪 / （水）开
385-5	i	5	ⁿp	pʰ	ⁿp	ⁿp	ⁿbʰ	ⁿp	ⁿb	ⁿb	p	p	2002:0, 4241:0, 1779:0, 4327:0, 2416:0	怀孕 / 拍 / 木耳 / 耳朵 / 耳环 / 肺
1054-3	i	3	ⁿp	nʲ	Ø	ⁿp	ⁿb	Ø	ⁿb	ⁿb	nʲ	m	6176:0, 6166:0, 4232:0	耳朵 / 鼻子 / 鼻涕
267-2	i	2	ⁿp	Ø	Ø	ⁿp	ⁿp	Ø	ⁿb	Ø	pʰ	pʰ	465:0, 3931:0	冬瓜 / 白糖 / 糖 / 红糖
288-2	i	2	ⁿp	Ø	q	Ø	p	ⁿp	Ø	Ø	m	p	4995:0, 5910:0	蝴蝶 / 香
291-1	i	1	ⁿp	p	p	p	p	p	p	Ø	Ø	p	1498:0	射 / 打（枪）
241-3	i	3	ⁿkʰ	q	ⁿq	ⁿk	ⁿq	ⁿk	ⁿg	ⁿg	q	q	6048:0, 2999:0, 5607:0	斑鸠 / 浓 / 钩子 / 鸽子
201-1	i	1	ⁿkʰ	Ø	ⁿk	ⁿk	Ø	ⁿk	ⁿg	ⁿg	Ø	Ø	5903:0	双 / 首
19-3	i	3	ⁿk	tɕ	ⁿtɕ	ⁿtɕ	ⁿtɕ	ⁿtɕ	tɕ	tɕ	tɕ	tɕ	2415:0, 5154:0, 4034:0	木耳 / 柱子 / 织布机 / 蘑菇 / 认识
452-2	i	2	ⁿk	-	Ø	Ø	kʰ	Ø	-	-	Ø	k	2050:0, 3468:0	指甲 / 痒
617-2	i	2	ⁿk	Ø	Ø	q	Ø	Ø	ⁿɢ	ⁿɢ	Ø	Ø	2082:0, 6055:0	捉 / 鹅
799-1	i	1	ⁿk	Ø	ⁿt	tɬ	Ø	ⁿk	ⁿg	ⁿg	l	ɬ	4564:0	船 / 马蜂
495-17	i	17	ʔ	ʔ	ʔ	ʔ	ʔ	ʔ	ʔ	ʔ	ʔ	ʔ	379:0, 738:0, 52:0, 1678:0, 2789:0, 767:0, 4338:0, 6058:0, 5952:0, 209:0, 1008:0, 153:0, 1091:0, 5486:0, 4628:0, 2801:0, 4627:0	一 / 上边 / 乌鸦 / 二 / 二十 / 二月 / 做 / 初二 / 刨子 / 十二 / 十二月 / 半夜 / 哑巴 / 喂（猪） / 姐姐 / 开水 / 心脏 / 旁边 / 水 / 水牛 / 肿 / 苦 / 那 / 马鞍 / 鸭子 / 鹅
271-4	i	4	ʔ	ʔ	h	ʔ	h	ʔ	ʔ	ʔ	ʔ	ʔ	2432:0, 5778:0, 117:0, 121:0	不 / 不是 / 唱 / 容易 / 杉树 / 没有 / 祖母 / 种（菜） / 织（布） / 肩膀 / 背 / 难
269-2	i	2	ʔ	ʔ	Ø	Ø	b	Ø	v	v	Ø	Ø	4536:0, 2866:0	池塘 / 舅母
456-2	i	2	ʔ	ʔ	h	Ø	ʔ	h	ʔ	ʔ	h	h	4210:0, 4701:0	云 / 井 / 兔子 / 剪刀 / 勺子 / 厕所 / 头 / 头巾 / 姜 / 席子 / 扁担 / 扬尘 / 拳 / 斑鸠 / 木板 / 柴刀 / 桌子 / 梯子 / 汉族 / 池塘 / 灰 / 灶 / 烟 / 瞎子 / 秤 / 筷子 / 糠 / 纱 / 老鼠 / 聋子 / 胸脯 / 脑髓 / 脓 / 芝麻 / 茅草 / 茶 / 药 / 螺蛳 / 衣袋 / 被子 / 裹腿布 / 贼 / 野猪 / 野鸡 / 钳子 / 锄头 / 锯子 / 镰刀 / 门 / 霜 / 鞭子 / 鸭子 / 鹅
515-2	i	2	ʔ	ʔ	n	ʔ	ʔ	n	ʔ	x	ʔ	ʔ	5870:0, 6133:0	井 / 口水 / 尿 / 水桶 / 水缸 / 汗 / 汤 / 眼泪 / 虹 / 露水 / 风 / 黄鳝
1042-2	i	2	ʔ	ʔ	Ø	h	ʔ	-	ʔ	ʔ	ʔ	h	4154:0, 2385:0	尾巴 / 斧子 / 木匠 / 树根 / 棉衣 / 眼睛 / 翅膀 / 腿 / 衣 / 鳞
55-1	i	1	ʔ	ʔ	Ø	h	ʔ	ʔ	ʔ	ʔ	h	ʔ	18:0	丈夫 / 下巴 / 仓库 / 儿子 / 凳子 / 台阶 / 哑巴 / 哥哥 / 囱 / 墙 / 天 / 妻子 / 嫂子 / 屁股 / 帽子 / 房子 / 扣子 / 族称 / 月亮 / 村寨 / 树梢 / 梳子 / 棉花 / 母亲 / 沙子 / 灯 / 父亲 / 猫 / 瓦房 / 甑子 / 石头 / 石磨 / 碗 / 祖父 / 窗子 / 箩筐 / 红薯 / 罐子 / 耳朵 / 肚子 / 肚脐 / 胃 / 脸 / 舅母 / 舌 / 草房 / 菜刀 / 菜园 / 衣领 / 裤子 / 锅 / 锤子 / 面粉 / 高粱 / 鸽子 / 麻袋 / 鼻子 / 鼻涕
427-1	i	1	ʔ	-	ʔ	ʔ	ʔ	ʔ	ʔ	ʔ	q	ʔ	707:0	十一
717-1	i	1	ʔ	Ø	Ø	Ø	Ø	Ø	ʂ	s	Ø	Ø	1373:0	妻子
104-18	i	18	ʑ	-	ʐ	ʐ	z	ʐ	ʑ	ʑ	ʑ	ɣ	4732:0, 1440:0, 4818:0, 2634:0, 3745:0, 295:0, 1553:0, 3439:0, 3659:0, 4746:0, 5424:0, 657:0, 1358:0, 3610:0, 1359:0, 6022:0, 4085:0, 2575:0	二月 / 仓库 / 力气 / 好 / 守（庄稼） / 尿 / 树根 / 梳子 / 油菜 / 甜 / 甜酒 / 白菜 / 石头 / 石磨 / 磨（面） / 穿山甲 / 缝 / 菜 / 菜油 / 萝卜 / 蕨菜 / 近 / 韭菜 / 鸟窝
17-5	i	5	ʑ	h	ʑ	ʑ	ʑ	s	ʑ	ʑ	s	ʑ	4138:0, 4130:0, 262:0, 5862:0, 5821:0	什么 / 羊 / 羊肉 / 露水 / 韭菜
422-5	i	5	ʑ	-	ʑ	ʑ	ʂ	ʑ	ʔʑ	ʔ	ʑ	ʑ	4887:0, 1512:0, 1460:0, 5882:0, 3703:0	容易 / 小 / 秧 / 蚊子 / 飞
